Tarih,TP_KVDB09
2013-08-01,9710.0
2013-09-01,9991.0
2013-10-01,10393.0
2013-11-01,10487.0
2013-12-01,10830.0
2014-01-01,10775.0
2014-02-01,10880.0
2014-03-01,10979.0
2014-04-01,11551.0
2014-05-01,11212.0
2014-06-01,11546.0
2014-07-01,11932.0
2014-08-01,12133.0
2014-09-01,12278.0
2014-10-01,12502.0
2014-11-01,13060.0
2014-12-01,12963.0
2015-01-01,12198.0
2015-02-01,12289.0
2015-03-01,12701.0
2015-04-01,12527.0
2015-05-01,12773.0
2015-06-01,13688.0
2015-07-01,14322.0
2015-08-01,14822.0
2015-09-01,14668.0
2015-10-01,14826.0
2015-11-01,14378.0
2015-12-01,14600.0
2016-01-01,14407.0
2016-02-01,14349.0
2016-03-01,15136.0
2016-04-01,15068.0
2016-05-01,15101.0
2016-06-01,15502.0
2016-07-01,15153.0
2016-08-01,14952.0
2016-09-01,14745.0
2016-10-01,14009.0
2016-11-01,9800.0
2016-12-01,9165.0
2017-01-01,11188.0
2017-02-01,11105.0
2017-03-01,11271.0
2017-04-01,11446.0
2017-05-01,11997.0
2017-06-01,12146.0
2017-07-01,12385.0
2017-08-01,13129.0
2017-09-01,12771.0
2017-10-01,12707.0
2017-11-01,13146.0
2017-12-01,13219.0
2018-01-01,14054.0
2018-02-01,14121.0
2018-03-01,14602.0
2018-04-01,14446.0
2018-05-01,13904.0
2018-06-01,13223.0
2018-07-01,13427.0
2018-08-01,12966.0
2018-09-01,13131.0
2018-10-01,12590.0
2018-11-01,12604.0
2018-12-01,13067.0
2019-01-01,16284.0
2019-02-01,13460.0
2019-03-01,13610.0
2019-04-01,13809.0
2019-05-01,14128.0
2019-06-01,14406.0
2019-07-01,14853.0
2019-08-01,14976.0
2019-09-01,15196.0
2019-10-01,15400.0
2019-11-01,15430.0
2019-12-01,15625.0
2020-01-01,15687.0
2020-02-01,15672.0
2020-03-01,15684.0
2020-04-01,15597.0
2020-05-01,15681.0
2020-06-01,15308.0
2020-07-01,15889.0
2020-08-01,16065.0
2020-09-01,16040.0
2020-10-01,15925.0
2020-11-01,15311.0
2020-12-01,15176.0
2021-01-01,15045.0
2021-02-01,14982.0
2021-03-01,14996.0
2021-04-01,15242.0
2021-05-01,15966.0
2021-06-01,15476.0
2021-07-01,15861.0
2021-08-01,15733.0
2021-09-01,15972.0
2021-10-01,15332.0
2021-11-01,15213.0
2021-12-01,15303.0
2022-01-01,15368.0
2022-02-01,15300.0
2022-03-01,15698.0
2022-04-01,15402.0
2022-05-01,15873.0
2022-06-01,16566.0
2022-07-01,17062.0
2022-08-01,17530.0
2022-09-01,18651.0
2022-10-01,19033.0
2022-11-01,20297.0
2022-12-01,21592.0
2023-01-01,22488.0
2023-02-01,21813.0
2023-03-01,21669.0
2023-04-01,21500.0
2023-05-01,20550.0
2023-06-01,20417.0
2023-07-01,20651.0
2023-08-01,20338.0
2023-09-01,19699.0
2023-10-01,19969.0
2023-11-01,19854.0
2023-12-01,20000.0
2024-01-01,19546.0
2024-02-01,19121.0
2024-03-01,19733.0
2024-04-01,19260.0
2024-05-01,18632.0
2024-06-01,18839.0
2024-07-01,19121.0
2024-08-01,20059.0
2024-09-01,19827.0
2024-10-01,19596.0
2024-11-01,18677.0
2024-12-01,18972.0
2025-01-01,18818.0
2025-02-01,18810.0
2025-03-01,19482.0
2025-04-01,20418.0
2025-05-01,20440.0
2025-06-01,20939.0
2025-07-01,20898.0
2025-08-01,20765.0
