Tarih,TP_TODEAPARA_A33
2015-06-01,3524.0
2015-07-01,4839.0
2015-08-01,2210.0
2015-09-01,2243.0
2015-10-01,2984.0
2015-11-01,1848.0
2015-12-01,3052.0
2016-01-01,2515.0
2016-02-01,2629.0
2016-03-01,6270.0
2016-04-01,4342.0
2016-05-01,7589.0
2016-06-01,4362.0
2016-07-01,4940.0
2016-08-01,4462.0
2016-09-01,8572.0
2016-10-01,4042.0
2016-11-01,5597.0
2016-12-01,5553.0
2017-01-01,2756.0
2017-02-01,4779.0
2017-03-01,6711.0
2017-04-01,4973.0
2017-05-01,8073.0
2017-06-01,5165.0
2017-07-01,8014.0
2017-08-01,3478.0
2017-09-01,6046.0
2017-10-01,5966.0
2017-11-01,5999.0
2017-12-01,4634.0
2018-01-01,2658.0
2018-02-01,2888.0
2018-03-01,8086.0
2018-04-01,8971.0
2018-05-01,7386.0
2018-06-01,4872.0
2018-07-01,4070.0
2018-08-01,4371.0
2018-09-01,5610.0
2018-10-01,6945.0
2018-11-01,3254.0
2018-12-01,7280.0
2019-01-01,2268.0
2019-02-01,2912.0
2019-03-01,5610.0
2019-04-01,8983.0
2019-05-01,7939.0
2019-06-01,7663.0
2019-07-01,5630.0
2019-08-01,2368.0
2019-09-01,5761.0
2019-10-01,6232.0
2019-11-01,5480.0
2019-12-01,7058.0
2020-01-01,3572.0
2020-02-01,3589.0
2020-03-01,3945.0
2020-04-01,7653.0
2020-05-01,8684.0
2020-06-01,6538.0
2020-07-01,2838.0
2020-08-01,2287.0
2020-09-01,2799.0
2020-10-01,3111.0
2020-11-01,5668.0
2020-12-01,5734.0
2021-01-01,1900.0
2021-02-01,3897.0
2021-03-01,8170.0
2021-04-01,5509.0
2021-05-01,7423.0
2021-06-01,7603.0
2021-07-01,3344.0
2021-08-01,2699.0
2021-09-01,3637.0
2021-10-01,3486.0
2021-11-01,7484.0
2021-12-01,3717.0
2022-01-01,1702.0
2022-02-01,4988.0
2022-03-01,4713.0
2022-04-01,4146.0
2022-05-01,5019.0
2022-06-01,5107.0
2022-07-01,1861.0
2022-08-01,1505.0
2022-09-01,6274.0
2022-10-01,4155.0
2022-11-01,7177.0
2022-12-01,6146.0
2023-01-01,4373.0
2023-02-01,1522.0
2023-03-01,6238.0
2023-04-01,7530.0
2023-05-01,3402.0
2023-06-01,5203.0
2023-07-01,3040.0
2023-08-01,3006.0
2023-09-01,2680.0
2023-10-01,2411.0
2023-11-01,6145.0
2023-12-01,7424.0
2024-01-01,3518.0
2024-02-01,2012.0
2024-03-01,5910.0
2024-04-01,5991.0
2024-05-01,4256.0
2024-06-01,7097.0
2024-07-01,3312.0
2024-08-01,4554.0
2024-09-01,4288.0
2024-10-01,3682.0
2024-11-01,10066.0
2024-12-01,6182.0
2025-01-01,3298.0
2025-02-01,6529.0
2025-03-01,6611.0
2025-04-01,3497.0
2025-05-01,7104.0
2025-06-01,9605.0
2025-07-01,3373.0
2025-08-01,3013.0
