Tarih,TP_TODEAPARA_A14
2015-06-01,1949.0
2015-07-01,3488.0
2015-08-01,1426.0
2015-09-01,1052.0
2015-10-01,1716.0
2015-11-01,1153.0
2015-12-01,1907.0
2016-01-01,1639.0
2016-02-01,1422.0
2016-03-01,1565.0
2016-04-01,1605.0
2016-05-01,1217.0
2016-06-01,2947.0
2016-07-01,1494.0
2016-08-01,1949.0
2016-09-01,1579.0
2016-10-01,1340.0
2016-11-01,1544.0
2016-12-01,3448.0
2017-01-01,1768.0
2017-02-01,1326.0
2017-03-01,3065.0
2017-04-01,1851.0
2017-05-01,1621.0
2017-06-01,2514.0
2017-07-01,1476.0
2017-08-01,1308.0
2017-09-01,1351.0
2017-10-01,2130.0
2017-11-01,1707.0
2017-12-01,2479.0
2018-01-01,1370.0
2018-02-01,1001.0
2018-03-01,2448.0
2018-04-01,3213.0
2018-05-01,1269.0
2018-06-01,2458.0
2018-07-01,1241.0
2018-08-01,2381.0
2018-09-01,1268.0
2018-10-01,1449.0
2018-11-01,1138.0
2018-12-01,2716.0
2019-01-01,1122.0
2019-02-01,1144.0
2019-03-01,2205.0
2019-04-01,1749.0
2019-05-01,1807.0
2019-06-01,3810.0
2019-07-01,1670.0
2019-08-01,1309.0
2019-09-01,4082.0
2019-10-01,1637.0
2019-11-01,1408.0
2019-12-01,4392.0
2020-01-01,1414.0
2020-02-01,1373.0
2020-03-01,2103.0
2020-04-01,3219.0
2020-05-01,2195.0
2020-06-01,2028.0
2020-07-01,1705.0
2020-08-01,1640.0
2020-09-01,1681.0
2020-10-01,1140.0
2020-11-01,1640.0
2020-12-01,2108.0
2021-01-01,1240.0
2021-02-01,1011.0
2021-03-01,3455.0
2021-04-01,1280.0
2021-05-01,4529.0
2021-06-01,1568.0
2021-07-01,1548.0
2021-08-01,1430.0
2021-09-01,1838.0
2021-10-01,851.0
2021-11-01,1952.0
2021-12-01,1646.0
2022-01-01,951.0
2022-02-01,789.0
2022-03-01,1124.0
2022-04-01,1019.0
2022-05-01,1417.0
2022-06-01,1295.0
2022-07-01,1006.0
2022-08-01,815.0
2022-09-01,1426.0
2022-10-01,1144.0
2022-11-01,1961.0
2022-12-01,2352.0
2023-01-01,1688.0
2023-02-01,907.0
2023-03-01,3559.0
2023-04-01,1959.0
2023-05-01,1811.0
2023-06-01,1809.0
2023-07-01,1778.0
2023-08-01,2560.0
2023-09-01,1147.0
2023-10-01,1265.0
2023-11-01,2463.0
2023-12-01,1713.0
2024-01-01,1686.0
2024-02-01,1058.0
2024-03-01,1294.0
2024-04-01,1361.0
2024-05-01,1862.0
2024-06-01,2029.0
2024-07-01,1869.0
2024-08-01,1182.0
2024-09-01,1374.0
2024-10-01,1812.0
2024-11-01,2021.0
2024-12-01,1860.0
2025-01-01,1204.0
2025-02-01,1395.0
2025-03-01,2564.0
2025-04-01,2437.0
2025-05-01,1967.0
2025-06-01,2372.0
2025-07-01,1357.0
2025-08-01,1390.0
