Tarih,TP_TODEAPARA_A23
2015-12-01,521.0
2016-01-01,698.0
2016-02-01,424.0
2016-03-01,606.0
2016-04-01,455.0
2016-05-01,513.0
2016-06-01,829.0
2016-07-01,301.0
2016-08-01,520.0
2016-09-01,598.0
2016-10-01,485.0
2016-11-01,709.0
2016-12-01,881.0
2017-01-01,453.0
2017-02-01,417.0
2017-03-01,1324.0
2017-04-01,736.0
2017-05-01,775.0
2017-06-01,704.0
2017-07-01,452.0
2017-08-01,667.0
2017-09-01,441.0
2017-10-01,496.0
2017-11-01,977.0
2017-12-01,848.0
2018-01-01,458.0
2018-02-01,440.0
2018-03-01,931.0
2018-04-01,347.0
2018-05-01,755.0
2018-06-01,469.0
2018-07-01,384.0
2018-08-01,519.0
2018-09-01,413.0
2018-10-01,493.0
2018-11-01,500.0
2018-12-01,785.0
2019-01-01,434.0
2019-02-01,503.0
2019-03-01,581.0
2019-04-01,496.0
2019-05-01,820.0
2019-06-01,1010.0
2019-07-01,327.0
2019-08-01,639.0
2019-09-01,550.0
2019-10-01,442.0
2019-11-01,390.0
2019-12-01,860.0
2020-01-01,479.0
2020-02-01,638.0
2020-03-01,428.0
2020-04-01,1027.0
2020-05-01,587.0
2020-06-01,740.0
2020-07-01,749.0
2020-08-01,370.0
2020-09-01,367.0
2020-10-01,291.0
2020-11-01,551.0
2020-12-01,790.0
2021-01-01,461.0
2021-02-01,626.0
2021-03-01,556.0
2021-04-01,513.0
2021-05-01,704.0
2021-06-01,553.0
2021-07-01,257.0
2021-08-01,353.0
2021-09-01,682.0
2021-10-01,200.0
2021-11-01,376.0
2021-12-01,548.0
2022-01-01,247.0
2022-02-01,360.0
2022-03-01,345.0
2022-04-01,252.0
2022-05-01,461.0
2022-06-01,642.0
2022-07-01,308.0
2022-08-01,314.0
2022-09-01,401.0
2022-10-01,282.0
2022-11-01,648.0
2022-12-01,882.0
2023-01-01,331.0
2023-02-01,377.0
2023-03-01,531.0
2023-04-01,298.0
2023-05-01,445.0
2023-06-01,701.0
2023-07-01,347.0
2023-08-01,322.0
2023-09-01,469.0
2023-10-01,399.0
2023-11-01,442.0
2023-12-01,604.0
2024-01-01,297.0
2024-02-01,399.0
2024-03-01,438.0
2024-04-01,648.0
2024-05-01,507.0
2024-06-01,540.0
2024-07-01,585.0
2024-08-01,500.0
2024-09-01,522.0
2024-10-01,429.0
2024-11-01,590.0
2024-12-01,965.0
2025-01-01,514.0
2025-02-01,604.0
2025-03-01,479.0
2025-04-01,742.0
2025-05-01,592.0
2025-06-01,667.0
2025-07-01,412.0
2025-08-01,747.0
