Tarih,TP_TODEAPARA_A22
2015-06-01,3226.0
2015-07-01,4712.0
2015-08-01,1997.0
2015-09-01,1997.0
2015-10-01,2725.0
2015-11-01,1504.0
2015-12-01,3164.0
2016-01-01,2004.0
2016-02-01,2334.0
2016-03-01,5802.0
2016-04-01,3997.0
2016-05-01,7155.0
2016-06-01,3758.0
2016-07-01,4827.0
2016-08-01,4014.0
2016-09-01,8060.0
2016-10-01,3645.0
2016-11-01,4981.0
2016-12-01,4969.0
2017-01-01,2523.0
2017-02-01,4433.0
2017-03-01,5477.0
2017-04-01,4343.0
2017-05-01,7459.0
2017-06-01,4785.0
2017-07-01,7781.0
2017-08-01,2952.0
2017-09-01,5777.0
2017-10-01,5588.0
2017-11-01,5216.0
2017-12-01,4246.0
2018-01-01,2428.0
2018-02-01,2486.0
2018-03-01,7266.0
2018-04-01,8751.0
2018-05-01,6760.0
2018-06-01,4651.0
2018-07-01,3853.0
2018-08-01,3917.0
2018-09-01,5440.0
2018-10-01,6566.0
2018-11-01,2885.0
2018-12-01,6735.0
2019-01-01,1988.0
2019-02-01,2463.0
2019-03-01,5146.0
2019-04-01,8575.0
2019-05-01,7215.0
2019-06-01,6811.0
2019-07-01,5439.0
2019-08-01,1795.0
2019-09-01,5285.0
2019-10-01,5863.0
2019-11-01,5180.0
2019-12-01,6328.0
2020-01-01,3155.0
2020-02-01,2993.0
2020-03-01,3588.0
2020-04-01,6702.0
2020-05-01,8190.0
2020-06-01,6002.0
2020-07-01,2160.0
2020-08-01,2020.0
2020-09-01,2526.0
2020-10-01,2900.0
2020-11-01,5278.0
2020-12-01,5104.0
2021-01-01,1506.0
2021-02-01,3353.0
2021-03-01,8908.0
2021-04-01,5076.0
2021-05-01,6831.0
2021-06-01,7195.0
2021-07-01,3136.0
2021-08-01,2446.0
2021-09-01,3017.0
2021-10-01,3355.0
2021-11-01,7293.0
2021-12-01,3299.0
2022-01-01,1524.0
2022-02-01,4702.0
2022-03-01,4442.0
2022-04-01,3968.0
2022-05-01,4714.0
2022-06-01,4566.0
2022-07-01,1646.0
2022-08-01,1296.0
2022-09-01,5986.0
2022-10-01,3959.0
2022-11-01,6662.0
2022-12-01,5441.0
2023-01-01,4124.0
2023-02-01,1286.0
2023-03-01,7121.0
2023-04-01,7326.0
2023-05-01,3129.0
2023-06-01,4764.0
2023-07-01,3206.0
2023-08-01,2771.0
2023-09-01,2275.0
2023-10-01,2075.0
2023-11-01,5863.0
2023-12-01,6899.0
2024-01-01,3284.0
2024-02-01,1749.0
2024-03-01,5511.0
2024-04-01,5481.0
2024-05-01,3961.0
2024-06-01,6630.0
2024-07-01,2820.0
2024-08-01,4149.0
2024-09-01,3783.0
2024-10-01,3354.0
2024-11-01,9672.0
2024-12-01,5337.0
2025-01-01,2868.0
2025-02-01,6038.0
2025-03-01,6195.0
2025-04-01,2926.0
2025-05-01,6824.0
2025-06-01,10090.0
2025-07-01,3054.0
2025-08-01,2420.0
