Tarih,TP_TODEAPARA_A131
2015-11-01,682.0
2015-12-01,1170.0
2016-01-01,861.0
2016-02-01,718.0
2016-03-01,3547.0
2016-04-01,2492.0
2016-05-01,5877.0
2016-06-01,1385.0
2016-07-01,3108.0
2016-08-01,2483.0
2016-09-01,5024.0
2016-10-01,2761.0
2016-11-01,3570.0
2016-12-01,2151.0
2017-01-01,974.0
2017-02-01,1216.0
2017-03-01,3677.0
2017-04-01,2688.0
2017-05-01,6473.0
2017-06-01,2677.0
2017-07-01,3572.0
2017-08-01,2198.0
2017-09-01,4146.0
2017-10-01,3413.0
2017-11-01,3463.0
2017-12-01,2186.0
2018-01-01,1314.0
2018-02-01,1531.0
2018-03-01,3454.0
2018-04-01,2963.0
2018-05-01,5936.0
2018-06-01,2222.0
2018-07-01,2715.0
2018-08-01,1993.0
2018-09-01,4385.0
2018-10-01,4196.0
2018-11-01,2135.0
2018-12-01,4072.0
2019-01-01,1138.0
2019-02-01,1671.0
2019-03-01,1628.0
2019-04-01,4090.0
2019-05-01,6168.0
2019-06-01,2445.0
2019-07-01,2434.0
2019-08-01,1093.0
2019-09-01,1693.0
2019-10-01,2987.0
2019-11-01,2590.0
2019-12-01,2687.0
2020-01-01,1220.0
2020-02-01,858.0
2020-03-01,1868.0
2020-04-01,3382.0
2020-05-01,4289.0
2020-06-01,2529.0
2020-07-01,1169.0
2020-08-01,722.0
2020-09-01,1158.0
2020-10-01,2033.0
2020-11-01,4041.0
2020-12-01,3129.0
2021-01-01,685.0
2021-02-01,1931.0
2021-03-01,1907.0
2021-04-01,3297.0
2021-05-01,2009.0
2021-06-01,4373.0
2021-07-01,1315.0
2021-08-01,1329.0
2021-09-01,1291.0
2021-10-01,1449.0
2021-11-01,4144.0
2021-12-01,2135.0
2022-01-01,719.0
2022-02-01,1574.0
2022-03-01,1003.0
2022-04-01,2563.0
2022-05-01,1788.0
2022-06-01,3795.0
2022-07-01,897.0
2022-08-01,699.0
2022-09-01,1121.0
2022-10-01,1533.0
2022-11-01,4302.0
2022-12-01,2966.0
2023-01-01,1341.0
2023-02-01,628.0
2023-03-01,1607.0
2023-04-01,2926.0
2023-05-01,1590.0
2023-06-01,3576.0
2023-07-01,1662.0
2023-08-01,430.0
2023-09-01,1012.0
2023-10-01,623.0
2023-11-01,3628.0
2023-12-01,3010.0
2024-01-01,535.0
2024-02-01,766.0
2024-03-01,1199.0
2024-04-01,3355.0
2024-05-01,1617.0
2024-06-01,4367.0
2024-07-01,1080.0
2024-08-01,1093.0
2024-09-01,1300.0
2024-10-01,964.0
2024-11-01,4757.0
2024-12-01,3836.0
2025-01-01,649.0
2025-02-01,1324.0
2025-03-01,1401.0
2025-04-01,992.0
2025-05-01,4514.0
2025-06-01,7065.0
2025-07-01,1579.0
2025-08-01,1428.0
