Tarih,TP_SEKBIL5039_H
2000-01-01,
2001-01-01,
2002-01-01,
2003-01-01,
2004-01-01,
2005-01-01,
2006-01-01,
2007-01-01,
2008-01-01,
2009-01-01,2223796.0
2010-01-01,1963918.5
2011-01-01,4592430.6
2012-01-01,2770808.4
2013-01-01,5388351.9
2014-01-01,4222510.4
2015-01-01,6954100.7
2016-01-01,7076773.7
2017-01-01,10938806.6
2018-01-01,24120378.9
2019-01-01,23619655.8
2020-01-01,45827213.1
2021-01-01,113175238.8
2022-01-01,136509866.9
2023-01-01,270556327.3
