Tarih,TP_YISGUCU2_G4
2014-02-01,2895.0
2014-03-01,2656.0
2014-04-01,2512.0
2014-05-01,2426.0
2014-06-01,2682.0
2014-07-01,2805.0
2014-08-01,2918.0
2014-09-01,2979.0
2014-10-01,3141.0
2014-11-01,2998.0
2014-12-01,3110.0
2015-01-01,3375.0
2015-02-01,3362.0
2015-03-01,3019.0
2015-04-01,2796.0
2015-05-01,2626.0
2015-06-01,2906.0
2015-07-01,2989.0
2015-08-01,3018.0
2015-09-01,3102.0
2015-10-01,3158.0
2015-11-01,3030.0
2015-12-01,3204.0
2016-01-01,3386.0
2016-02-01,3256.0
2016-03-01,3003.0
2016-04-01,2783.0
2016-05-01,2758.0
2016-06-01,3115.0
2016-07-01,3387.0
2016-08-01,3453.0
2016-09-01,3624.0
2016-10-01,3688.0
2016-11-01,3569.0
2016-12-01,3860.0
2017-01-01,4098.0
2017-02-01,3972.0
2017-03-01,3628.0
2017-04-01,3283.0
2017-05-01,3094.0
2017-06-01,3310.0
2017-07-01,3401.0
2017-08-01,3406.0
2017-09-01,3326.0
2017-10-01,3355.0
2017-11-01,3181.0
2017-12-01,3238.0
2018-01-01,3426.0
2018-02-01,3388.0
2018-03-01,3121.0
2018-04-01,2983.0
2018-05-01,3041.0
2018-06-01,3326.0
2018-07-01,3544.0
2018-08-01,3658.0
2018-09-01,3772.0
2018-10-01,3795.0
2018-11-01,3864.0
2018-12-01,4232.0
2019-01-01,4748.0
2019-02-01,4830.0
2019-03-01,4524.0
2019-04-01,4119.0
2019-05-01,4055.0
2019-06-01,4367.0
2019-07-01,4685.0
2019-08-01,4693.0
2019-09-01,4634.0
2019-10-01,4354.0
2019-11-01,4199.0
2019-12-01,4349.0
2020-01-01,4420.0
2020-02-01,4239.0
2020-03-01,3905.0
2020-04-01,3698.0
2020-05-01,3692.0
2020-06-01,4028.0
2020-07-01,4588.0
2020-08-01,4094.0
2020-09-01,3901.0
2020-10-01,4007.0
2020-11-01,3960.0
2020-12-01,3944.0
2021-01-01,4194.0
2021-02-01,4445.0
2021-03-01,4193.0
2021-04-01,4166.0
2021-05-01,3942.0
2021-06-01,3380.0
2021-07-01,4003.0
2021-08-01,4019.0
2021-09-01,3754.0
2021-10-01,3623.0
2021-11-01,3651.0
2021-12-01,3749.0
2022-01-01,3789.0
2022-02-01,3545.0
2022-03-01,3771.0
2022-04-01,3714.0
2022-05-01,3751.0
2022-06-01,3489.0
2022-07-01,3451.0
2022-08-01,3385.0
2022-09-01,3482.0
2022-10-01,3566.0
2022-11-01,3570.0
2022-12-01,3612.0
2023-01-01,3401.0
2023-02-01,3434.0
2023-03-01,3495.0
2023-04-01,3550.0
2023-05-01,3342.0
2023-06-01,3232.0
2023-07-01,3248.0
2023-08-01,3218.0
2023-09-01,3163.0
2023-10-01,2969.0
2023-11-01,3131.0
2023-12-01,3124.0
2024-01-01,3217.0
2024-02-01,3072.0
2024-03-01,3091.0
2024-04-01,3072.0
2024-05-01,3037.0
2024-06-01,3263.0
2024-07-01,3157.0
2024-08-01,3065.0
2024-09-01,3102.0
2024-10-01,3158.0
2024-11-01,3063.0
2024-12-01,3027.0
2025-01-01,3002.0
2025-02-01,3023.0
2025-03-01,2795.0
2025-04-01,3005.0
2025-05-01,2709.0
2025-06-01,3026.0
2025-07-01,2980.0
2025-08-01,3106.0
