Tarih,TP_YISGUCU2_G3
2014-02-01,24563.0
2014-03-01,25634.0
2014-04-01,25937.0
2014-05-01,26298.0
2014-06-01,26976.0
2014-07-01,26092.0
2014-08-01,25968.0
2014-09-01,26504.0
2014-10-01,25799.0
2014-11-01,25697.0
2014-12-01,25614.0
2015-01-01,24959.0
2015-02-01,25299.0
2015-03-01,26036.0
2015-04-01,26375.0
2015-05-01,27006.0
2015-06-01,27368.0
2015-07-01,26851.0
2015-08-01,27299.0
2015-09-01,26992.0
2015-10-01,26875.0
2015-11-01,26781.0
2015-12-01,26174.0
2016-01-01,26026.0
2016-02-01,26265.0
2016-03-01,26780.0
2016-04-01,27684.0
2016-05-01,27991.0
2016-06-01,27653.0
2016-07-01,27276.0
2016-08-01,27822.0
2016-09-01,27028.0
2016-10-01,27330.0
2016-11-01,27245.0
2016-12-01,26411.0
2017-01-01,26212.0
2017-02-01,26902.0
2017-03-01,27332.0
2017-04-01,27935.0
2017-05-01,28700.0
2017-06-01,28399.0
2017-07-01,28569.0
2017-08-01,28838.0
2017-09-01,28652.0
2017-10-01,28622.0
2017-11-01,28598.0
2017-12-01,28136.0
2018-01-01,27691.0
2018-02-01,27961.0
2018-03-01,28765.0
2018-04-01,28950.0
2018-05-01,29266.0
2018-06-01,29128.0
2018-07-01,29450.0
2018-08-01,29149.0
2018-09-01,29215.0
2018-10-01,28647.0
2018-11-01,28438.0
2018-12-01,27631.0
2019-01-01,26605.0
2019-02-01,27304.0
2019-03-01,28096.0
2019-04-01,27929.0
2019-05-01,28392.0
2019-06-01,28343.0
2019-07-01,28637.0
2019-08-01,28402.0
2019-09-01,28406.0
2019-10-01,28413.0
2019-11-01,28254.0
2019-12-01,27728.0
2020-01-01,26953.0
2020-02-01,27081.0
2020-03-01,26062.0
2020-04-01,25096.0
2020-05-01,25595.0
2020-06-01,26869.0
2020-07-01,26940.0
2020-08-01,27506.0
2020-09-01,27645.0
2020-10-01,27415.0
2020-11-01,26728.0
2020-12-01,26327.0
2021-01-01,27115.0
2021-02-01,27150.0
2021-03-01,27907.0
2021-04-01,28083.0
2021-05-01,27841.0
2021-06-01,29227.0
2021-07-01,29206.0
2021-08-01,29481.0
2021-09-01,30144.0
2021-10-01,30217.0
2021-11-01,29746.0
2021-12-01,29550.0
2022-01-01,30034.0
2022-02-01,29993.0
2022-03-01,30057.0
2022-04-01,30517.0
2022-05-01,30791.0
2022-06-01,30826.0
2022-07-01,30422.0
2022-08-01,30967.0
2022-09-01,30953.0
2022-10-01,31048.0
2022-11-01,31506.0
2022-12-01,31482.0
2023-01-01,31677.0
2023-02-01,31200.0
2023-03-01,31231.0
2023-04-01,31494.0
2023-05-01,31746.0
2023-06-01,31351.0
2023-07-01,31731.0
2023-08-01,31744.0
2023-09-01,31669.0
2023-10-01,31781.0
2023-11-01,31729.0
2023-12-01,32314.0
2024-01-01,32030.0
2024-02-01,32695.0
2024-03-01,32562.0
2024-04-01,32474.0
2024-05-01,33040.0
2024-06-01,32288.0
2024-07-01,32444.0
2024-08-01,32799.0
2024-09-01,32675.0
2024-10-01,32777.0
2024-11-01,32764.0
2024-12-01,32726.0
2025-01-01,32531.0
2025-02-01,31772.0
2025-03-01,32010.0
2025-04-01,32223.0
2025-05-01,32944.0
2025-06-01,32703.0
2025-07-01,33088.0
2025-08-01,33420.0
