Tarih,TP_YISGUCU2_G5
2014-02-01,29190.0
2014-03-01,28428.0
2014-04-01,28346.0
2014-05-01,28146.0
2014-06-01,27288.0
2014-07-01,28123.0
2014-08-01,28211.0
2014-09-01,27692.0
2014-10-01,28309.0
2014-11-01,28631.0
2014-12-01,28677.0
2015-01-01,29140.0
2015-02-01,28884.0
2015-03-01,28553.0
2015-04-01,28508.0
2015-05-01,28116.0
2015-06-01,27544.0
2015-07-01,28050.0
2015-08-01,27656.0
2015-09-01,27961.0
2015-10-01,28100.0
2015-11-01,28404.0
2015-12-01,28917.0
2016-01-01,28955.0
2016-02-01,28912.0
2016-03-01,28711.0
2016-04-01,28091.0
2016-05-01,27872.0
2016-06-01,27918.0
2016-07-01,28093.0
2016-08-01,27560.0
2016-09-01,28261.0
2016-10-01,27972.0
2016-11-01,28254.0
2016-12-01,28875.0
2017-01-01,29182.0
2017-02-01,28693.0
2017-03-01,28675.0
2017-04-01,28491.0
2017-05-01,27987.0
2017-06-01,28146.0
2017-07-01,27958.0
2017-08-01,27758.0
2017-09-01,28099.0
2017-10-01,28172.0
2017-11-01,28444.0
2017-12-01,28922.0
2018-01-01,29243.0
2018-02-01,29066.0
2018-03-01,28578.0
2018-04-01,28586.0
2018-05-01,28264.0
2018-06-01,28172.0
2018-07-01,27684.0
2018-08-01,27927.0
2018-09-01,27801.0
2018-10-01,28400.0
2018-11-01,28594.0
2018-12-01,29086.0
2019-01-01,29664.0
2019-02-01,28967.0
2019-03-01,28556.0
2019-04-01,29213.0
2019-05-01,28895.0
2019-06-01,28716.0
2019-07-01,28185.0
2019-08-01,28496.0
2019-09-01,28635.0
2019-10-01,28989.0
2019-11-01,29387.0
2019-12-01,29844.0
2020-01-01,30642.0
2020-02-01,30798.0
2020-03-01,32249.0
2020-04-01,33526.0
2020-05-01,33134.0
2020-06-01,31629.0
2020-07-01,31098.0
2020-08-01,31131.0
2020-09-01,31289.0
2020-10-01,31512.0
2020-11-01,32351.0
2020-12-01,32869.0
2021-01-01,31927.0
2021-02-01,31728.0
2021-03-01,31301.0
2021-04-01,31239.0
2021-05-01,31789.0
2021-06-01,31053.0
2021-07-01,30534.0
2021-08-01,30330.0
2021-09-01,30020.0
2021-10-01,30162.0
2021-11-01,30691.0
2021-12-01,30875.0
2022-01-01,30433.0
2022-02-01,30796.0
2022-03-01,30578.0
2022-04-01,30252.0
2022-05-01,30017.0
2022-06-01,30324.0
2022-07-01,30842.0
2022-08-01,30441.0
2022-09-01,30437.0
2022-10-01,30333.0
2022-11-01,29950.0
2022-12-01,30008.0
2023-01-01,30087.0
2023-02-01,30580.0
2023-03-01,30531.0
2023-04-01,30261.0
2023-05-01,30263.0
2023-06-01,30817.0
2023-07-01,30468.0
2023-08-01,30532.0
2023-09-01,30710.0
2023-10-01,30838.0
2023-11-01,30778.0
2023-12-01,30245.0
2024-01-01,30480.0
2024-02-01,29997.0
2024-03-01,30146.0
2024-04-01,30288.0
2024-05-01,29793.0
2024-06-01,30355.0
2024-07-01,30341.0
2024-08-01,30116.0
2024-09-01,30239.0
2024-10-01,30117.0
2024-11-01,30261.0
2024-12-01,30371.0
2025-01-01,30629.0
2025-02-01,31410.0
2025-03-01,31440.0
2025-04-01,31060.0
2025-05-01,30677.0
2025-06-01,30644.0
2025-07-01,30347.0
2025-08-01,29931.0
