Tarih,TP_FINSVERI2_K10
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,
2006-01-01,
2006-04-01,
2006-07-01,
2006-10-01,
2007-01-01,
2007-04-01,
2007-07-01,
2007-10-01,
2008-01-01,
2008-04-01,
2008-07-01,
2008-10-01,
2009-01-01,
2009-04-01,
2009-07-01,
2009-10-01,
2010-01-01,577405.83
2010-04-01,563567.5
2010-07-01,525677.82
2010-10-01,548030.67
2011-01-01,512891.36
2011-04-01,539797.4
2011-07-01,550133.01
2011-10-01,506126.53
2012-01-01,473044.97
2012-04-01,495712.52
2012-07-01,516293.44
2012-10-01,517497.58
2013-01-01,432367.03
2013-04-01,447228.8
2013-07-01,437387.79
2013-10-01,429677.84
2014-01-01,445572.13
2014-04-01,423485.47
2014-07-01,431444.83
2014-10-01,450125.55
2015-01-01,330826.01
2015-04-01,313210.05
2015-07-01,321865.62
2015-10-01,310082.17
2016-01-01,306031.03
2016-04-01,329673.14
2016-07-01,442708.07
2016-10-01,425615.15
2017-01-01,491216.98
2017-04-01,534374.82
2017-07-01,530467.55
2017-10-01,607368.77
2018-01-01,661340.0
2018-04-01,753198.63
2018-07-01,896448.16
2018-10-01,929802.78
2019-01-01,1358332.67
2019-04-01,1174236.48
2019-07-01,1384691.36
2019-10-01,2178378.65
2020-01-01,1826831.84
2020-04-01,2785558.97
2020-07-01,3527992.3
2020-10-01,3563500.25
2021-01-01,4234004.13
2021-04-01,4779691.37
2021-07-01,4349871.61
2021-10-01,7396513.96
2022-01-01,11759308.89
2022-04-01,17831477.62
2022-07-01,22801753.65
2022-10-01,25097481.1
2023-01-01,32719742.78
2023-04-01,54329826.23
2023-07-01,65789415.83
2023-10-01,69500773.11
2024-01-01,74787104.07
2024-04-01,70842275.11
2024-07-01,66506562.67
2024-10-01,53789286.65
2025-01-01,54671040.88
2025-04-01,53584288.19
