Tarih,TP_KB_GEN43
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,1935397.0
2006-02-01,238313.0
2006-03-01,1214028.0
2006-04-01,412894.0
2006-05-01,47297.0
2006-06-01,1028962.0
2006-07-01,1034035.0
2006-08-01,3563121.0
2006-09-01,1582403.0
2006-10-01,1231056.0
2006-11-01,3301336.0
2006-12-01,2480266.0
2007-01-01,1842124.0
2007-02-01,3709537.0
2007-03-01,245333.0
2007-04-01,194818.0
2007-05-01,1724861.0
2007-06-01,919224.0
2007-07-01,870826.0
2007-08-01,212103.0
2007-09-01,163113.0
2007-10-01,1675028.0
2007-11-01,212952.0
2007-12-01,1290288.0
2008-01-01,1159313.0
2008-02-01,103800.0
2008-03-01,1268366.0
2008-04-01,887339.0
2008-05-01,5012067.0
2008-06-01,964829.0
2008-07-01,742025.0
2008-08-01,241397.0
2008-09-01,2248931.0
2008-10-01,195578.0
2008-11-01,443618.0
2008-12-01,1329614.0
2009-01-01,1640578.0
2009-02-01,810066.0
2009-03-01,164910.0
2009-04-01,390365.0
2009-05-01,2575493.0
2009-06-01,192619.0
2009-07-01,3460162.0
2009-08-01,1285412.0
2009-09-01,150051.0
2009-10-01,243018.0
2009-11-01,304465.0
2009-12-01,3177993.0
2010-01-01,3159864.0
2010-02-01,23204.0
2010-03-01,1680218.0
2010-04-01,5394856.0
2010-05-01,290752.0
2010-06-01,251622.0
2010-07-01,362630.0
2010-08-01,3038908.0
2010-09-01,487137.0
2010-10-01,287132.0
2010-11-01,1457899.0
2010-12-01,2001812.0
2011-01-01,1627935.0
2011-02-01,0.0
2011-03-01,3934109.0
2011-04-01,440954.0
2011-05-01,222892.0
2011-06-01,1543290.0
2011-07-01,4971.0
2011-08-01,1877987.0
2011-09-01,429295.0
2011-10-01,2002555.0
2011-11-01,454062.0
2011-12-01,1452366.0
2012-01-01,2759889.0
2012-02-01,1857181.0
2012-03-01,1817605.0
2012-04-01,666628.0
2012-05-01,184544.0
2012-06-01,3017081.0
2012-07-01,116879.0
2012-08-01,371724.0
2012-09-01,2855741.0
2012-10-01,165032.0
2012-11-01,261783.0
2012-12-01,2873612.0
2013-01-01,2695008.0
2013-02-01,352314.0
2013-03-01,544395.0
2013-04-01,2692571.0
2013-05-01,501323.0
2013-06-01,536950.0
2013-07-01,1918693.0
2013-08-01,154541.0
2013-09-01,135903.0
2013-10-01,2517931.0
2013-11-01,4024357.0
2013-12-01,617698.0
2014-01-01,5655897.0
