Tarih,TP_KB_GEN36
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,-1249507.0
2006-02-01,-253003.0
2006-03-01,-58592.0
2006-04-01,476466.0
2006-05-01,-277187.0
2006-06-01,332007.0
2006-07-01,204491.0
2006-08-01,-146649.0
2006-09-01,209478.0
2006-10-01,43084.0
2006-11-01,-239731.0
2006-12-01,324443.0
2007-01-01,-1417730.0
2007-02-01,660391.0
2007-03-01,-24412.0
2007-04-01,140178.0
2007-05-01,372728.0
2007-06-01,-170054.0
2007-07-01,477848.0
2007-08-01,-295738.0
2007-09-01,11257.0
2007-10-01,-108889.0
2007-11-01,414312.0
2007-12-01,-128489.0
2008-01-01,1588679.0
2008-02-01,-2369662.0
2008-03-01,-147987.0
2008-04-01,102491.0
2008-05-01,-145423.0
2008-06-01,-342937.0
2008-07-01,13797.0
2008-08-01,-296118.0
2008-09-01,776982.0
2008-10-01,-481995.0
2008-11-01,1902914.0
2008-12-01,197050.0
2009-01-01,-2346501.0
2009-02-01,-1739843.0
2009-03-01,1228036.0
2009-04-01,7479.0
2009-05-01,-457294.0
2009-06-01,1163253.0
2009-07-01,-270704.0
2009-08-01,-144746.0
2009-09-01,334025.0
2009-10-01,-197991.0
2009-11-01,1885367.0
2009-12-01,-1914768.0
2010-01-01,828969.0
2010-02-01,-1058375.0
2010-03-01,-543060.0
2010-04-01,-41319.0
2010-05-01,-71370.0
2010-06-01,408975.0
2010-07-01,793258.0
2010-08-01,-1005788.0
2010-09-01,-493668.0
2010-10-01,381295.0
2010-11-01,575978.0
2010-12-01,1669259.0
2011-01-01,-2588535.0
2011-02-01,2488050.0
2011-03-01,-561145.0
2011-04-01,-645721.0
2011-05-01,-30111.0
2011-06-01,-421942.0
2011-07-01,-643104.0
2011-08-01,604806.0
2011-09-01,-696864.0
2011-10-01,112899.0
2011-11-01,469614.0
2011-12-01,-654746.0
2012-01-01,205590.0
2012-02-01,3186837.0
2012-03-01,-3105057.0
2012-04-01,343199.0
2012-05-01,2544005.0
2012-06-01,656686.0
2012-07-01,895448.0
2012-08-01,-372704.0
2012-09-01,-888098.0
2012-10-01,33542.0
2012-11-01,-526150.0
2012-12-01,-2736439.0
2013-01-01,2562118.0
2013-02-01,1840591.0
2013-03-01,-1066596.0
2013-04-01,1013173.0
2013-05-01,-735034.0
2013-06-01,-207227.0
2013-07-01,2398774.0
2013-08-01,-1770286.0
2013-09-01,-454011.0
2013-10-01,-899264.0
2013-11-01,488066.0
