Tarih,TP_KB_GEN12
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,11511618.0
2006-02-01,15359898.0
2006-03-01,12676494.0
2006-04-01,14805735.0
2006-05-01,13569555.0
2006-06-01,13079257.0
2006-07-01,16681750.0
2006-08-01,16493907.0
2006-09-01,14448223.0
2006-10-01,14393012.0
2006-11-01,12895472.0
2006-12-01,19169197.0
2007-01-01,18278127.0
2007-02-01,15135183.0
2007-03-01,15548198.0
2007-04-01,16049819.0
2007-05-01,17731106.0
2007-06-01,17130950.0
2007-07-01,18939737.0
2007-08-01,15825292.0
2007-09-01,17703731.0
2007-10-01,13938199.0
2007-11-01,15795005.0
2007-12-01,18131103.0
2008-01-01,16134973.0
2008-02-01,16376294.0
2008-03-01,18584609.0
2008-04-01,18014369.0
2008-05-01,15113264.0
2008-06-01,14079775.0
2008-07-01,20398717.0
2008-08-01,20334881.0
2008-09-01,22839618.0
2008-10-01,15043551.0
2008-11-01,21787061.0
2008-12-01,23348449.0
2009-01-01,18629407.0
2009-02-01,25868469.0
2009-03-01,21450903.0
2009-04-01,20519290.0
2009-05-01,18983432.0
2009-06-01,16916728.0
2009-07-01,23728433.0
2009-08-01,22555754.0
2009-09-01,24573180.0
2009-10-01,21387404.0
2009-11-01,20585129.0
2009-12-01,27399385.0
2010-01-01,22189515.0
2010-02-01,22378223.0
2010-03-01,22558601.0
2010-04-01,25128825.0
2010-05-01,18209701.0
2010-06-01,22701426.0
2010-07-01,25063894.0
2010-08-01,21828456.0
2010-09-01,24213767.0
2010-10-01,21683905.0
2010-11-01,25220876.0
2010-12-01,37014375.0
2011-01-01,22019095.0
2011-02-01,24998772.0
2011-03-01,25160368.0
2011-04-01,23483335.0
2011-05-01,21614357.0
2011-06-01,22583120.0
2011-07-01,26401837.0
2011-08-01,27531507.0
2011-09-01,21880028.0
2011-10-01,26392133.0
2011-11-01,25716590.0
2011-12-01,39258200.0
2012-01-01,25971247.0
2012-02-01,31696719.0
2012-03-01,24634334.0
2012-04-01,27562096.0
2012-05-01,26525949.0
2012-06-01,29306124.0
2012-07-01,27721342.0
2012-08-01,30730933.0
2012-09-01,27855817.0
2012-10-01,30224937.0
2012-11-01,27090156.0
2012-12-01,44322292.0
2013-01-01,29977725.0
2013-02-01,37505735.0
2013-03-01,26678126.0
2013-04-01,28448151.0
2013-05-01,28419675.0
2013-06-01,30972028.0
2013-07-01,36797439.0
2013-08-01,35487203.0
2013-09-01,31554997.0
