Tarih,TP_KB_GEN55
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,-31492.0
2006-02-01,-22950.0
2006-03-01,-73072.0
2006-04-01,15437.0
2006-05-01,-14220.0
2006-06-01,10585.0
2006-07-01,-14922.0
2006-08-01,-34529.0
2006-09-01,357233.0
2006-10-01,-72769.0
2006-11-01,123541.0
2006-12-01,76925.0
2007-01-01,-49958.0
2007-02-01,-61659.0
2007-03-01,-50160.0
2007-04-01,-147535.0
2007-05-01,-28637.0
2007-06-01,71421.0
2007-07-01,-11733.0
2007-08-01,-13184.0
2007-09-01,-51990.0
2007-10-01,-58303.0
2007-11-01,5745.0
2007-12-01,-160703.0
2008-01-01,-19839.0
2008-02-01,11341.0
2008-03-01,-37113.0
2008-04-01,-17894.0
2008-05-01,-6271.0
2008-06-01,-3604.0
2008-07-01,1273388.0
2008-08-01,3621.0
2008-09-01,-37039.0
2008-10-01,-44658.0
2008-11-01,18104.0
2008-12-01,41284.0
2009-01-01,-6990.0
2009-02-01,-9269.0
2009-03-01,-60671.0
2009-04-01,4685.0
2009-05-01,106830.0
2009-06-01,-63521.0
2009-07-01,2613808.0
2009-08-01,26735.0
2009-09-01,-56065.0
2009-10-01,-47512.0
2009-11-01,8586.0
2009-12-01,-147586.0
2010-01-01,-48166.0
2010-02-01,-26693.0
2010-03-01,-139223.0
2010-04-01,-104270.0
2010-05-01,-72565.0
2010-06-01,-190630.0
2010-07-01,-155493.0
2010-08-01,-112581.0
2010-09-01,-161030.0
2010-10-01,-151841.0
2010-11-01,-553426.0
2010-12-01,-86861.0
2011-01-01,-58739.0
2011-02-01,-5802.0
2011-03-01,6512.0
2011-04-01,-51698.0
2011-05-01,-23353.0
2011-06-01,-120157.0
2011-07-01,-76754.0
2011-08-01,21705.0
2011-09-01,-106439.0
2011-10-01,-156258.0
2011-11-01,-38506.0
2011-12-01,-1864008.0
2012-01-01,0.0
2012-02-01,0.0
2012-03-01,-66094.0
2012-04-01,-644862.0
2012-05-01,-2694.0
2012-06-01,-13256.0
2012-07-01,-160870.0
2012-08-01,38.0
2012-09-01,-92019.0
2012-10-01,-118322.0
2012-11-01,-39662.0
2012-12-01,-840804.0
2013-01-01,0.0
2013-02-01,0.0
2013-03-01,-149988.0
2013-04-01,-138419.0
2013-05-01,-23693.0
2013-06-01,-23152.0
2013-07-01,-221453.0
2013-08-01,8848.0
2013-09-01,-90864.0
2013-10-01,-84540.0
2013-11-01,-104773.0
