Tarih,TP_KB_GEN10
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,20654.0
2006-02-01,43807.0
2006-03-01,30963.0
2006-04-01,27483.0
2006-05-01,24367.0
2006-06-01,23343.0
2006-07-01,28531.0
2006-08-01,17777.0
2006-09-01,34974.0
2006-10-01,24477.0
2006-11-01,2097997.0
2006-12-01,-533252.0
2007-01-01,9188.0
2007-02-01,7394.0
2007-03-01,5864923.0
2007-04-01,34626.0
2007-05-01,20648.0
2007-06-01,16740.0
2007-07-01,17998.0
2007-08-01,20205.0
2007-09-01,15815.0
2007-10-01,19902.0
2007-11-01,14833.0
2007-12-01,37718.0
2008-01-01,8103.0
2008-02-01,15726.0
2008-03-01,14268.0
2008-04-01,18827.0
2008-05-01,27033.0
2008-06-01,1945829.0
2008-07-01,43343.0
2008-08-01,5999714.0
2008-09-01,184220.0
2008-10-01,16968.0
2008-11-01,12347.0
2008-12-01,827373.0
2009-01-01,13257.0
2009-02-01,1306689.0
2009-03-01,22666.0
2009-04-01,22641.0
2009-05-01,12951.0
2009-06-01,19141.0
2009-07-01,15639.0
2009-08-01,24680.0
2009-09-01,12070.0
2009-10-01,14795.0
2009-11-01,15438.0
2009-12-01,564469.0
2010-01-01,16944.0
2010-02-01,11721.0
2010-03-01,28433.0
2010-04-01,216137.0
2010-05-01,789957.0
2010-06-01,-429276.0
2010-07-01,763068.0
2010-08-01,101864.0
2010-09-01,792730.0
2010-10-01,167283.0
2010-11-01,22525.0
2010-12-01,894168.0
2011-01-01,618788.0
2011-02-01,333813.0
2011-03-01,344678.0
2011-04-01,84603.0
2011-05-01,30261.0
2011-06-01,437749.0
2011-07-01,94896.0
2011-08-01,144438.0
2011-09-01,274668.0
2011-10-01,24785.0
2011-11-01,29144.0
2011-12-01,111848.0
2012-01-01,466115.0
2012-02-01,19521.0
2012-03-01,142557.0
2012-04-01,96702.0
2012-05-01,279312.0
2012-06-01,388076.0
2012-07-01,70940.0
2012-08-01,13348.0
2012-09-01,439309.0
2012-10-01,89088.0
2012-11-01,20019.0
2012-12-01,28999.0
2013-01-01,4212237.0
2013-02-01,509400.0
2013-03-01,277599.0
2013-04-01,221351.0
2013-05-01,62288.0
2013-06-01,104202.0
2013-07-01,3380166.0
2013-08-01,295444.0
2013-09-01,344961.0
2013-10-01,263060.0
2013-11-01,226140.0
2013-12-01,208446.0
2014-01-01,776380.0
2014-02-01,681363.0
2014-03-01,1514363.0
2014-04-01,163273.0
