Tarih,TP_KB_GEN07
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,902889.0
2006-02-01,325050.0
2006-03-01,434757.0
2006-04-01,783399.0
2006-05-01,1936875.0
2006-06-01,488285.0
2006-07-01,505205.0
2006-08-01,510463.0
2006-09-01,499317.0
2006-10-01,422876.0
2006-11-01,305904.0
2006-12-01,415979.0
2007-01-01,387637.0
2007-02-01,293431.0
2007-03-01,798078.0
2007-04-01,1635351.0
2007-05-01,2117348.0
2007-06-01,468252.0
2007-07-01,443163.0
2007-08-01,457504.0
2007-09-01,280745.0
2007-10-01,292779.0
2007-11-01,309726.0
2007-12-01,755088.0
2008-01-01,406004.0
2008-02-01,316322.0
2008-03-01,293222.0
2008-04-01,2771142.0
2008-05-01,652725.0
2008-06-01,595955.0
2008-07-01,524729.0
2008-08-01,496244.0
2008-09-01,307051.0
2008-10-01,298692.0
2008-11-01,276775.0
2008-12-01,483306.0
2009-01-01,490533.0
2009-02-01,335769.0
2009-03-01,399106.0
2009-04-01,4571156.0
2009-05-01,1056230.0
2009-06-01,460057.0
2009-07-01,369177.0
2009-08-01,360982.0
2009-09-01,476812.0
2009-10-01,422712.0
2009-11-01,375792.0
2009-12-01,629904.0
2010-01-01,569200.0
2010-02-01,705411.0
2010-03-01,398941.0
2010-04-01,2306576.0
2010-05-01,1670512.0
2010-06-01,651812.0
2010-07-01,991605.0
2010-08-01,481652.0
2010-09-01,482038.0
2010-10-01,472345.0
2010-11-01,417877.0
2010-12-01,656063.0
2011-01-01,573749.0
2011-02-01,538208.0
2011-03-01,1517771.0
2011-04-01,1501752.0
2011-05-01,1265867.0
2011-06-01,576094.0
2011-07-01,718375.0
2011-08-01,399788.0
2011-09-01,379893.0
2011-10-01,461709.0
2011-11-01,489542.0
2011-12-01,640342.0
2012-01-01,1215499.0
2012-02-01,1187011.0
2012-03-01,465316.0
2012-04-01,6138086.0
2012-05-01,994670.0
2012-06-01,883115.0
2012-07-01,610454.0
2012-08-01,434434.0
2012-09-01,454996.0
2012-10-01,488240.0
2012-11-01,562794.0
2012-12-01,551473.0
2013-01-01,662493.0
2013-02-01,421284.0
2013-03-01,477360.0
2013-04-01,2906598.0
2013-05-01,1257979.0
2013-06-01,1727785.0
2013-07-01,800717.0
2013-08-01,499531.0
2013-09-01,2596860.0
2013-10-01,949069.0
2013-11-01,553750.0
2013-12-01,1458255.0
2014-01-01,1246578.0
2014-02-01,540842.0
2014-03-01,596229.0
