Tarih,TP_KB_GEN38
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,-8135.0
2006-02-01,-384870.0
2006-03-01,417017.0
2006-04-01,146009.0
2006-05-01,-696.0
2006-06-01,-105824.0
2006-07-01,150356.0
2006-08-01,-156091.0
2006-09-01,-312492.0
2006-10-01,-88949.0
2006-11-01,-41535.0
2006-12-01,-1059311.0
2007-01-01,5367759.0
2007-02-01,-4063859.0
2007-03-01,-135767.0
2007-04-01,-45811.0
2007-05-01,-163769.0
2007-06-01,-254872.0
2007-07-01,-20118.0
2007-08-01,-108636.0
2007-09-01,-208515.0
2007-10-01,30300.0
2007-11-01,-100152.0
2007-12-01,-1073444.0
2008-01-01,1473750.0
2008-02-01,-84133.0
2008-03-01,-640438.0
2008-04-01,-13980.0
2008-05-01,-117791.0
2008-06-01,-82379.0
2008-07-01,37045.0
2008-08-01,-211513.0
2008-09-01,209306.0
2008-10-01,-564302.0
2008-11-01,-623257.0
2008-12-01,-836799.0
2009-01-01,1726430.0
2009-02-01,-528622.0
2009-03-01,149004.0
2009-04-01,-181806.0
2009-05-01,-152865.0
2009-06-01,-108704.0
2009-07-01,-131228.0
2009-08-01,390237.0
2009-09-01,-15751.0
2009-10-01,-193962.0
2009-11-01,46098.0
2009-12-01,-1534364.0
2010-01-01,3518192.0
2010-02-01,-2841984.0
2010-03-01,948439.0
2010-04-01,-174468.0
2010-05-01,14276.0
2010-06-01,201269.0
2010-07-01,-185181.0
2010-08-01,-120207.0
2010-09-01,22260.0
2010-10-01,-163582.0
2010-11-01,-90641.0
2010-12-01,-2018599.0
2011-01-01,3822511.0
2011-02-01,-1746096.0
2011-03-01,-208202.0
2011-04-01,-184121.0
2011-05-01,-95774.0
2011-06-01,-74514.0
2011-07-01,-135285.0
2011-08-01,119069.0
2011-09-01,-93064.0
2011-10-01,-189046.0
2011-11-01,5863.0
2011-12-01,-2644307.0
2012-01-01,4719596.0
2012-02-01,-2183372.0
2012-03-01,-96154.0
2012-04-01,-240577.0
2012-05-01,64052.0
2012-06-01,-420570.0
2012-07-01,-482014.0
2012-08-01,213610.0
2012-09-01,-93744.0
2012-10-01,-168109.0
2012-11-01,72693.0
2012-12-01,-2532375.0
2013-01-01,7399257.0
2013-02-01,-4325706.0
2013-03-01,-503548.0
2013-04-01,-197591.0
2013-05-01,-165450.0
2013-06-01,39455.0
2013-07-01,-514789.0
2013-08-01,201891.0
2013-09-01,253403.0
2013-10-01,-634333.0
