Tarih,TP_KB_GEN15
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,426856.0
2006-02-01,336870.0
2006-03-01,337158.0
2006-04-01,344536.0
2006-05-01,352728.0
2006-06-01,345876.0
2006-07-01,350659.0
2006-08-01,337344.0
2006-09-01,363954.0
2006-10-01,377087.0
2006-11-01,365885.0
2006-12-01,645754.0
2007-01-01,489626.0
2007-02-01,382552.0
2007-03-01,383025.0
2007-04-01,392444.0
2007-05-01,395962.0
2007-06-01,387062.0
2007-07-01,399810.0
2007-08-01,390052.0
2007-09-01,417237.0
2007-10-01,404098.0
2007-11-01,418383.0
2007-12-01,727578.0
2008-01-01,558401.0
2008-02-01,423759.0
2008-03-01,424155.0
2008-04-01,433993.0
2008-05-01,440111.0
2008-06-01,427583.0
2008-07-01,438198.0
2008-08-01,421277.0
2008-09-01,449549.0
2008-10-01,437850.0
2008-11-01,461537.0
2008-12-01,804802.0
2009-01-01,623709.0
2009-02-01,472736.0
2009-03-01,473674.0
2009-04-01,490970.0
2009-05-01,493370.0
2009-06-01,496880.0
2009-07-01,496226.0
2009-08-01,478728.0
2009-09-01,514320.0
2009-10-01,508912.0
2009-11-01,529668.0
2009-12-01,843115.0
2010-01-01,925961.0
2010-02-01,747828.0
2010-03-01,758348.0
2010-04-01,759533.0
2010-05-01,769737.0
2010-06-01,770089.0
2010-07-01,777812.0
2010-08-01,756797.0
2010-09-01,798749.0
2010-10-01,828727.0
2010-11-01,844924.0
2010-12-01,1067659.0
2011-01-01,1173627.0
2011-02-01,869400.0
2011-03-01,863052.0
2011-04-01,874142.0
2011-05-01,879989.0
2011-06-01,901661.0
2011-07-01,896084.0
2011-08-01,882568.0
2011-09-01,910174.0
2011-10-01,920209.0
2011-11-01,942099.0
2011-12-01,1176718.0
2012-01-01,1319827.0
2012-02-01,967755.0
2012-03-01,959611.0
2012-04-01,954909.0
2012-05-01,957034.0
2012-06-01,1167711.0
2012-07-01,1022404.0
2012-08-01,1011371.0
2012-09-01,1027047.0
2012-10-01,1047771.0
2012-11-01,1050606.0
2012-12-01,1264060.0
2013-01-01,1504362.0
2013-02-01,1096312.0
2013-03-01,1080328.0
2013-04-01,1098870.0
2013-05-01,1106698.0
2013-06-01,1095880.0
2013-07-01,1137825.0
2013-08-01,1111514.0
2013-09-01,1155161.0
2013-10-01,1173117.0
2013-11-01,1170581.0
2013-12-01,1389967.0
2014-01-01,1769566.0
2014-02-01,1311297.0
2014-03-01,1301469.0
