Tarih,TP_KB_GEN56
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,0.0
2006-02-01,0.0
2006-03-01,0.0
2006-04-01,111701.0
2006-05-01,0.0
2006-06-01,82369.0
2006-07-01,29796.0
2006-08-01,-72.0
2006-09-01,390822.0
2006-10-01,15126.0
2006-11-01,154698.0
2006-12-01,147493.0
2007-01-01,0.0
2007-02-01,20335.0
2007-03-01,41833.0
2007-04-01,12314.0
2007-05-01,8651.0
2007-06-01,114717.0
2007-07-01,51594.0
2007-08-01,16806.0
2007-09-01,3359.0
2007-10-01,24243.0
2007-11-01,28048.0
2007-12-01,46301.0
2008-01-01,0.0
2008-02-01,39937.0
2008-03-01,24528.0
2008-04-01,19443.0
2008-05-01,19651.0
2008-06-01,90935.0
2008-07-01,1326691.0
2008-08-01,24899.0
2008-09-01,27757.0
2008-10-01,6137.0
2008-11-01,34943.0
2008-12-01,138556.0
2009-01-01,20000.0
2009-02-01,31448.0
2009-03-01,16514.0
2009-04-01,59411.0
2009-05-01,134590.0
2009-06-01,37802.0
2009-07-01,2671581.0
2009-08-01,45427.0
2009-09-01,1951.0
2009-10-01,11612.0
2009-11-01,61657.0
2009-12-01,-1178.0
2010-01-01,0.0
2010-02-01,4147.0
2010-03-01,353.0
2010-04-01,9211.0
2010-05-01,129.0
2010-06-01,7596.0
2010-07-01,0.0
2010-08-01,229.0
2010-09-01,12809.0
2010-10-01,2654.0
2010-11-01,1651.0
2010-12-01,17953.0
2011-01-01,0.0
2011-02-01,0.0
2011-03-01,82768.0
2011-04-01,85684.0
2011-05-01,10959.0
2011-06-01,17061.0
2011-07-01,0.0
2011-08-01,27092.0
2011-09-01,21561.0
2011-10-01,8575.0
2011-11-01,0.0
2011-12-01,52416.0
2012-01-01,0.0
2012-02-01,0.0
2012-03-01,879.0
2012-04-01,20567.0
2012-05-01,30386.0
2012-06-01,17864.0
2012-07-01,11760.0
2012-08-01,5215.0
2012-09-01,3175.0
2012-10-01,4116.0
2012-11-01,2430.0
2012-12-01,59215.0
2013-01-01,0.0
2013-02-01,0.0
2013-03-01,0.0
2013-04-01,640.0
2013-05-01,17650.0
2013-06-01,7844.0
2013-07-01,5022.0
2013-08-01,10711.0
2013-09-01,2892.0
2013-10-01,3563.0
2013-11-01,5904.0
2013-12-01,8491.0
2014-01-01,21.0
2014-02-01,8558.0
2014-03-01,9052.0
2014-04-01,13655.0
2014-05-01,0.0
2014-06-01,8302.0
2014-07-01,4964.0
