Tarih,TP_KB_GEN34
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,4226850.0
2006-02-01,4072700.0
2006-03-01,1222772.0
2006-04-01,1195881.0
2006-05-01,8829859.0
2006-06-01,4461683.0
2006-07-01,3843028.0
2006-08-01,5393754.0
2006-09-01,1146887.0
2006-10-01,715364.0
2006-11-01,7235646.0
2006-12-01,-2150008.0
2007-01-01,1062507.0
2007-02-01,2845979.0
2007-03-01,8543341.0
2007-04-01,871685.0
2007-05-01,6019067.0
2007-06-01,506597.0
2007-07-01,-225216.0
2007-08-01,7657892.0
2007-09-01,2082334.0
2007-10-01,1694540.0
2007-11-01,4817602.0
2007-12-01,-1614650.0
2008-01-01,3879409.0
2008-02-01,5086462.0
2008-03-01,-755705.0
2008-04-01,3857205.0
2008-05-01,5421361.0
2008-06-01,5219452.0
2008-07-01,4684985.0
2008-08-01,13872909.0
2008-09-01,-4455371.0
2008-10-01,1723096.0
2008-11-01,924369.0
2008-12-01,-6668752.0
2009-01-01,910856.0
2009-02-01,1353684.0
2009-03-01,-4495855.0
2009-04-01,2407150.0
2009-05-01,4443343.0
2009-06-01,-808512.0
2009-07-01,-2097379.0
2009-08-01,7214774.0
2009-09-01,-4030146.0
2009-10-01,1540373.0
2009-11-01,-1307078.0
2009-12-01,-5043335.0
2010-01-01,3254456.0
2010-02-01,1087901.0
2010-03-01,-1653115.0
2010-04-01,2343323.0
2010-05-01,8156002.0
2010-06-01,-1408410.0
2010-07-01,945328.0
2010-08-01,6901208.0
2010-09-01,-2234728.0
2010-10-01,-888916.0
2010-11-01,4604384.0
2010-12-01,-14130902.0
2011-01-01,4969825.0
2011-02-01,4450909.0
2011-03-01,-1342902.0
2011-04-01,3052045.0
2011-05-01,8806579.0
2011-06-01,4976752.0
2011-07-01,-2720562.0
2011-08-01,9890847.0
2011-09-01,2523894.0
2011-10-01,-1763022.0
2011-11-01,6189860.0
2011-12-01,-15738901.0
2012-01-01,7067468.0
2012-02-01,3709044.0
2012-03-01,-443676.0
2012-04-01,6217807.0
2012-05-01,5861305.0
2012-06-01,-3549031.0
2012-07-01,3875037.0
2012-08-01,4685869.0
2012-09-01,-2240280.0
2012-10-01,113589.0
2012-11-01,8952428.0
2012-12-01,-16245862.0
2013-01-01,11491243.0
2013-02-01,-1490584.0
2013-03-01,2024006.0
2013-04-01,4901553.0
2013-05-01,8893443.0
2013-06-01,1126296.0
2013-07-01,6399824.0
2013-08-01,3341093.0
