Tarih,TP_KY_DVDY04
2000-01-01,39.0
2000-02-01,78.0
2000-03-01,74.0
2000-04-01,86.0
2000-05-01,88.0
2000-06-01,90.0
2000-07-01,107.0
2000-08-01,97.0
2000-09-01,107.0
2000-10-01,161.0
2000-11-01,278.0
2000-12-01,269.0
2001-01-01,255.0
2001-02-01,473.0
2001-03-01,479.0
2001-04-01,489.0
2001-05-01,873.0
2001-06-01,507.0
2001-07-01,578.0
2001-08-01,488.0
2001-09-01,539.0
2001-10-01,538.0
2001-11-01,556.0
2001-12-01,352.0
2002-01-01,554.0
2002-02-01,542.0
2002-03-01,525.0
2002-04-01,543.0
2002-05-01,242.0
2002-06-01,292.0
2002-07-01,1989.0
2002-08-01,442.0
2002-09-01,594.0
2002-10-01,644.0
2002-11-01,524.0
2002-12-01,1183.0
2003-01-01,686.0
2003-02-01,1096.0
2003-03-01,528.0
2003-04-01,933.0
2003-05-01,434.0
2003-06-01,604.0
2003-07-01,688.0
2003-08-01,1122.0
2003-09-01,771.0
2003-10-01,590.0
2003-11-01,840.0
2003-12-01,605.0
2004-01-01,382.0
2004-02-01,426.0
2004-03-01,564.0
2004-04-01,346.0
2004-05-01,592.0
2004-06-01,691.0
2004-07-01,388.0
2004-08-01,485.0
2004-09-01,897.0
2004-10-01,460.0
2004-11-01,474.0
2004-12-01,570.0
2005-01-01,692.0
2005-02-01,445.0
2005-03-01,557.0
2005-04-01,474.0
2005-05-01,623.0
2005-06-01,602.0
2005-07-01,547.0
2005-08-01,858.0
2005-09-01,654.0
2005-10-01,461.0
2005-11-01,551.0
2005-12-01,646.0
2006-01-01,628.0
2006-02-01,626.0
2006-03-01,687.0
2006-04-01,408.0
2006-05-01,598.0
2006-06-01,645.0
2006-07-01,721.0
2006-08-01,635.0
2006-09-01,564.0
2006-10-01,546.0
2006-11-01,516.0
2006-12-01,673.0
2007-01-01,723.0
2007-02-01,555.0
2007-03-01,546.0
2007-04-01,483.0
2007-05-01,536.0
2007-06-01,450.0
2007-07-01,576.0
2007-08-01,465.0
