Tarih,TP_KY_DVDY30
2000-01-01,194443.0
2000-02-01,202728.0
2000-03-01,205225.0
2000-04-01,197702.0
2000-05-01,198596.0
2000-06-01,200021.0
2000-07-01,204349.0
2000-08-01,213694.0
2000-09-01,211574.0
2000-10-01,203733.0
2000-11-01,202589.0
2000-12-01,200478.0
2001-01-01,210413.0
2001-02-01,287186.0
2001-03-01,289666.0
2001-04-01,305469.0
2001-05-01,253206.0
2001-06-01,303265.0
2001-07-01,330143.0
2001-08-01,358786.0
2001-09-01,384360.0
2001-10-01,413464.0
2001-11-01,360597.0
2001-12-01,318923.0
2002-01-01,295722.0
2002-02-01,306864.0
2002-03-01,398436.0
2002-04-01,395921.0
2002-05-01,407779.0
2002-06-01,463128.0
2002-07-01,545029.0
2002-08-01,548397.0
2002-09-01,574792.0
2002-10-01,575637.0
2002-11-01,572107.0
2002-12-01,594623.0
2003-01-01,625869.0
2003-02-01,658840.0
2003-03-01,676334.0
2003-04-01,635245.0
2003-05-01,651509.0
2003-06-01,617305.0
2003-07-01,626685.0
2003-08-01,595664.0
2003-09-01,701109.0
2003-10-01,718755.0
2003-11-01,801420.0
2003-12-01,780650.0
2004-01-01,767739.0
2004-02-01,766081.0
2004-03-01,767072.0
2004-04-01,826921.0
2004-05-01,941974.0
2004-06-01,962623.0
2004-07-01,1046783.0
2004-08-01,1141406.0
2004-09-01,1176187.0
2004-10-01,1212473.0
2004-11-01,1287926.0
2004-12-01,1285044.0
2005-01-01,1275249.0
2005-02-01,1277211.0
2005-03-01,1386051.0
2005-04-01,1445307.0
2005-05-01,1393424.0
2005-06-01,1364805.0
2005-07-01,1393833.0
2005-08-01,1523892.0
2005-09-01,1537118.0
2005-10-01,1575965.0
2005-11-01,1556318.0
2005-12-01,1617316.0
2006-01-01,1655940.0
2006-02-01,1644500.0
2006-03-01,1879633.0
2006-04-01,1885548.0
2006-05-01,2284763.0
2006-06-01,2270700.0
2006-07-01,2171014.0
2006-08-01,2196815.0
