Tarih,TP_KY_DVDY38
2000-01-01,0.0
2000-02-01,0.0
2000-03-01,0.0
2000-04-01,0.0
2000-05-01,0.0
2000-06-01,0.0
2000-07-01,0.0
2000-08-01,0.0
2000-09-01,0.0
2000-10-01,0.0
2000-11-01,0.0
2000-12-01,0.0
2001-01-01,0.0
2001-02-01,0.0
2001-03-01,0.0
2001-04-01,0.0
2001-05-01,0.0
2001-06-01,0.0
2001-07-01,0.0
2001-08-01,0.0
2001-09-01,0.0
2001-10-01,0.0
2001-11-01,0.0
2001-12-01,0.0
2002-01-01,0.0
2002-02-01,0.0
2002-03-01,0.0
2002-04-01,0.0
2002-05-01,0.0
2002-06-01,0.0
2002-07-01,0.0
2002-08-01,0.0
2002-09-01,0.0
2002-10-01,0.0
2002-11-01,0.0
2002-12-01,1283.0
2003-01-01,1497.0
2003-02-01,1748.0
2003-03-01,1545.0
2003-04-01,41574.0
2003-05-01,38078.0
2003-06-01,38008.0
2003-07-01,68474.0
2003-08-01,68217.0
2003-09-01,71579.0
2003-10-01,79843.0
2003-11-01,79982.0
2003-12-01,55172.0
2004-01-01,1612.0
2004-02-01,1323.0
2004-03-01,1651.0
2004-04-01,1222.0
2004-05-01,518.0
2004-06-01,1130.0
2004-07-01,1136.0
2004-08-01,1033.0
2004-09-01,942.0
2004-10-01,1355.0
2004-11-01,1246.0
2004-12-01,1774.0
2005-01-01,1721.0
2005-02-01,2215.0
2005-03-01,1965.0
2005-04-01,1950.0
2005-05-01,978.0
2005-06-01,808.0
2005-07-01,1148.0
2005-08-01,1294.0
2005-09-01,1918.0
2005-10-01,2064.0
2005-11-01,3478.0
2005-12-01,10550.0
2006-01-01,7071.0
2006-02-01,12031.0
2006-03-01,5197.0
2006-04-01,4414.0
2006-05-01,7617.0
2006-06-01,10404.0
2006-07-01,9958.0
2006-08-01,16878.0
2006-09-01,8313.0
2006-10-01,8647.0
2006-11-01,9438.0
2006-12-01,6034.0
2007-01-01,6593.0
2007-02-01,6347.0
2007-03-01,7201.0
2007-04-01,99412.0
2007-05-01,96753.0
2007-06-01,90134.0
2007-07-01,81148.0
2007-08-01,90090.0
2007-09-01,75951.0
2007-10-01,14017.0
2007-11-01,12908.0
2007-12-01,10228.0
2008-01-01,25380.0
2008-02-01,14179.0
2008-03-01,34437.0
2008-04-01,73512.0
2008-05-01,64304.0
2008-06-01,67094.0
2008-07-01,63774.0
2008-08-01,64813.0
2008-09-01,13808.0
2008-10-01,12138.0
2008-11-01,9577.0
2008-12-01,18346.0
2009-01-01,17699.0
2009-02-01,18090.0
2009-03-01,17895.0
2009-04-01,21198.0
2009-05-01,11271.0
2009-06-01,5684.0
2009-07-01,5363.0
2009-08-01,4615.0
2009-09-01,2498.0
2009-10-01,4821.0
2009-11-01,2855.0
2009-12-01,4178.0
2010-01-01,4028.0
2010-02-01,4103.0
2010-03-01,5591.0
2010-04-01,79370.0
2010-05-01,87070.0
2010-06-01,90812.0
2010-07-01,8539.0
2010-08-01,7367.0
2010-09-01,6544.0
2010-10-01,3359.0
2010-11-01,6965.0
2010-12-01,82017.0
2011-01-01,85500.0
2011-02-01,84105.0
2011-03-01,92783.0
2011-04-01,96124.0
2011-05-01,100310.0
2011-06-01,108321.0
2011-07-01,280162.0
2011-08-01,293953.0
2011-09-01,299924.0
2011-10-01,279666.0
2011-11-01,289301.0
2011-12-01,289422.0
2012-01-01,254354.0
2012-02-01,214714.0
2012-03-01,223562.0
2012-04-01,262409.0
2012-05-01,268991.0
2012-06-01,256451.0
2012-07-01,252894.0
2012-08-01,218377.0
2012-09-01,214967.0
2012-10-01,137548.0
2012-11-01,169947.0
2012-12-01,167895.0
2013-01-01,176811.0
2013-02-01,160028.0
2013-03-01,167012.0
2013-04-01,203746.0
2013-05-01,215082.0
2013-06-01,211939.0
2013-07-01,205777.0
2013-08-01,224846.0
2013-09-01,209306.0
2013-10-01,211579.0
2013-11-01,211115.0
2013-12-01,224332.0
2014-01-01,231973.0
2014-02-01,225557.0
2014-03-01,172017.0
2014-04-01,235327.0
2014-05-01,224989.0
2014-06-01,193489.0
2014-07-01,193784.0
2014-08-01,194468.0
2014-09-01,207787.0
2014-10-01,195685.0
2014-11-01,4625.0
2014-12-01,208799.0
2015-01-01,225833.0
2015-02-01,344046.0
2015-03-01,189284.0
2015-04-01,154.0
2015-05-01,4165.0
2015-06-01,27480.0
2015-07-01,4365.0
2015-08-01,1538.0
2015-09-01,385.0
2015-10-01,290904.0
2015-11-01,293424.0
2015-12-01,1138.0
2016-01-01,471.0
2016-02-01,437.0
2016-03-01,151914.0
2016-04-01,150600.0
2016-05-01,3703.0
2016-06-01,3703.0
2016-07-01,6815.0
2016-08-01,12027.0
2016-09-01,12213.0
2016-10-01,32732.0
2016-11-01,34008.0
2016-12-01,44447.0
2017-01-01,48932.0
2017-02-01,66521.0
2017-03-01,88851.0
2017-04-01,88101.0
2017-05-01,61868.0
2017-06-01,59433.0
2017-07-01,66945.0
2017-08-01,72602.0
2017-09-01,74983.0
2017-10-01,99258.0
2017-11-01,103956.0
2017-12-01,69064.0
2018-01-01,77898.0
2018-02-01,83019.0
2018-03-01,80088.0
