Tarih,TP_KY_DVDY34
2000-01-01,220.0
2000-02-01,227.0
2000-03-01,250.0
2000-04-01,0.0
2000-05-01,0.0
2000-06-01,288.0
2000-07-01,439.0
2000-08-01,745.0
2000-09-01,768.0
2000-10-01,785.0
2000-11-01,244.0
2000-12-01,260.0
2001-01-01,251.0
2001-02-01,319.0
2001-03-01,0.0
2001-04-01,405.0
2001-05-01,0.0
2001-06-01,445.0
2001-07-01,7294.0
2001-08-01,7294.0
2001-09-01,0.0
2001-10-01,0.0
2001-11-01,0.0
2001-12-01,0.0
2002-01-01,1698.0
2002-02-01,2423.0
2002-03-01,2627.0
2002-04-01,3898.0
2002-05-01,5082.0
2002-06-01,5188.0
2002-07-01,3494.0
2002-08-01,3594.0
2002-09-01,4916.0
2002-10-01,2117.0
2002-11-01,3770.0
2002-12-01,3750.0
2003-01-01,7601.0
2003-02-01,40275.0
2003-03-01,14840.0
2003-04-01,10673.0
2003-05-01,14602.0
2003-06-01,6883.0
2003-07-01,9600.0
2003-08-01,7773.0
2003-09-01,6321.0
2003-10-01,6303.0
2003-11-01,6387.0
2003-12-01,7097.0
2004-01-01,13496.0
2004-02-01,7211.0
2004-03-01,9924.0
2004-04-01,4995.0
2004-05-01,5631.0
2004-06-01,10867.0
2004-07-01,6639.0
2004-08-01,7443.0
2004-09-01,6258.0
2004-10-01,4169.0
2004-11-01,4390.0
2004-12-01,7081.0
2005-01-01,6234.0
2005-02-01,5832.0
2005-03-01,4596.0
2005-04-01,3359.0
2005-05-01,3188.0
2005-06-01,3007.0
2005-07-01,3358.0
2005-08-01,3591.0
2005-09-01,4556.0
2005-10-01,4218.0
2005-11-01,4194.0
2005-12-01,2569.0
2006-01-01,2352.0
2006-02-01,2305.0
2006-03-01,2082.0
2006-04-01,1852.0
2006-05-01,3654.0
2006-06-01,1424.0
2006-07-01,1170.0
2006-08-01,1157.0
2006-09-01,810.0
2006-10-01,5787.0
2006-11-01,5794.0
2006-12-01,850.0
2007-01-01,854.0
2007-02-01,38.0
2007-03-01,867.0
2007-04-01,832.0
2007-05-01,800.0
2007-06-01,1008.0
2007-07-01,1102.0
2007-08-01,10860.0
2007-09-01,950.0
2007-10-01,726.0
2007-11-01,1342.0
2007-12-01,951.0
2008-01-01,1204.0
2008-02-01,3618.0
2008-03-01,7979.0
2008-04-01,3772.0
2008-05-01,1303.0
2008-06-01,933.0
2008-07-01,4564.0
2008-08-01,48961.0
2008-09-01,51866.0
2008-10-01,2582.0
2008-11-01,2642.0
2008-12-01,1407.0
2009-01-01,1327.0
2009-02-01,1189.0
2009-03-01,1204.0
2009-04-01,1274.0
2009-05-01,1226.0
2009-06-01,1255.0
2009-07-01,1607.0
2009-08-01,15070.0
2009-09-01,15077.0
2009-10-01,16444.0
2009-11-01,15284.0
2009-12-01,15536.0
2010-01-01,25442.0
2010-02-01,30399.0
2010-03-01,38354.0
2010-04-01,29890.0
2010-05-01,61162.0
2010-06-01,33969.0
2010-07-01,29244.0
2010-08-01,219239.0
2010-09-01,175164.0
2010-10-01,398547.0
2010-11-01,487285.0
2010-12-01,384150.0
2011-01-01,526913.0
2011-02-01,741839.0
2011-03-01,660064.0
2011-04-01,857629.0
2011-05-01,657191.0
2011-06-01,847339.0
2011-07-01,580187.0
2011-08-01,505630.0
2011-09-01,566054.0
2011-10-01,416573.0
2011-11-01,437768.0
2011-12-01,270432.0
2012-01-01,216962.0
2012-02-01,186177.0
2012-03-01,156188.0
2012-04-01,164939.0
2012-05-01,146508.0
2012-06-01,91248.0
2012-07-01,99159.0
2012-08-01,136070.0
2012-09-01,124047.0
2012-10-01,138928.0
2012-11-01,184991.0
2012-12-01,252158.0
2013-01-01,226731.0
2013-02-01,179528.0
2013-03-01,195600.0
2013-04-01,137127.0
2013-05-01,132529.0
2013-06-01,113133.0
2013-07-01,181508.0
2013-08-01,149764.0
2013-09-01,152215.0
2013-10-01,186342.0
2013-11-01,118232.0
2013-12-01,187023.0
2014-01-01,248715.0
2014-02-01,205267.0
2014-03-01,267192.0
2014-04-01,184621.0
2014-05-01,185484.0
2014-06-01,208753.0
2014-07-01,267920.0
2014-08-01,167119.0
2014-09-01,190757.0
2014-10-01,191230.0
2014-11-01,183192.0
2014-12-01,181862.0
2015-01-01,20956.0
2015-02-01,34224.0
2015-03-01,44791.0
2015-04-01,36891.0
2015-05-01,21713.0
2015-06-01,183110.0
2015-07-01,32393.0
2015-08-01,45817.0
2015-09-01,39178.0
2015-10-01,44406.0
2015-11-01,36747.0
2015-12-01,25861.0
2016-01-01,35635.0
2016-02-01,45231.0
2016-03-01,43150.0
2016-04-01,51085.0
2016-05-01,35866.0
2016-06-01,53335.0
2016-07-01,72177.0
2016-08-01,40655.0
2016-09-01,43808.0
2016-10-01,51291.0
2016-11-01,6899.0
2016-12-01,9067.0
2017-01-01,9923.0
2017-02-01,16163.0
2017-03-01,13850.0
2017-04-01,13625.0
2017-05-01,10773.0
2017-06-01,17951.0
2017-07-01,60364.0
2017-08-01,19717.0
2017-09-01,14196.0
2017-10-01,15979.0
2017-11-01,11281.0
2017-12-01,17259.0
2018-01-01,22447.0
2018-02-01,31874.0
2018-03-01,25346.0
2018-04-01,19087.0
2018-05-01,20402.0
2018-06-01,25892.0
2018-07-01,19857.0
2018-08-01,21568.0
2018-09-01,38757.0
2018-10-01,35646.0
2018-11-01,32066.0
2018-12-01,35546.0
2019-01-01,16411.0
2019-02-01,41333.0
2019-03-01,35793.0
2019-04-01,38842.0
2019-05-01,25297.0
2019-06-01,29440.0
2019-07-01,13196.0
2019-08-01,23098.0
2019-09-01,64275.0
2019-10-01,23577.0
2019-11-01,16247.0
2019-12-01,21442.0
2020-01-01,15345.0
2020-02-01,29839.0
2020-03-01,40344.0
2020-04-01,30456.0
2020-05-01,32952.0
2020-06-01,22397.0
2020-07-01,26125.0
2020-08-01,80358.0
2020-09-01,98703.0
2020-10-01,136849.0
2020-11-01,153211.0
2020-12-01,124822.0
2021-01-01,135005.0
2021-02-01,151625.0
2021-03-01,140567.0
2021-04-01,161344.0
2021-05-01,200465.0
2021-06-01,174876.0
2021-07-01,168330.0
2021-08-01,94586.0
2021-09-01,252726.0
2021-10-01,249388.0
2021-11-01,376045.0
2021-12-01,403117.0
2022-01-01,343209.0
2022-02-01,370759.0
2022-03-01,425610.0
2022-04-01,3610298.0
2022-05-01,3836727.0
2022-06-01,3812801.0
2022-07-01,4206413.0
2022-08-01,3744367.0
2022-09-01,4961135.0
2022-10-01,6183445.0
2022-11-01,7067446.0
2022-12-01,8228939.0
2023-01-01,7519727.0
2023-02-01,6980146.0
2023-03-01,5278566.0
2023-04-01,6269691.0
2023-05-01,6913065.0
2023-06-01,9199415.0
2023-07-01,10128113.0
2023-08-01,6606821.0
2023-09-01,8687649.0
2023-10-01,7059836.0
2023-11-01,7567180.0
2023-12-01,6122760.0
2024-01-01,5206642.0
2024-02-01,5610315.0
2024-03-01,3203404.0
2024-04-01,2896567.0
2024-05-01,2973766.0
2024-06-01,2360919.0
2024-07-01,2901189.0
2024-08-01,2113087.0
2024-09-01,5768523.0
2024-10-01,5321729.0
2024-11-01,8406744.0
2024-12-01,6651831.0
2025-01-01,7979012.0
2025-02-01,7667578.0
2025-03-01,5644823.0
2025-04-01,5177278.0
