Tarih,TP_KY_DVDY07
2000-01-01,576627.0
2000-02-01,597393.0
2000-03-01,618997.0
2000-04-01,632227.0
2000-05-01,636669.0
2000-06-01,646009.0
2000-07-01,662023.0
2000-08-01,687347.0
2000-09-01,677966.0
2000-10-01,673637.0
2000-11-01,658683.0
2000-12-01,648725.0
2001-01-01,655196.0
2001-02-01,869078.0
2001-03-01,983898.0
2001-04-01,1110353.0
2001-05-01,1020934.0
2001-06-01,1106626.0
2001-07-01,1133647.0
2001-08-01,1174718.0
2001-09-01,1279308.0
2001-10-01,1327820.0
2001-11-01,1215850.0
2001-12-01,1177655.0
2002-01-01,1078669.0
2002-02-01,1140044.0
2002-03-01,1081649.0
2002-04-01,1072342.0
2002-05-01,1123614.0
2002-06-01,1250398.0
2002-07-01,1331910.0
2002-08-01,1277110.0
2002-09-01,1263748.0
2002-10-01,1271750.0
2002-11-01,1142746.0
2002-12-01,1146677.0
2003-01-01,1146240.0
2003-02-01,1114749.0
2003-03-01,1182897.0
2003-04-01,1097168.0
2003-05-01,978764.0
2003-06-01,958996.0
2003-07-01,966110.0
2003-08-01,929863.0
2003-09-01,906936.0
2003-10-01,953050.0
2003-11-01,902981.0
2003-12-01,829587.0
2004-01-01,759334.0
2004-02-01,743086.0
2004-03-01,720293.0
2004-04-01,766856.0
2004-05-01,784566.0
2004-06-01,793307.0
2004-07-01,583169.0
2004-08-01,597411.0
2004-09-01,583519.0
2004-10-01,558184.0
2004-11-01,527180.0
2004-12-01,462321.0
2005-01-01,459912.0
2005-02-01,437661.0
2005-03-01,444257.0
2005-04-01,431551.0
2005-05-01,411223.0
2005-06-01,380374.0
2005-07-01,233685.0
2005-08-01,241034.0
2005-09-01,236472.0
2005-10-01,230255.0
2005-11-01,200762.0
2005-12-01,203180.0
2006-01-01,200053.0
2006-02-01,159875.0
2006-03-01,159807.0
2006-04-01,151372.0
2006-05-01,163092.0
2006-06-01,104904.0
2006-07-01,104255.0
2006-08-01,97587.0
2006-09-01,98686.0
2006-10-01,91118.0
2006-11-01,99520.0
2006-12-01,107375.0
2007-01-01,109716.0
2007-02-01,111540.0
2007-03-01,108370.0
2007-04-01,107333.0
2007-05-01,118929.0
2007-06-01,117051.0
2007-07-01,98561.0
2007-08-01,98957.0
2007-09-01,93147.0
2007-10-01,88981.0
2007-11-01,173623.0
2007-12-01,200008.0
2008-01-01,194167.0
2008-02-01,194967.0
2008-03-01,212102.0
2008-04-01,230670.0
2008-05-01,227426.0
2008-06-01,223510.0
2008-07-01,216596.0
2008-08-01,214109.0
2008-09-01,202262.0
2008-10-01,210227.0
2008-11-01,213456.0
2008-12-01,231508.0
2009-01-01,197987.0
2009-02-01,200773.0
2009-03-01,225310.0
2009-04-01,219172.0
2009-05-01,218908.0
2009-06-01,227157.0
2009-07-01,261602.0
2009-08-01,314742.0
2009-09-01,296516.0
2009-10-01,330583.0
2009-11-01,376426.0
2009-12-01,350626.0
2010-01-01,361358.0
2010-02-01,369364.0
2010-03-01,416586.0
2010-04-01,444157.0
2010-05-01,407286.0
2010-06-01,414455.0
2010-07-01,367349.0
2010-08-01,340578.0
2010-09-01,306114.0
2010-10-01,406819.0
2010-11-01,398008.0
2010-12-01,424589.0
2011-01-01,496436.0
2011-02-01,496421.0
2011-03-01,531858.0
2011-04-01,532830.0
2011-05-01,598507.0
2011-06-01,720012.0
2011-07-01,681215.0
2011-08-01,670264.0
2011-09-01,697120.0
2011-10-01,698993.0
2011-11-01,682277.0
2011-12-01,793485.0
2012-01-01,740642.0
2012-02-01,761394.0
2012-03-01,829115.0
2012-04-01,837805.0
2012-05-01,863071.0
2012-06-01,819012.0
2012-07-01,790862.0
2012-08-01,774696.0
2012-09-01,764154.0
2012-10-01,776174.0
2012-11-01,856655.0
2012-12-01,955395.0
2013-01-01,877989.0
2013-02-01,841139.0
2013-03-01,831326.0
2013-04-01,746357.0
2013-05-01,792508.0
2013-06-01,833827.0
2013-07-01,950689.0
2013-08-01,1080825.0
2013-09-01,1076748.0
2013-10-01,966795.0
2013-11-01,955150.0
2013-12-01,1139647.0
2014-01-01,1342540.0
2014-02-01,1300880.0
2014-03-01,1222621.0
2014-04-01,1147752.0
2014-05-01,1125171.0
2014-06-01,1098207.0
2014-07-01,1098353.0
2014-08-01,1114416.0
2014-09-01,1310246.0
2014-10-01,1292060.0
2014-11-01,1226954.0
2014-12-01,1404168.0
2015-01-01,1536918.0
2015-02-01,1627138.0
2015-03-01,1775326.0
2015-04-01,1923636.0
2015-05-01,1833717.0
2015-06-01,1894245.0
2015-07-01,2135783.0
2015-08-01,2409855.0
2015-09-01,2609287.0
2015-10-01,2198232.0
2015-11-01,2220436.0
2015-12-01,2261234.0
2016-01-01,2440641.0
2016-02-01,2709155.0
2016-03-01,2760845.0
2016-04-01,2758187.0
2016-05-01,3092682.0
2016-06-01,3336652.0
2016-07-01,3682936.0
2016-08-01,3679880.0
2016-09-01,3962777.0
2016-10-01,4182861.0
2016-11-01,5157941.0
2016-12-01,5575776.0
2017-01-01,4016351.0
2017-02-01,3601785.0
2017-03-01,3653732.0
2017-04-01,3706862.0
2017-05-01,3475225.0
2017-06-01,3577465.0
2017-07-01,3778753.0
2017-08-01,3820070.0
2017-09-01,3836243.0
2017-10-01,4093815.0
2017-11-01,4626370.0
2017-12-01,4258046.0
2018-01-01,4584728.0
2018-02-01,4636698.0
2018-03-01,4918579.0
2018-04-01,4845849.0
2018-05-01,5661292.0
2018-06-01,5897622.0
2018-07-01,6395598.0
2018-08-01,10358199.0
2018-09-01,8851474.0
2018-10-01,7954665.0
2018-11-01,7181500.0
2018-12-01,7770557.0
2019-01-01,7740315.0
2019-02-01,8045088.0
2019-03-01,9131062.0
