Tarih,TP_KY_DVDY21
2000-01-01,0.0
2000-02-01,0.0
2000-03-01,0.0
2000-04-01,0.0
2000-05-01,0.0
2000-06-01,1141.0
2000-07-01,1201.0
2000-08-01,1260.0
2000-09-01,708.0
2000-10-01,440.0
2000-11-01,1038.0
2000-12-01,0.0
2001-01-01,0.0
2001-02-01,0.0
2001-03-01,0.0
2001-04-01,0.0
2001-05-01,0.0
2001-06-01,0.0
2001-07-01,0.0
2001-08-01,0.0
2001-09-01,0.0
2001-10-01,0.0
2001-11-01,0.0
2001-12-01,0.0
2002-01-01,0.0
2002-02-01,34.0
2002-03-01,0.0
2002-04-01,25.0
2002-05-01,30.0
2002-06-01,0.0
2002-07-01,0.0
2002-08-01,0.0
2002-09-01,0.0
2002-10-01,41.0
2002-11-01,41.0
2002-12-01,0.0
2003-01-01,40.0
2003-02-01,39.0
2003-03-01,41.0
2003-04-01,41.0
2003-05-01,35.0
2003-06-01,35.0
2003-07-01,35.0
2003-08-01,34.0
2003-09-01,16.0
2003-10-01,37.0
2003-11-01,36.0
2003-12-01,36.0
2004-01-01,34.0
2004-02-01,33.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,123.0
2004-08-01,161.0
2004-09-01,33.0
2004-10-01,33.0
2004-11-01,33.0
2004-12-01,0.0
2005-01-01,0.0
2005-02-01,0.0
2005-03-01,0.0
2005-04-01,0.0
2005-05-01,0.0
2005-06-01,0.0
2005-07-01,0.0
2005-08-01,0.0
2005-09-01,0.0
2005-10-01,0.0
2005-11-01,0.0
2005-12-01,1550.0
2006-01-01,1800.0
2006-02-01,2085.0
2006-03-01,1293.0
2006-04-01,1802.0
2006-05-01,2586.0
2006-06-01,1560.0
2006-07-01,1342.0
2006-08-01,1874.0
2006-09-01,1080.0
2006-10-01,1480.0
2006-11-01,1681.0
2006-12-01,1212.0
2007-01-01,4.0
2007-02-01,4.0
2007-03-01,5.0
2007-04-01,6.0
2007-05-01,5.0
2007-06-01,7.0
2007-07-01,5.0
2007-08-01,5.0
2007-09-01,5.0
2007-10-01,1.0
2007-11-01,1.0
2007-12-01,2.0
2008-01-01,13.0
2008-02-01,13.0
2008-03-01,13.0
2008-04-01,14.0
2008-05-01,54.0
2008-06-01,61.0
2008-07-01,61.0
2008-08-01,64.0
2008-09-01,65.0
2008-10-01,65.0
2008-11-01,98.0
2008-12-01,68.0
2009-01-01,117.0
2009-02-01,117.0
2009-03-01,270.0
2009-04-01,112.0
2009-05-01,138.0
2009-06-01,57.0
2009-07-01,1.0
2009-08-01,0.0
2009-09-01,0.0
2009-10-01,0.0
2009-11-01,0.0
2009-12-01,4737.0
2010-01-01,1636.0
2010-02-01,1692.0
2010-03-01,1662.0
2010-04-01,1616.0
2010-05-01,1702.0
2010-06-01,1766.0
2010-07-01,1686.0
2010-08-01,1699.0
2010-09-01,1627.0
2010-10-01,1624.0
2010-11-01,1688.0
2010-12-01,1756.0
2011-01-01,1798.0
2011-02-01,2575.0
2011-03-01,4679.0
2011-04-01,8203.0
2011-05-01,13749.0
2011-06-01,18513.0
2011-07-01,22745.0
2011-08-01,26113.0
2011-09-01,24192.0
2011-10-01,19626.0
2011-11-01,21061.0
2011-12-01,25460.0
2012-01-01,18655.0
2012-02-01,18952.0
2012-03-01,20891.0
2012-04-01,22862.0
2012-05-01,22945.0
2012-06-01,19549.0
2012-07-01,22278.0
2012-08-01,23951.0
2012-09-01,27232.0
2012-10-01,39397.0
2012-11-01,50129.0
2012-12-01,45527.0
2013-01-01,43095.0
2013-02-01,45086.0
2013-03-01,23977.0
2013-04-01,27683.0
2013-05-01,32392.0
2013-06-01,52358.0
2013-07-01,160266.0
2013-08-01,214917.0
2013-09-01,225540.0
2013-10-01,186225.0
2013-11-01,193559.0
2013-12-01,239128.0
2014-01-01,286122.0
2014-02-01,279853.0
2014-03-01,272724.0
2014-04-01,257344.0
2014-05-01,251462.0
2014-06-01,241729.0
2014-07-01,227771.0
2014-08-01,228871.0
2014-09-01,268293.0
2014-10-01,242257.0
2014-11-01,243105.0
2014-12-01,291491.0
2015-01-01,283623.0
2015-02-01,314667.0
2015-03-01,358318.0
2015-04-01,398631.0
2015-05-01,450801.0
2015-06-01,467381.0
2015-07-01,528979.0
2015-08-01,628366.0
2015-09-01,730913.0
2015-10-01,712185.0
2015-11-01,683624.0
2015-12-01,782818.0
2016-01-01,801200.0
2016-02-01,859387.0
2016-03-01,936551.0
2016-04-01,978353.0
2016-05-01,1105708.0
2016-06-01,1215429.0
2016-07-01,1452816.0
2016-08-01,1656286.0
2016-09-01,1787597.0
2016-10-01,1889832.0
2016-11-01,2123988.0
2016-12-01,2347175.0
2017-01-01,369183.0
2017-02-01,293001.0
2017-03-01,321173.0
2017-04-01,395350.0
2017-05-01,325701.0
2017-06-01,490559.0
2017-07-01,631160.0
2017-08-01,739807.0
2017-09-01,576657.0
2017-10-01,436939.0
2017-11-01,633892.0
2017-12-01,687392.0
2018-01-01,1108098.0
2018-02-01,1097402.0
2018-03-01,1200423.0
2018-04-01,1018412.0
2018-05-01,761037.0
2018-06-01,802218.0
2018-07-01,939804.0
