Tarih,TP_KY_DVDY37
2015-01-01,5992346.0
2015-02-01,6292853.0
2015-03-01,6537816.0
2015-04-01,7449326.0
2015-05-01,7398917.0
2015-06-01,7368032.0
2015-07-01,7621289.0
2015-08-01,8012072.0
2015-09-01,8315914.0
2015-10-01,8030071.0
2015-11-01,8053973.0
2015-12-01,7967642.0
2016-01-01,8172448.0
2016-02-01,9581679.0
2016-03-01,9215571.0
2016-04-01,9139928.0
2016-05-01,10484030.0
2016-06-01,10304654.0
2016-07-01,10913388.0
2016-08-01,10553529.0
2016-09-01,10651228.0
2016-10-01,12551735.0
2016-11-01,11956674.0
2016-12-01,12322454.0
2017-01-01,13299119.0
2017-02-01,12806974.0
2017-03-01,12986077.0
2017-04-01,12738594.0
2017-05-01,12621451.0
2017-06-01,12530421.0
2017-07-01,12497688.0
2017-08-01,12296519.0
2017-09-01,14283740.0
2017-10-01,15247223.0
2017-11-01,16059904.0
2017-12-01,15081953.0
2018-01-01,16163247.0
2018-02-01,15784929.0
2018-03-01,16358371.0
2018-04-01,16672704.0
2018-05-01,20705453.0
2018-06-01,21529202.0
2018-07-01,23077824.0
2018-08-01,30371939.0
2018-09-01,27717127.0
2018-10-01,25372225.0
2018-11-01,23842663.0
2018-12-01,24486675.0
2019-01-01,27276041.0
2019-02-01,27867621.0
2019-03-01,29447034.0
2019-04-01,26798899.0
2019-05-01,26383710.0
2019-06-01,26037638.0
2019-07-01,25115195.0
2019-08-01,26454297.0
2019-09-01,25683811.0
2019-10-01,24106134.0
2019-11-01,24133258.0
2019-12-01,25086384.0
2020-01-01,27650458.0
2020-02-01,28468899.0
2020-03-01,29882160.0
2020-04-01,29335251.0
2020-05-01,28980339.0
2020-06-01,29038445.0
2020-07-01,29090207.0
2020-08-01,30558509.0
2020-09-01,32118425.0
2020-10-01,34365353.0
2020-11-01,32568824.0
2020-12-01,30487253.0
2021-01-01,33021490.0
2021-02-01,30006103.0
2021-03-01,33531489.0
2021-04-01,32958490.0
2021-05-01,31650654.0
2021-06-01,38738277.0
2021-07-01,37699780.0
2021-08-01,37278258.0
2021-09-01,34978048.0
2021-10-01,37210720.0
2021-11-01,50264879.0
2021-12-01,51234765.0
2022-01-01,51807541.0
2022-02-01,52937756.0
2022-03-01,55466805.0
2022-04-01,55707470.0
2022-05-01,64161213.0
2022-06-01,63852143.0
2022-07-01,68469666.0
2022-08-01,69587329.0
2022-09-01,62223595.0
2022-10-01,63857775.0
2022-11-01,67017547.0
2022-12-01,66659046.0
2023-01-01,70436215.0
2023-02-01,71318171.0
2023-03-01,72631537.0
2023-04-01,73600210.0
2023-05-01,74390571.0
2023-06-01,94064274.0
2023-07-01,98036939.0
2023-08-01,100798832.0
2023-09-01,117708232.0
2023-10-01,124367862.0
2023-11-01,132855313.0
2023-12-01,133461918.0
2024-01-01,135958951.0
2024-02-01,158206002.0
2024-03-01,161318105.0
2024-04-01,162895068.0
2024-05-01,154509491.0
2024-06-01,155611637.0
2024-07-01,150077960.0
2024-08-01,149120496.0
2024-09-01,159728127.0
2024-10-01,169573174.0
2024-11-01,184813263.0
2024-12-01,191550227.0
2025-01-01,182890946.0
2025-02-01,189963297.0
2025-03-01,220195230.0
2025-04-01,230592518.0
2025-05-01,243778089.0
2025-06-01,263978245.0
2025-07-01,270188106.0
2025-08-01,271413773.0
