Tarih,TP_FDVY27
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,25693.0
2003-01-01,23350.0
2003-02-01,23369.0
2003-03-01,22457.0
2003-04-01,22834.0
2003-05-01,23472.0
2003-06-01,23255.0
2003-07-01,23260.0
2003-08-01,23065.0
2003-09-01,23480.0
2003-10-01,23652.0
2003-11-01,23288.0
2003-12-01,23808.0
2004-01-01,23062.0
2004-02-01,23440.0
2004-03-01,23822.0
2004-04-01,23943.0
2004-05-01,24278.0
2004-06-01,24313.0
2004-07-01,24665.0
2004-08-01,24892.0
2004-09-01,25209.0
2004-10-01,25728.0
2004-11-01,26041.0
2004-12-01,26542.0
2005-01-01,26226.0
2005-02-01,26714.0
2005-03-01,26772.0
2005-04-01,27340.0
2005-05-01,27287.0
2005-06-01,27623.0
2005-07-01,28176.0
2005-08-01,28293.0
2005-09-01,28181.0
2005-10-01,27959.0
2005-11-01,28222.0
2005-12-01,29338.0
2006-01-01,31828.0
2006-02-01,33800.0
2006-03-01,34744.0
2006-04-01,35509.0
2006-05-01,37823.0
2006-06-01,38106.0
2006-07-01,38999.0
2006-08-01,40006.0
2006-09-01,40803.0
2006-10-01,41386.0
2006-11-01,42660.0
2006-12-01,43777.0
2007-01-01,43811.0
2007-02-01,44807.0
2007-03-01,50638.0
2007-04-01,51932.0
2007-05-01,54325.0
2007-06-01,55453.0
2007-07-01,56948.0
2007-08-01,58669.0
2007-09-01,60643.0
2007-10-01,63254.0
2007-11-01,65738.0
2007-12-01,67849.0
2008-01-01,69777.0
2008-02-01,71787.0
2008-03-01,75568.0
2008-04-01,77142.0
2008-05-01,80900.0
2008-06-01,84854.0
2008-07-01,85954.0
2008-08-01,86402.0
2008-09-01,87331.0
2008-10-01,84771.0
2008-11-01,84309.0
2008-12-01,86797.0
2009-01-01,84338.0
2009-02-01,83331.0
2009-03-01,83657.0
2009-04-01,83592.0
2009-05-01,84365.0
2009-06-01,84159.0
2009-07-01,84063.0
2009-08-01,83197.0
2009-09-01,82294.0
2009-10-01,82185.0
2009-11-01,81571.0
2009-12-01,79713.0
2010-01-01,78745.0
2010-02-01,77122.0
2010-03-01,76563.0
2010-04-01,75695.0
2010-05-01,73768.0
2010-06-01,72272.0
2010-07-01,74175.0
2010-08-01,73222.0
2010-09-01,74935.0
2010-10-01,75683.0
2010-11-01,74886.0
2010-12-01,74085.0
2011-01-01,75393.0
2011-02-01,75719.0
2011-03-01,78055.0
2011-04-01,79624.0
2011-05-01,78829.0
2011-06-01,79522.0
2011-07-01,79403.0
2011-08-01,79532.0
2011-09-01,77682.0
2011-10-01,78882.0
2011-11-01,78076.0
2011-12-01,75296.0
2012-01-01,75917.0
2012-02-01,76538.0
2012-03-01,76923.0
2012-04-01,76671.0
2012-05-01,75063.0
2012-06-01,74758.0
2012-07-01,73497.0
2012-08-01,74824.0
2012-09-01,75536.0
2012-10-01,76240.0
2012-11-01,77527.0
2012-12-01,78659.0
2013-01-01,79956.0
2013-02-01,79110.0
2013-03-01,77198.0
2013-04-01,79604.0
2013-05-01,77812.0
