Tarih,TP_FDVY01
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,21515.0
2003-01-01,21932.0
2003-02-01,21286.0
2003-03-01,20976.0
2003-04-01,21504.0
2003-05-01,22312.0
2003-06-01,22368.0
2003-07-01,23237.0
2003-08-01,23454.0
2003-09-01,24029.0
2003-10-01,24459.0
2003-11-01,24935.0
2003-12-01,26506.0
2004-01-01,25835.0
2004-02-01,25827.0
2004-03-01,26047.0
2004-04-01,25672.0
2004-05-01,27027.0
2004-06-01,27601.0
2004-07-01,28197.0
2004-08-01,28075.0
2004-09-01,28775.0
2004-10-01,29885.0
2004-11-01,30894.0
2004-12-01,33522.0
2005-01-01,32590.0
2005-02-01,32194.0
2005-03-01,31801.0
2005-04-01,33305.0
2005-05-01,33297.0
2005-06-01,33798.0
2005-07-01,34023.0
2005-08-01,34101.0
2005-09-01,35478.0
2005-10-01,36393.0
2005-11-01,36386.0
2005-12-01,38637.0
2006-01-01,38715.0
2006-02-01,39084.0
2006-03-01,38545.0
2006-04-01,40347.0
2006-05-01,41850.0
2006-06-01,41136.0
2006-07-01,42953.0
2006-08-01,44537.0
2006-09-01,44061.0
2006-10-01,47018.0
2006-11-01,49052.0
2006-12-01,51096.0
2007-01-01,51368.0
2007-02-01,51756.0
2007-03-01,52386.0
2007-04-01,54520.0
2007-05-01,57087.0
2007-06-01,56160.0
2007-07-01,58077.0
2007-08-01,57668.0
2007-09-01,59232.0
2007-10-01,61413.0
2007-11-01,62973.0
2007-12-01,64775.0
2008-01-01,64675.0
2008-02-01,64969.0
2008-03-01,66340.0
2008-04-01,69459.0
2008-05-01,71836.0
2008-06-01,72035.0
2008-07-01,74994.0
2008-08-01,74569.0
2008-09-01,74436.0
2008-10-01,69830.0
2008-11-01,68265.0
2008-12-01,66646.0
2009-01-01,62850.0
2009-02-01,61528.0
2009-03-01,62896.0
2009-04-01,64329.0
2009-05-01,65340.0
2009-06-01,66176.0
2009-07-01,67770.0
2009-08-01,67908.0
2009-09-01,68838.0
2009-10-01,68714.0
2009-11-01,69644.0
2009-12-01,71376.0
2010-01-01,70395.0
2010-02-01,66663.0
2010-03-01,66532.0
2010-04-01,69537.0
2010-05-01,68665.0
2010-06-01,68372.0
2010-07-01,72942.0
2010-08-01,72400.0
2010-09-01,73629.0
2010-10-01,75514.0
2010-11-01,74390.0
2010-12-01,76054.0
2011-01-01,71246.0
2011-02-01,74329.0
2011-03-01,78357.0
2011-04-01,79706.0
2011-05-01,78210.0
2011-06-01,77845.0
2011-07-01,76359.0
2011-08-01,77419.0
2011-09-01,76958.0
2011-10-01,79262.0
2011-11-01,78389.0
2011-12-01,80220.0
2012-01-01,81546.0
2012-02-01,82965.0
2012-03-01,83064.0
2012-04-01,85150.0
2012-05-01,86740.0
2012-06-01,86632.0
2012-07-01,86375.0
2012-08-01,84855.0
2012-09-01,85770.0
2012-10-01,85381.0
2012-11-01,85921.0
2012-12-01,86991.0
2013-01-01,88920.0
2013-02-01,85766.0
2013-03-01,87462.0
2013-04-01,90654.0
2013-05-01,89338.0
