Tarih,TP_FDVY28
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,1281.0
2003-01-01,1159.0
2003-02-01,1177.0
2003-03-01,1226.0
2003-04-01,1409.0
2003-05-01,1490.0
2003-06-01,1506.0
2003-07-01,1505.0
2003-08-01,1478.0
2003-09-01,1526.0
2003-10-01,1542.0
2003-11-01,1569.0
2003-12-01,1595.0
2004-01-01,523.0
2004-02-01,567.0
2004-03-01,669.0
2004-04-01,767.0
2004-05-01,788.0
2004-06-01,937.0
2004-07-01,1007.0
2004-08-01,1039.0
2004-09-01,1081.0
2004-10-01,1112.0
2004-11-01,1096.0
2004-12-01,1005.0
2005-01-01,1126.0
2005-02-01,1156.0
2005-03-01,1065.0
2005-04-01,1072.0
2005-05-01,1067.0
2005-06-01,959.0
2005-07-01,927.0
2005-08-01,881.0
2005-09-01,771.0
2005-10-01,769.0
2005-11-01,678.0
2005-12-01,693.0
2006-01-01,570.0
2006-02-01,525.0
2006-03-01,545.0
2006-04-01,667.0
2006-05-01,717.0
2006-06-01,698.0
2006-07-01,729.0
2006-08-01,783.0
2006-09-01,754.0
2006-10-01,712.0
2006-11-01,707.0
2006-12-01,728.0
2007-01-01,603.0
2007-02-01,563.0
2007-03-01,532.0
2007-04-01,588.0
2007-05-01,543.0
2007-06-01,550.0
2007-07-01,577.0
2007-08-01,618.0
2007-09-01,674.0
2007-10-01,683.0
2007-11-01,670.0
2007-12-01,548.0
2008-01-01,501.0
2008-02-01,492.0
2008-03-01,586.0
2008-04-01,617.0
2008-05-01,634.0
2008-06-01,692.0
2008-07-01,739.0
2008-08-01,763.0
2008-09-01,944.0
2008-10-01,909.0
2008-11-01,915.0
2008-12-01,973.0
2009-01-01,951.0
2009-02-01,897.0
2009-03-01,813.0
2009-04-01,716.0
2009-05-01,763.0
2009-06-01,600.0
2009-07-01,689.0
2009-08-01,672.0
2009-09-01,577.0
2009-10-01,540.0
2009-11-01,460.0
2009-12-01,405.0
2010-01-01,479.0
2010-02-01,541.0
2010-03-01,554.0
2010-04-01,606.0
2010-05-01,609.0
2010-06-01,709.0
2010-07-01,789.0
2010-08-01,835.0
2010-09-01,816.0
2010-10-01,806.0
2010-11-01,762.0
2010-12-01,679.0
2011-01-01,669.0
2011-02-01,810.0
2011-03-01,897.0
2011-04-01,942.0
2011-05-01,952.0
2011-06-01,964.0
2011-07-01,924.0
2011-08-01,859.0
2011-09-01,793.0
2011-10-01,787.0
2011-11-01,797.0
2011-12-01,729.0
2012-01-01,953.0
2012-02-01,828.0
2012-03-01,1038.0
2012-04-01,1380.0
2012-05-01,1464.0
2012-06-01,1225.0
2012-07-01,1193.0
2012-08-01,1306.0
2012-09-01,1280.0
2012-10-01,1310.0
2012-11-01,1249.0
2012-12-01,920.0
2013-01-01,1083.0
2013-02-01,1355.0
2013-03-01,884.0
2013-04-01,1227.0
2013-05-01,1550.0
2013-06-01,1073.0
2013-07-01,1622.0
2013-08-01,2278.0
2013-09-01,1167.0
2013-10-01,2020.0
2013-11-01,2170.0
2013-12-01,1106.0
