Tarih,TP_FDVY26
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,600.0
2003-01-01,729.0
2003-02-01,731.0
2003-03-01,686.0
2003-04-01,750.0
2003-05-01,831.0
2003-06-01,1151.0
2003-07-01,1139.0
2003-08-01,1127.0
2003-09-01,1093.0
2003-10-01,978.0
2003-11-01,4774.0
2003-12-01,5428.0
2004-01-01,5437.0
2004-02-01,5494.0
2004-03-01,5487.0
2004-04-01,4873.0
2004-05-01,4846.0
2004-06-01,4840.0
2004-07-01,4838.0
2004-08-01,4853.0
2004-09-01,4944.0
2004-10-01,6971.0
2004-11-01,249.0
2004-12-01,6213.0
2005-01-01,6174.0
2005-02-01,6106.0
2005-03-01,6000.0
2005-04-01,5947.0
2005-05-01,5703.0
2005-06-01,5576.0
2005-07-01,5455.0
2005-08-01,5957.0
2005-09-01,5672.0
2005-10-01,5673.0
2005-11-01,5657.0
2005-12-01,5633.0
2006-01-01,5571.0
2006-02-01,5585.0
2006-03-01,4589.0
2006-04-01,4603.0
2006-05-01,4587.0
2006-06-01,4617.0
2006-07-01,4598.0
2006-08-01,4369.0
2006-09-01,4350.0
2006-10-01,4316.0
2006-11-01,4285.0
2006-12-01,5191.0
2007-01-01,5094.0
2007-02-01,5082.0
2007-03-01,5077.0
2007-04-01,5033.0
2007-05-01,5030.0
2007-06-01,4756.0
2007-07-01,5004.0
2007-08-01,5003.0
2007-09-01,4978.0
2007-10-01,5293.0
2007-11-01,5289.0
2007-12-01,5270.0
2008-01-01,5269.0
2008-02-01,5331.0
2008-03-01,3588.0
2008-04-01,3589.0
2008-05-01,3586.0
2008-06-01,3618.0
2008-07-01,3610.0
2008-08-01,3593.0
2008-09-01,3607.0
2008-10-01,3581.0
2008-11-01,2047.0
2008-12-01,2061.0
2009-01-01,1442.0
2009-02-01,1494.0
2009-03-01,1507.0
2009-04-01,1488.0
2009-05-01,1448.0
2009-06-01,1447.0
2009-07-01,1889.0
2009-08-01,1891.0
2009-09-01,1900.0
2009-10-01,1897.0
2009-11-01,1885.0
2009-12-01,1858.0
2010-01-01,1629.0
2010-02-01,1619.0
2010-03-01,1620.0
2010-04-01,1610.0
2010-05-01,1592.0
2010-06-01,1588.0
2010-07-01,1599.0
2010-08-01,2142.0
2010-09-01,2169.0
2010-10-01,2170.0
2010-11-01,2159.0
2010-12-01,2133.0
2011-01-01,2726.0
2011-02-01,2519.0
2011-03-01,2524.0
2011-04-01,2536.0
2011-05-01,2529.0
2011-06-01,2475.0
2011-07-01,2467.0
2011-08-01,2467.0
2011-09-01,2440.0
2011-10-01,2468.0
2011-11-01,2404.0
2011-12-01,2372.0
2012-01-01,2372.0
2012-02-01,2370.0
2012-03-01,2374.0
2012-04-01,2373.0
2012-05-01,2341.0
2012-06-01,2355.0
2012-07-01,2351.0
2012-08-01,2352.0
2012-09-01,2405.0
2012-10-01,2407.0
2012-11-01,2377.0
2012-12-01,2391.0
2013-01-01,2448.0
2013-02-01,2381.0
2013-03-01,2373.0
2013-04-01,2333.0
2013-05-01,2331.0
2013-06-01,1944.0
