Tarih,TP_FDVY05
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,146.0
2003-01-01,112.0
2003-02-01,112.0
2003-03-01,112.0
2003-04-01,112.0
2003-05-01,112.0
2003-06-01,112.0
2003-07-01,112.0
2003-08-01,112.0
2003-09-01,112.0
2003-10-01,112.0
2003-11-01,112.0
2003-12-01,919.0
2004-01-01,131.0
2004-02-01,131.0
2004-03-01,131.0
2004-04-01,131.0
2004-05-01,131.0
2004-06-01,131.0
2004-07-01,131.0
2004-08-01,131.0
2004-09-01,131.0
2004-10-01,131.0
2004-11-01,131.0
2004-12-01,1307.0
2005-01-01,1316.0
2005-02-01,1272.0
2005-03-01,1280.0
2005-04-01,1265.0
2005-05-01,1244.0
2005-06-01,1227.0
2005-07-01,1126.0
2005-08-01,1123.0
2005-09-01,1050.0
2005-10-01,1021.0
2005-11-01,1024.0
2005-12-01,1035.0
2006-01-01,1016.0
2006-02-01,1018.0
2006-03-01,863.0
2006-04-01,841.0
2006-05-01,865.0
2006-06-01,810.0
2006-07-01,779.0
2006-08-01,769.0
2006-09-01,804.0
2006-10-01,992.0
2006-11-01,945.0
2006-12-01,933.0
2007-01-01,1005.0
2007-02-01,1005.0
2007-03-01,1000.0
2007-04-01,891.0
2007-05-01,868.0
2007-06-01,862.0
2007-07-01,806.0
2007-08-01,798.0
2007-09-01,806.0
2007-10-01,833.0
2007-11-01,840.0
2007-12-01,831.0
2008-01-01,861.0
2008-02-01,874.0
2008-03-01,899.0
2008-04-01,957.0
2008-05-01,851.0
2008-06-01,851.0
2008-07-01,769.0
2008-08-01,734.0
2008-09-01,730.0
2008-10-01,652.0
2008-11-01,676.0
2008-12-01,695.0
2009-01-01,637.0
2009-02-01,623.0
2009-03-01,636.0
2009-04-01,796.0
2009-05-01,808.0
2009-06-01,801.0
2009-07-01,819.0
2009-08-01,816.0
2009-09-01,822.0
2009-10-01,1119.0
2009-11-01,1121.0
2009-12-01,1116.0
2010-01-01,987.0
2010-02-01,976.0
2010-03-01,946.0
2010-04-01,980.0
2010-05-01,966.0
2010-06-01,924.0
2010-07-01,1105.0
2010-08-01,1111.0
2010-09-01,1120.0
2010-10-01,1316.0
2010-11-01,1307.0
2010-12-01,1288.0
2011-01-01,1106.0
2011-02-01,1081.0
2011-03-01,1072.0
2011-04-01,1057.0
2011-05-01,1071.0
2011-06-01,1046.0
2011-07-01,866.0
2011-08-01,850.0
2011-09-01,830.0
2011-10-01,998.0
2011-11-01,978.0
2011-12-01,929.0
2012-01-01,789.0
2012-02-01,893.0
2012-03-01,899.0
2012-04-01,725.0
2012-05-01,708.0
2012-06-01,708.0
2012-07-01,554.0
2012-08-01,565.0
2012-09-01,566.0
2012-10-01,845.0
2012-11-01,853.0
2012-12-01,843.0
2013-01-01,579.0
2013-02-01,563.0
2013-03-01,552.0
2013-04-01,412.0
2013-05-01,425.0
2013-06-01,398.0
2013-07-01,416.0
2013-08-01,402.0
2013-09-01,425.0
2013-10-01,352.0
2013-11-01,330.0
2013-12-01,327.0
2014-01-01,301.0
