Tarih,TP_FDVY32
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,5965.0
2003-01-01,5819.0
2003-02-01,5524.0
2003-03-01,5666.0
2003-04-01,5965.0
2003-05-01,6485.0
2003-06-01,6468.0
2003-07-01,6865.0
2003-08-01,7031.0
2003-09-01,7233.0
2003-10-01,7354.0
2003-11-01,7079.0
2003-12-01,7859.0
2004-01-01,7765.0
2004-02-01,8101.0
2004-03-01,8185.0
2004-04-01,8786.0
2004-05-01,9506.0
2004-06-01,9512.0
2004-07-01,9816.0
2004-08-01,9781.0
2004-09-01,9801.0
2004-10-01,9558.0
2004-11-01,9831.0
2004-12-01,10594.0
2005-01-01,10250.0
2005-02-01,10171.0
2005-03-01,10064.0
2005-04-01,10979.0
2005-05-01,11539.0
2005-06-01,11438.0
2005-07-01,11443.0
2005-08-01,11618.0
2005-09-01,11793.0
2005-10-01,11984.0
2005-11-01,11747.0
2005-12-01,12256.0
2006-01-01,11533.0
2006-02-01,11582.0
2006-03-01,11566.0
2006-04-01,12876.0
2006-05-01,13974.0
2006-06-01,14296.0
2006-07-01,14347.0
2006-08-01,14195.0
2006-09-01,14067.0
2006-10-01,13871.0
2006-11-01,14109.0
2006-12-01,14434.0
2007-01-01,14215.0
2007-02-01,13611.0
2007-03-01,13662.0
2007-04-01,14552.0
2007-05-01,15901.0
2007-06-01,16294.0
2007-07-01,17206.0
2007-08-01,17118.0
2007-09-01,17206.0
2007-10-01,17363.0
2007-11-01,18105.0
2007-12-01,18738.0
2008-01-01,19004.0
2008-02-01,18779.0
2008-03-01,19044.0
2008-04-01,19661.0
2008-05-01,20909.0
2008-06-01,21944.0
2008-07-01,23026.0
2008-08-01,23050.0
2008-09-01,22446.0
2008-10-01,20311.0
2008-11-01,17582.0
2008-12-01,15117.0
2009-01-01,12933.0
2009-02-01,11792.0
2009-03-01,13958.0
2009-04-01,14802.0
2009-05-01,15799.0
2009-06-01,16284.0
2009-07-01,17310.0
2009-08-01,17003.0
2009-09-01,17085.0
2009-10-01,16932.0
2009-11-01,16937.0
2009-12-01,17736.0
2010-01-01,17035.0
2010-02-01,16384.0
2010-03-01,16561.0
2010-04-01,18104.0
2010-05-01,19206.0
2010-06-01,19039.0
2010-07-01,19612.0
2010-08-01,21158.0
2010-09-01,21374.0
2010-10-01,22305.0
2010-11-01,22608.0
2010-12-01,25920.0
2011-01-01,25176.0
2011-02-01,24343.0
2011-03-01,23832.0
2011-04-01,25474.0
2011-05-01,27405.0
2011-06-01,27340.0
2011-07-01,27238.0
2011-08-01,26458.0
2011-09-01,26584.0
2011-10-01,25820.0
2011-11-01,26627.0
2011-12-01,25817.0
2012-01-01,24903.0
2012-02-01,23220.0
2012-03-01,23420.0
2012-04-01,24544.0
2012-05-01,25839.0
2012-06-01,25112.0
2012-07-01,24992.0
2012-08-01,24381.0
2012-09-01,24336.0
2012-10-01,23960.0
2012-11-01,24821.0
2012-12-01,26064.0
2013-01-01,26069.0
2013-02-01,25665.0
2013-03-01,24421.0
2013-04-01,25457.0
2013-05-01,26157.0
