Tarih,TP_FDVY14
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,600.0
2003-01-01,10445.0
2003-02-01,10508.0
2003-03-01,11518.0
2003-04-01,11699.0
2003-05-01,12071.0
2003-06-01,13288.0
2003-07-01,13506.0
2003-08-01,13440.0
2003-09-01,13073.0
2003-10-01,13045.0
2003-11-01,17057.0
2003-12-01,18092.0
2004-01-01,17710.0
2004-02-01,17832.0
2004-03-01,18138.0
2004-04-01,17698.0
2004-05-01,18178.0
2004-06-01,18063.0
2004-07-01,18165.0
2004-08-01,18410.0
2004-09-01,18659.0
2004-10-01,20927.0
2004-11-01,14471.0
2004-12-01,20458.0
2005-01-01,20444.0
2005-02-01,20662.0
2005-03-01,20646.0
2005-04-01,21222.0
2005-05-01,20787.0
2005-06-01,20638.0
2005-07-01,20787.0
2005-08-01,21519.0
2005-09-01,20639.0
2005-10-01,20917.0
2005-11-01,20775.0
2005-12-01,26429.0
2006-01-01,26722.0
2006-02-01,27117.0
2006-03-01,26801.0
2006-04-01,27562.0
2006-05-01,29067.0
2006-06-01,28424.0
2006-07-01,28237.0
2006-08-01,27900.0
2006-09-01,28424.0
2006-10-01,32908.0
2006-11-01,33606.0
2006-12-01,34804.0
2007-01-01,35495.0
2007-02-01,36180.0
2007-03-01,36659.0
2007-04-01,38805.0
2007-05-01,38603.0
2007-06-01,38748.0
2007-07-01,41203.0
2007-08-01,42136.0
2007-09-01,43390.0
2007-10-01,45408.0
2007-11-01,46385.0
2007-12-01,46295.0
2008-01-01,48440.0
2008-02-01,50833.0
2008-03-01,51765.0
2008-04-01,51346.0
2008-05-01,51204.0
2008-06-01,52286.0
2008-07-01,51957.0
2008-08-01,52692.0
2008-09-01,54633.0
2008-10-01,52289.0
2008-11-01,48220.0
2008-12-01,48072.0
2009-01-01,45455.0
2009-02-01,44566.0
2009-03-01,44024.0
2009-04-01,43513.0
2009-05-01,43608.0
2009-06-01,43917.0
2009-07-01,44561.0
2009-08-01,46992.0
2009-09-01,47864.0
2009-10-01,49219.0
2009-11-01,50644.0
2009-12-01,50692.0
2010-01-01,51734.0
2010-02-01,52936.0
2010-03-01,56378.0
2010-04-01,57819.0
2010-05-01,60128.0
2010-06-01,63474.0
2010-07-01,66453.0
2010-08-01,68444.0
2010-09-01,71978.0
2010-10-01,75091.0
2010-11-01,76680.0
2010-12-01,82115.0
2011-01-01,86540.0
2011-02-01,89491.0
2011-03-01,93030.0
2011-04-01,97762.0
2011-05-01,98668.0
2011-06-01,100334.0
2011-07-01,102422.0
2011-08-01,104013.0
2011-09-01,102841.0
2011-10-01,104733.0
2011-11-01,103718.0
2011-12-01,102430.0
2012-01-01,104398.0
2012-02-01,106996.0
2012-03-01,109671.0
2012-04-01,110341.0
2012-05-01,111620.0
2012-06-01,112025.0
2012-07-01,112347.0
2012-08-01,114560.0
2012-09-01,116969.0
2012-10-01,117178.0
2012-11-01,118595.0
2012-12-01,121980.0
2013-01-01,124533.0
2013-02-01,124274.0
2013-03-01,126666.0
2013-04-01,129782.0
2013-05-01,138192.0
