Tarih,TP_FDVY37
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,-10743.0
2003-01-01,-17682.0
2003-02-01,-18115.0
2003-03-01,-18665.0
2003-04-01,-18994.0
2003-05-01,-19716.0
2003-06-01,-20643.0
2003-07-01,-20394.0
2003-08-01,-20082.0
2003-09-01,-19757.0
2003-10-01,-19592.0
2003-11-01,-22489.0
2003-12-01,-23253.0
2004-01-01,-22702.0
2004-02-01,-23546.0
2004-03-01,-24098.0
2004-04-01,-24756.0
2004-05-01,-24935.0
2004-06-01,-24287.0
2004-07-01,-24449.0
2004-08-01,-25008.0
2004-09-01,-24895.0
2004-10-01,-26327.0
2004-11-01,-19449.0
2004-12-01,-24072.0
2005-01-01,-24330.0
2005-02-01,-25353.0
2005-03-01,-25681.0
2005-04-01,-26235.0
2005-05-01,-26317.0
2005-06-01,-25901.0
2005-07-01,-26382.0
2005-08-01,-27329.0
2005-09-01,-25135.0
2005-10-01,-24466.0
2005-11-01,-24358.0
2005-12-01,-29386.0
2006-01-01,-31367.0
2006-02-01,-33415.0
2006-03-01,-34565.0
2006-04-01,-35599.0
2006-05-01,-39014.0
2006-06-01,-39690.0
2006-07-01,-38630.0
2006-08-01,-37564.0
2006-09-01,-39233.0
2006-10-01,-41147.0
2006-11-01,-41324.0
2006-12-01,-41918.0
2007-01-01,-42153.0
2007-02-01,-42842.0
2007-03-01,-48573.0
2007-04-01,-50770.0
2007-05-01,-51743.0
2007-06-01,-54335.0
2007-07-01,-57281.0
2007-08-01,-60256.0
2007-09-01,-62007.0
2007-10-01,-64612.0
2007-11-01,-67256.0
2007-12-01,-68107.0
2008-01-01,-72547.0
2008-02-01,-76430.0
2008-03-01,-80038.0
2008-04-01,-78690.0
2008-05-01,-81177.0
2008-06-01,-87050.0
2008-07-01,-85943.0
2008-08-01,-87576.0
2008-09-01,-89973.0
2008-10-01,-87541.0
2008-11-01,-81846.0
2008-12-01,-83340.0
2009-01-01,-79877.0
2009-02-01,-78161.0
2009-03-01,-78743.0
2009-04-01,-77578.0
2009-05-01,-78431.0
2009-06-01,-78183.0
2009-07-01,-78163.0
2009-08-01,-79285.0
2009-09-01,-78404.0
2009-10-01,-79623.0
2009-11-01,-79508.0
2009-12-01,-76766.0
2010-01-01,-77118.0
2010-02-01,-79780.0
2010-03-01,-82970.0
2010-04-01,-82082.0
2010-05-01,-84436.0
2010-06-01,-86413.0
2010-07-01,-87299.0
2010-08-01,-90425.0
2010-09-01,-94659.0
2010-10-01,-97565.0
2010-11-01,-99784.0
2010-12-01,-106066.0
2011-01-01,-115864.0
2011-02-01,-115225.0
2011-03-01,-116560.0
2011-04-01,-123154.0
2011-05-01,-126692.0
2011-06-01,-129350.0
2011-07-01,-132704.0
2011-08-01,-132585.0
2011-09-01,-130149.0
2011-10-01,-130172.0
2011-11-01,-130033.0
2011-12-01,-123323.0
2012-01-01,-123671.0
2012-02-01,-123789.0
2012-03-01,-126950.0
2012-04-01,-126406.0
2012-05-01,-125782.0
2012-06-01,-125263.0
2012-07-01,-124462.0
