Tarih,TP_FDVY13
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,26293.0
2003-01-01,33795.0
2003-02-01,33877.0
2003-03-01,33975.0
2003-04-01,34533.0
2003-05-01,35543.0
2003-06-01,36543.0
2003-07-01,36766.0
2003-08-01,36505.0
2003-09-01,36553.0
2003-10-01,36697.0
2003-11-01,40345.0
2003-12-01,41900.0
2004-01-01,40772.0
2004-02-01,41272.0
2004-03-01,41960.0
2004-04-01,41641.0
2004-05-01,42456.0
2004-06-01,42376.0
2004-07-01,42830.0
2004-08-01,43302.0
2004-09-01,43868.0
2004-10-01,46655.0
2004-11-01,40512.0
2004-12-01,47000.0
2005-01-01,46670.0
2005-02-01,47376.0
2005-03-01,47418.0
2005-04-01,48562.0
2005-05-01,48074.0
2005-06-01,48261.0
2005-07-01,48963.0
2005-08-01,49812.0
2005-09-01,48820.0
2005-10-01,48876.0
2005-11-01,48997.0
2005-12-01,55767.0
2006-01-01,58549.0
2006-02-01,60917.0
2006-03-01,61545.0
2006-04-01,63071.0
2006-05-01,66889.0
2006-06-01,66530.0
2006-07-01,67235.0
2006-08-01,67906.0
2006-09-01,69227.0
2006-10-01,74294.0
2006-11-01,76266.0
2006-12-01,78581.0
2007-01-01,79306.0
2007-02-01,80987.0
2007-03-01,87297.0
2007-04-01,90737.0
2007-05-01,92929.0
2007-06-01,94201.0
2007-07-01,98151.0
2007-08-01,100805.0
2007-09-01,104033.0
2007-10-01,108662.0
2007-11-01,112124.0
2007-12-01,114144.0
2008-01-01,118217.0
2008-02-01,122620.0
2008-03-01,127334.0
2008-04-01,128488.0
2008-05-01,132104.0
2008-06-01,137140.0
2008-07-01,137911.0
2008-08-01,139094.0
2008-09-01,141964.0
2008-10-01,137060.0
2008-11-01,132529.0
2008-12-01,134869.0
2009-01-01,129794.0
2009-02-01,127897.0
2009-03-01,127681.0
2009-04-01,127105.0
2009-05-01,127973.0
2009-06-01,128076.0
2009-07-01,128624.0
2009-08-01,130189.0
2009-09-01,130158.0
2009-10-01,131404.0
2009-11-01,132215.0
2009-12-01,130405.0
2010-01-01,130479.0
2010-02-01,130059.0
2010-03-01,132941.0
2010-04-01,133514.0
2010-05-01,133896.0
2010-06-01,135746.0
2010-07-01,140629.0
2010-08-01,141667.0
2010-09-01,146913.0
2010-10-01,150774.0
2010-11-01,151566.0
2010-12-01,156200.0
2011-01-01,161933.0
2011-02-01,165210.0
2011-03-01,171085.0
2011-04-01,177385.0
2011-05-01,177497.0
2011-06-01,179855.0
2011-07-01,181825.0
2011-08-01,183545.0
2011-09-01,180523.0
2011-10-01,183615.0
2011-11-01,181794.0
2011-12-01,177726.0
2012-01-01,180314.0
2012-02-01,183534.0
2012-03-01,186594.0
2012-04-01,187012.0
2012-05-01,186683.0
2012-06-01,186783.0
2012-07-01,185844.0
2012-08-01,189385.0
2012-09-01,192505.0
2012-10-01,193418.0
2012-11-01,196123.0
2012-12-01,200638.0
2013-01-01,204489.0
2013-02-01,203384.0
2013-03-01,203863.0
2013-04-01,209386.0
2013-05-01,216004.0
