Tarih,TP_FDVY08
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,0.0
2003-01-01,0.0
2003-02-01,0.0
2003-03-01,0.0
2003-04-01,0.0
2003-05-01,0.0
2003-06-01,0.0
2003-07-01,0.0
2003-08-01,0.0
2003-09-01,0.0
2003-10-01,0.0
2003-11-01,0.0
2003-12-01,536.0
2004-01-01,0.0
2004-02-01,0.0
2004-03-01,0.0
2004-04-01,0.0
2004-05-01,0.0
2004-06-01,0.0
2004-07-01,0.0
2004-08-01,0.0
2004-09-01,0.0
2004-10-01,0.0
2004-11-01,0.0
2004-12-01,797.0
2005-01-01,701.0
2005-02-01,687.0
2005-03-01,696.0
2005-04-01,719.0
2005-05-01,712.0
2005-06-01,720.0
2005-07-01,722.0
2005-08-01,716.0
2005-09-01,691.0
2005-10-01,687.0
2005-11-01,688.0
2005-12-01,693.0
2006-01-01,714.0
2006-02-01,713.0
2006-03-01,567.0
2006-04-01,583.0
2006-05-01,608.0
2006-06-01,553.0
2006-07-01,547.0
2006-08-01,540.0
2006-09-01,575.0
2006-10-01,607.0
2006-11-01,567.0
2006-12-01,549.0
2007-01-01,552.0
2007-02-01,550.0
2007-03-01,543.0
2007-04-01,537.0
2007-05-01,512.0
2007-06-01,511.0
2007-07-01,528.0
2007-08-01,521.0
2007-09-01,525.0
2007-10-01,511.0
2007-11-01,521.0
2007-12-01,512.0
2008-01-01,524.0
2008-02-01,543.0
2008-03-01,516.0
2008-04-01,547.0
2008-05-01,500.0
2008-06-01,499.0
2008-07-01,511.0
2008-08-01,477.0
2008-09-01,473.0
2008-10-01,410.0
2008-11-01,435.0
2008-12-01,455.0
2009-01-01,511.0
2009-02-01,497.0
2009-03-01,512.0
2009-04-01,537.0
2009-05-01,549.0
2009-06-01,542.0
2009-07-01,543.0
2009-08-01,540.0
2009-09-01,547.0
2009-10-01,574.0
2009-11-01,577.0
2009-12-01,574.0
2010-01-01,613.0
2010-02-01,602.0
2010-03-01,572.0
2010-04-01,572.0
2010-05-01,558.0
2010-06-01,516.0
2010-07-01,547.0
2010-08-01,553.0
2010-09-01,567.0
2010-10-01,593.0
2010-11-01,584.0
2010-12-01,565.0
2011-01-01,554.0
2011-02-01,529.0
2011-03-01,520.0
2011-04-01,531.0
2011-05-01,547.0
2011-06-01,519.0
2011-07-01,511.0
2011-08-01,495.0
2011-09-01,475.0
2011-10-01,478.0
2011-11-01,458.0
2011-12-01,409.0
2012-01-01,316.0
2012-02-01,421.0
2012-03-01,427.0
2012-04-01,431.0
2012-05-01,414.0
2012-06-01,414.0
2012-07-01,411.0
2012-08-01,422.0
2012-09-01,423.0
2012-10-01,423.0
2012-11-01,431.0
2012-12-01,421.0
2013-01-01,385.0
2013-02-01,369.0
2013-03-01,358.0
2013-04-01,354.0
2013-05-01,367.0
2013-06-01,340.0
2013-07-01,337.0
2013-08-01,323.0
2013-09-01,346.0
2013-10-01,347.0
2013-11-01,325.0
2013-12-01,322.0
2014-01-01,293.0
2014-02-01,289.0
2014-03-01,285.0
2014-04-01,291.0
