Tarih,TP_GSYIH20_HY_ZH
2000-01-01,106971296.990159
2000-04-01,118709464.129994
2000-07-01,126571712.374252
2000-10-01,123505208.9146289
2001-01-01,102425371.5855219
2001-04-01,104854151.3538289
2001-07-01,114360397.498563
2001-10-01,113545655.8069549
2002-01-01,99224943.28876498
2002-04-01,112721127.919732
2002-07-01,125560025.572913
2002-10-01,122420104.9438689
2003-01-01,108271813.5060109
2003-04-01,120274923.661198
2003-07-01,131385404.0002489
2003-10-01,135807100.7425749
2004-01-01,121184368.1195729
2004-04-01,137827276.1068949
2004-07-01,144468623.446431
2004-10-01,142259846.3763009
2005-01-01,126507827.699116
2005-04-01,141059323.049778
2005-07-01,151825902.8330059
2005-10-01,155569475.063641
2006-01-01,133703427.1845539
2006-04-01,150770627.385477
2006-07-01,154568030.118182
2006-10-01,155383841.9767029
2007-01-01,139327766.331521
2007-04-01,153181996.7444899
2007-07-01,164337953.102954
2007-10-01,167465051.871553
2008-01-01,147882789.33471
2008-04-01,153851121.748071
2008-07-01,164861102.4351789
2008-10-01,157770503.2322579
2009-01-01,134091157.101401
2009-04-01,148782857.3071419
2009-07-01,159468155.742558
2009-10-01,158936516.8259679
2010-01-01,142723638.5451999
2010-04-01,161179762.874312
2010-07-01,181384244.89605
2010-10-01,178399401.4554289
2011-01-01,167463458.1875639
2011-04-01,186089911.3387689
2011-07-01,197335075.1324029
2011-10-01,192187598.3991839
2012-01-01,173218992.2931349
2012-04-01,186336637.8320809
2012-07-01,200656196.7494469
2012-10-01,199486952.4259839
2013-01-01,184427729.390922
2013-04-01,198825648.6395399
2013-07-01,216589781.350463
2013-10-01,212512884.2075169
2014-01-01,188071954.481281
2014-04-01,204822911.2509829
2014-07-01,221504526.767233
2014-10-01,224154831.368236
2015-01-01,206841996.775979
2015-04-01,216981560.1844199
2015-07-01,225922627.0238249
2015-10-01,238317429.477692
2016-01-01,211985466.244942
2016-04-01,229214747.990987
2016-07-01,228715069.11462
2016-10-01,251410028.547187
2017-01-01,220654818.533057
2017-04-01,237737357.5608899
2017-07-01,251224486.7254149
2017-10-01,267183605.0240859
2018-01-01,235965259.3610579
2018-04-01,244951438.820573
2018-07-01,253723654.5206829
2018-10-01,248744855.089094
2019-01-01,226827351.377631
2019-04-01,244299451.7785109
2019-07-01,258310932.7334969
2019-10-01,267685903.761177
2020-01-01,235033745.917463
2020-04-01,220658501.764925
2020-07-01,286555155.8027999
2020-10-01,290526266.457974
2021-01-01,258703911.2606689
2021-04-01,276941375.709917
2021-07-01,306568925.622887
2021-10-01,351931893.671298
2022-01-01,310569215.9845539
2022-04-01,321435774.754354
2022-07-01,364161348.559009
2022-10-01,392140863.3290479
2023-01-01,346964312.2340189
2023-04-01,362992594.0948309
2023-07-01,398261569.441603
2023-10-01,424913247.7324339
2024-01-01,374078293.838598
2024-04-01,368741753.0145859
2024-07-01,411152004.6499099
2024-10-01,444806708.248793
2025-01-01,380190938.0610889
2025-04-01,387627863.273328
