Tarih,TP_DYVD_D19
2016-02-01,64380479.79
2016-03-01,62020423.59
2016-04-01,64122120.97
2016-05-01,67162682.69
2016-06-01,65708810.3
2016-07-01,71576480.44
2016-08-01,67522922.73
2016-09-01,67619442.58
2016-10-01,74142043.78
2016-11-01,79885603.8
2016-12-01,81395172.16
2017-01-01,86861213.3
2017-02-01,83970647.0
2017-03-01,85036644.84
2017-04-01,85090292.87
2017-05-01,91112599.33
2017-06-01,92992913.13
2017-07-01,91260522.38
2017-08-01,89293693.72
2017-09-01,93330334.07
2017-10-01,99353121.99
2017-11-01,100047583.66
2017-12-01,95719954.98
2018-01-01,100718911.65
2018-02-01,101370552.38
2018-03-01,105282656.73
2018-04-01,106341379.65
2018-05-01,119692463.05
2018-06-01,119406144.42
2018-07-01,127301156.73
2018-08-01,168526940.18
2018-09-01,155678872.06
2018-10-01,137802148.55
2018-11-01,128150649.75
2018-12-01,126472279.69
2019-01-01,128037013.03
2019-02-01,129382368.15
2019-03-01,141599932.36
2019-04-01,141900072.89
2019-05-01,138771235.58
2019-06-01,132078289.12
2019-07-01,119811119.28
2019-08-01,126515634.16
2019-09-01,120039442.77
2019-10-01,113353623.24
2019-11-01,113900223.36
2019-12-01,117518440.48
2020-01-01,114993404.7
2020-02-01,119546924.51
2020-03-01,123890848.76
2020-04-01,125400666.41
2020-05-01,124457184.36
2020-06-01,130767239.34
2020-07-01,137121262.24
2020-08-01,147219377.75
2020-09-01,155018315.58
2020-10-01,166689122.04
2020-11-01,155820580.4
2020-12-01,152392468.96
2021-01-01,151759269.7
2021-02-01,151184316.37
2021-03-01,169621054.73
2021-04-01,162023347.92
2021-05-01,159715807.24
2021-06-01,165284223.1
2021-07-01,155849541.94
2021-08-01,154241609.79
2021-09-01,163865893.76
2021-10-01,164653058.1
2021-11-01,223572413.33
2021-12-01,231678817.59
2022-01-01,235516584.53
2022-02-01,234879771.13
2022-03-01,248429317.0
2022-04-01,242296473.47
2022-05-01,241828358.74
2022-06-01,245178288.97
2022-07-01,262494789.9
2022-08-01,265657535.92
2022-09-01,252502262.19
2022-10-01,249961742.16
2022-11-01,256707372.83
2022-12-01,261737405.0
2023-01-01,249720360.58
2023-02-01,268233631.82
2023-03-01,259259548.54
2023-04-01,265377360.39
2023-05-01,281867126.03
2023-06-01,355527859.9
2023-07-01,372318373.63
2023-08-01,371428747.08
2023-09-01,415803442.24
2023-10-01,440999086.66
2023-11-01,484153973.97
2023-12-01,507430863.13
2024-01-01,554459181.34
2024-02-01,632892802.16
2024-03-01,689215144.83
2024-04-01,663813864.73
2024-05-01,679408291.92
2024-06-01,712240654.43
2024-07-01,710002849.92
2024-08-01,762287738.48
2024-09-01,817074765.81
2024-10-01,856343490.23
2024-11-01,885922470.32
2024-12-01,940058273.2
2025-01-01,970333209.03
2025-02-01,1006511919.83
2025-03-01,1092424815.39
2025-04-01,1128568380.1
2025-05-01,1232781198.28
2025-06-01,1319344076.54
2025-07-01,1413684423.7
2025-08-01,1512127041.97
