Tarih,TP_DYVD_D24
2016-05-01,689161.0
2016-06-01,726893.0
2016-07-01,992161.0
2016-08-01,944006.0
2016-09-01,967999.0
2016-10-01,1119748.0
2016-11-01,1233739.0
2016-12-01,1324599.0
2017-01-01,1483245.0
2017-02-01,1474265.0
2017-03-01,1481160.0
2017-04-01,1477911.0
2017-05-01,1489188.0
2017-06-01,1417735.0
2017-07-01,1281112.0
2017-08-01,1296857.0
2017-09-01,1261309.0
2017-10-01,1374171.0
2017-11-01,1564891.0
2017-12-01,1528061.0
2018-01-01,622725.0
2018-02-01,610867.0
2018-03-01,638231.0
2018-04-01,645672.0
2018-05-01,714980.0
2018-06-01,715343.0
2018-07-01,794268.0
2018-08-01,469255.0
2018-09-01,433416.0
2018-10-01,418645.0
2018-11-01,390880.0
2018-12-01,415626.0
2019-01-01,407940.0
2019-02-01,395203.0
2019-03-01,413681.0
2019-04-01,431555.0
2019-05-01,440447.0
2019-06-01,434580.0
2019-07-01,416407.0
2019-08-01,493272.0
2019-09-01,502277.0
2019-10-01,523923.0
2019-11-01,517129.0
2019-12-01,568283.0
2020-01-01,609835.0
2020-02-01,659211.0
2020-03-01,703420.0
2020-04-01,778520.0
2020-05-01,781458.0
2020-06-01,812360.0
2020-07-01,935165.0
2020-08-01,1038400.0
2020-09-01,1071541.0
2020-10-01,1106949.0
2020-11-01,970080.0
2020-12-01,987278.0
2021-01-01,964051.0
2021-02-01,944134.0
2021-03-01,1091914.0
2021-04-01,1137417.0
2021-05-01,1192510.0
2021-06-01,1131341.0
2021-07-01,1151862.0
2021-08-01,1035174.0
2021-09-01,1062235.0
2021-10-01,1149495.0
2021-11-01,1563774.0
2021-12-01,1608801.0
2022-01-01,1524424.0
2022-02-01,1645475.0
2022-03-01,1747720.0
2022-04-01,1759218.0
2022-05-01,1889035.0
2022-06-01,1798128.0
2022-07-01,1893966.0
2022-08-01,1900179.0
2022-09-01,1954098.0
2022-10-01,1986207.0
2022-11-01,2279713.0
2022-12-01,2619539.0
2023-01-01,2756016.0
2023-02-01,2573448.0
2023-03-01,3100550.0
2023-04-01,3166165.0
2023-05-01,3282357.0
2023-06-01,3895413.0
2023-07-01,4001803.0
2023-08-01,3864864.0
2023-09-01,3786439.0
2023-10-01,4120177.0
2023-11-01,4218478.0
2023-12-01,4465269.0
2024-01-01,4516371.0
2024-02-01,4614025.0
2024-03-01,5119064.0
2024-04-01,5263743.0
2024-05-01,5246110.0
2024-06-01,5373899.0
2024-07-01,5638414.0
2024-08-01,6225086.0
2024-09-01,6837768.0
2024-10-01,7128793.0
2024-11-01,6881857.0
2024-12-01,6892525.0
2025-01-01,7305433.0
2025-02-01,7775479.0
2025-03-01,9374173.0
2025-04-01,10441640.0
2025-05-01,10772837.0
2025-06-01,10839778.0
2025-07-01,11003301.0
2025-08-01,11411988.0
