Tarih,TP_DYVD_D04
2016-02-01,39170087.0
2016-03-01,39943262.0
2016-04-01,37815864.0
2016-05-01,39354325.0
2016-06-01,38575629.0
2016-07-01,39232380.0
2016-08-01,39564440.0
2016-09-01,38935823.0
2016-10-01,37638254.0
2016-11-01,41086201.0
2016-12-01,41652040.0
2017-01-01,43348530.0
2017-02-01,42774506.0
2017-03-01,43078025.0
2017-04-01,40552292.0
2017-05-01,40679072.0
2017-06-01,39731445.0
2017-07-01,38074485.0
2017-08-01,37777692.0
2017-09-01,36340462.0
2017-10-01,38782758.0
2017-11-01,41150565.0
2017-12-01,41558400.0
2018-01-01,40998675.0
2018-02-01,41844795.0
2018-03-01,42062422.0
2018-04-01,43627512.0
2018-05-01,47727308.0
2018-06-01,49085591.0
2018-07-01,59603361.0
2018-08-01,68525144.0
2018-09-01,69996282.0
2018-10-01,62161618.0
2018-11-01,51774972.0
2018-12-01,46364466.0
2019-01-01,49980885.0
2019-02-01,52023600.0
2019-03-01,47459786.0
2019-04-01,53835870.0
2019-05-01,52342591.0
2019-06-01,49619335.0
2019-07-01,49535643.0
2019-08-01,48947216.0
2019-09-01,47932454.0
2019-10-01,47761208.0
2019-11-01,46075881.0
2019-12-01,47948452.0
2020-01-01,47334048.0
2020-02-01,47237891.0
2020-03-01,47659026.0
2020-04-01,47279474.0
2020-05-01,60391315.0
2020-06-01,50152382.0
2020-07-01,44834482.0
2020-08-01,52005130.0
2020-09-01,58888020.0
2020-10-01,53614782.0
2020-11-01,54808830.0
2020-12-01,69972570.0
2021-01-01,71174011.0
2021-02-01,72442447.0
2021-03-01,76221520.0
2021-04-01,68882310.0
2021-05-01,74981986.0
2021-06-01,70826283.0
2021-07-01,68806348.0
2021-08-01,69106765.0
2021-09-01,71589667.0
2021-10-01,70961741.0
2021-11-01,87681227.0
2021-12-01,102013735.0
2022-01-01,103840090.0
2022-02-01,102995167.0
2022-03-01,101690842.0
2022-04-01,101563309.0
2022-05-01,109538314.0
2022-06-01,117110646.0
2022-07-01,121734511.0
2022-08-01,128458428.0
2022-09-01,131205846.0
2022-10-01,137769300.0
2022-11-01,135074672.0
2022-12-01,121862740.0
2023-01-01,118113987.0
2023-02-01,120726745.0
2023-03-01,117007601.0
2023-04-01,113025930.0
2023-05-01,121182808.0
2023-06-01,163113339.0
2023-07-01,180938948.0
2023-08-01,168299851.0
2023-09-01,163732423.0
2023-10-01,188421585.0
2023-11-01,207527513.0
2023-12-01,263802528.0
2024-01-01,263156487.0
2024-02-01,265564931.0
2024-03-01,302361874.0
2024-04-01,348814104.0
2024-05-01,366802802.0
2024-06-01,316309235.0
2024-07-01,331422939.0
2024-08-01,294912398.0
2024-09-01,304161666.0
2024-10-01,338283690.0
2024-11-01,318276750.0
2024-12-01,301930302.0
2025-01-01,299034063.0
2025-02-01,242680926.0
2025-03-01,289789570.0
2025-04-01,261030691.0
2025-05-01,343793544.0
2025-06-01,346799908.0
2025-07-01,436357022.0
2025-08-01,390530709.0
