Tarih,TP_DYVD_D06
2016-02-01,239056891.0
2016-03-01,227630983.0
2016-04-01,223804430.0
2016-05-01,235037394.0
2016-06-01,233252091.0
2016-07-01,240233408.0
2016-08-01,232281775.0
2016-09-01,232410958.0
2016-10-01,238738417.0
2016-11-01,258813096.0
2016-12-01,261296028.0
2017-01-01,283479917.0
2017-02-01,268974972.0
2017-03-01,270183750.0
2017-04-01,264637410.0
2017-05-01,263664962.0
2017-06-01,266922875.0
2017-07-01,263990427.0
2017-08-01,260619142.0
2017-09-01,270895597.0
2017-10-01,294612032.0
2017-11-01,307644454.0
2017-12-01,300582645.0
2018-01-01,304013452.0
2018-02-01,307567718.0
2018-03-01,311921112.0
2018-04-01,325091394.0
2018-05-01,356347245.0
2018-06-01,358230566.0
2018-07-01,378902702.0
2018-08-01,484081336.0
2018-09-01,417572070.0
2018-10-01,371931585.0
2018-11-01,337871707.0
2018-12-01,331381390.0
2019-01-01,314681680.0
2019-02-01,316016414.0
2019-03-01,326817623.0
2019-04-01,340444882.0
2019-05-01,329779951.0
2019-06-01,322156754.0
2019-07-01,303026904.0
2019-08-01,306968312.0
2019-09-01,292534033.0
2019-10-01,286521860.0
2019-11-01,287025130.0
2019-12-01,297772476.0
2020-01-01,287283048.0
2020-02-01,298328643.0
2020-03-01,311735553.0
2020-04-01,325482415.0
2020-05-01,320405754.0
2020-06-01,322566209.0
2020-07-01,337955634.0
2020-08-01,358515029.0
2020-09-01,379985689.0
2020-10-01,392866235.0
2020-11-01,367986535.0
2020-12-01,352951520.0
2021-01-01,348294897.0
2021-02-01,346054355.0
2021-03-01,385283776.0
2021-04-01,388759511.0
2021-05-01,397102743.0
2021-06-01,396404380.0
2021-07-01,388053629.0
2021-08-01,376729018.0
2021-09-01,390288608.0
2021-10-01,418125060.0
2021-11-01,565223217.0
2021-12-01,575384184.0
2022-01-01,582797653.0
2022-02-01,589921279.0
2022-03-01,615744262.0
2022-04-01,617633212.0
2022-05-01,685310578.0
2022-06-01,682930232.0
2022-07-01,716273022.0
2022-08-01,714404987.0
2022-09-01,722192330.0
2022-10-01,732066822.0
2022-11-01,718261888.0
2022-12-01,725924464.0
2023-01-01,719505771.0
2023-02-01,743325120.0
2023-03-01,763274899.0
2023-04-01,779065260.0
2023-05-01,824194842.0
2023-06-01,1034864900.0
2023-07-01,1072589261.0
2023-08-01,1077443179.0
2023-09-01,1110094252.0
2023-10-01,1157802772.0
2023-11-01,1233812738.0
2023-12-01,1255645481.0
2024-01-01,1301747864.0
2024-02-01,1353181910.0
2024-03-01,1449881519.0
2024-04-01,1469276413.0
2024-05-01,1514753614.0
2024-06-01,1715885308.0
2024-07-01,1782439716.0
2024-08-01,1841445794.0
2024-09-01,1901472038.0
2024-10-01,1952040949.0
2024-11-01,1998888441.0
2024-12-01,2139221325.0
2025-01-01,2367222624.0
2025-02-01,2417858435.0
2025-03-01,2637954279.0
2025-04-01,2549483270.0
2025-05-01,2669929500.0
2025-06-01,2788921396.0
2025-07-01,2871409815.0
2025-08-01,3048646647.0
