Tarih,TP_DYVD_D03
2016-02-01,46534556.0
2016-03-01,44233251.0
2016-04-01,44181963.0
2016-05-01,48254063.0
2016-06-01,46589901.0
2016-07-01,45700719.0
2016-08-01,44609110.0
2016-09-01,44176044.0
2016-10-01,49096316.0
2016-11-01,50335865.0
2016-12-01,53532904.0
2017-01-01,55440559.0
2017-02-01,62674709.0
2017-03-01,61285073.0
2017-04-01,64985732.0
2017-05-01,67962044.0
2017-06-01,81774956.0
2017-07-01,63740480.0
2017-08-01,60516919.0
2017-09-01,59453086.0
2017-10-01,62844146.0
2017-11-01,64796543.0
2017-12-01,62743438.0
2018-01-01,61113781.0
2018-02-01,64934652.0
2018-03-01,67371517.0
2018-04-01,71108458.0
2018-05-01,76523180.0
2018-06-01,77877156.0
2018-07-01,75604758.0
2018-08-01,86798746.0
2018-09-01,96226832.0
2018-10-01,92802846.0
2018-11-01,93868363.0
2018-12-01,86045634.0
2019-01-01,80460020.0
2019-02-01,89105172.0
2019-03-01,89606590.0
2019-04-01,90999981.0
2019-05-01,95705131.0
2019-06-01,87081863.0
2019-07-01,85215889.0
2019-08-01,84878091.0
2019-09-01,82354296.0
2019-10-01,78996491.0
2019-11-01,78090115.0
2019-12-01,80559320.0
2020-01-01,85202911.0
2020-02-01,94844282.0
2020-03-01,98991466.0
2020-04-01,97487423.0
2020-05-01,95826701.0
2020-06-01,89375647.0
2020-07-01,96053320.0
2020-08-01,101138775.0
2020-09-01,105039480.0
2020-10-01,104216071.0
2020-11-01,107304925.0
2020-12-01,106491787.0
2021-01-01,100546001.0
2021-02-01,116933357.0
2021-03-01,122008858.0
2021-04-01,124526937.0
2021-05-01,125613344.0
2021-06-01,125916416.0
2021-07-01,126940879.0
2021-08-01,128099572.0
2021-09-01,133000389.0
2021-10-01,140054484.0
2021-11-01,153536873.0
2021-12-01,169301142.0
2022-01-01,167422280.0
2022-02-01,192102600.0
2022-03-01,216651452.0
2022-04-01,228360831.0
2022-05-01,237295416.0
2022-06-01,264117869.0
2022-07-01,282211221.0
2022-08-01,283416023.0
2022-09-01,288677744.0
2022-10-01,291450556.0
2022-11-01,298494699.0
2022-12-01,308910722.0
2023-01-01,348395205.0
2023-02-01,346793802.0
2023-03-01,352806577.0
2023-04-01,361391935.0
2023-05-01,371853657.0
2023-06-01,454163665.0
2023-07-01,460880157.0
2023-08-01,456218030.0
2023-09-01,462915555.0
2023-10-01,469126456.0
2023-11-01,475198694.0
2023-12-01,477528657.0
2024-01-01,540906248.0
2024-02-01,540952945.0
2024-03-01,556671343.0
2024-04-01,551630952.0
2024-05-01,557335385.0
2024-06-01,555742656.0
2024-07-01,572100226.0
2024-08-01,599699822.0
2024-09-01,597544450.0
2024-10-01,582593328.0
2024-11-01,593248478.0
2024-12-01,608155410.0
2025-01-01,675119003.0
2025-02-01,693507905.0
2025-03-01,716188249.0
2025-04-01,754792966.0
2025-05-01,771487276.0
2025-06-01,813235385.0
2025-07-01,803946064.0
2025-08-01,828960195.0
