Tarih,TP_DYVD_D07
2016-02-01,50895551.48
2016-03-01,45753075.77
2016-04-01,44499125.4
2016-05-01,46774656.21
2016-06-01,43995644.26
2016-07-01,44050498.83
2016-08-01,40937334.21
2016-09-01,40639777.42
2016-10-01,40332362.0
2016-11-01,43776794.69
2016-12-01,42496046.92
2017-01-01,46531165.99
2017-02-01,44773397.42
2017-03-01,45769895.9
2017-04-01,42732391.73
2017-05-01,42002264.68
2017-06-01,45531072.09
2017-07-01,42979711.64
2017-08-01,45016337.69
2017-09-01,47977909.2
2017-10-01,54743057.34
2017-11-01,57301129.79
2017-12-01,54360240.09
2018-01-01,55049239.5
2018-02-01,55597103.44
2018-03-01,54394366.14
2018-04-01,56837440.63
2018-05-01,62010857.54
2018-06-01,63757490.03
2018-07-01,65665641.06
2018-08-01,77626281.33
2018-09-01,65058728.89
2018-10-01,53561708.51
2018-11-01,45783752.28
2018-12-01,43461489.01
2019-01-01,37042642.61
2019-02-01,37450821.06
2019-03-01,38432179.09
2019-04-01,41429537.22
2019-05-01,42129630.83
2019-06-01,42010043.29
2019-07-01,42397256.23
2019-08-01,38712306.15
2019-09-01,37923110.57
2019-10-01,32369126.21
2019-11-01,28717446.89
2019-12-01,32169681.62
2020-01-01,28841076.73
2020-02-01,29395554.44
2020-03-01,30716454.02
2020-04-01,32402771.36
2020-05-01,34064018.94
2020-06-01,37685931.24
2020-07-01,41291214.39
2020-08-01,43896654.1
2020-09-01,47610973.02
2020-10-01,44006687.97
2020-11-01,40956118.68
2020-12-01,43347086.1
2021-01-01,41887687.69
2021-02-01,42222540.87
2021-03-01,44415712.72
2021-04-01,46359367.06
2021-05-01,46052113.99
2021-06-01,46321471.46
2021-07-01,44949681.24
2021-08-01,41886319.09
2021-09-01,41073878.02
2021-10-01,44882103.84
2021-11-01,62000811.69
2021-12-01,57732642.08
2022-01-01,60019786.63
2022-02-01,62861117.02
2022-03-01,66643454.68
2022-04-01,69796039.93
2022-05-01,84051056.5
2022-06-01,78428221.74
2022-07-01,82257332.83
2022-08-01,79078111.29
2022-09-01,79940099.08
2022-10-01,118959469.58
2022-11-01,116672903.83
2022-12-01,127561439.25
2023-01-01,126433528.89
2023-02-01,133798521.6
2023-03-01,137389481.82
2023-04-01,140231746.8
2023-05-01,148355071.56
2023-06-01,181909100.5
2023-07-01,193271604.53
2023-08-01,194146239.91
2023-09-01,205164170.58
2023-10-01,213388873.71
2023-11-01,227397892.71
2023-12-01,216924919.32
2024-01-01,221297136.88
2024-02-01,230040924.7
2024-03-01,246479858.23
2024-04-01,249776990.21
2024-05-01,257508114.38
2024-06-01,343177061.6
2024-07-01,338663546.04
2024-08-01,349874700.86
2024-09-01,383419627.05
2024-10-01,393616523.25
2024-11-01,399777688.2
2024-12-01,513413118.0
2025-01-01,568133429.76
2025-02-01,580286024.4
2025-03-01,606729484.17
2025-04-01,335064639.95
2025-05-01,347090835.0
2025-06-01,362559781.48
2025-07-01,373283275.95
2025-08-01,396324064.11
