Tarih,TP_DYVD_D09
2016-02-01,110388011.0
2016-03-01,108744013.0
2016-04-01,110297832.0
2016-05-01,111114474.0
2016-06-01,115214591.0
2016-07-01,115964316.0
2016-08-01,115133620.0
2016-09-01,115830457.0
2016-10-01,118059078.0
2016-11-01,134226295.0
2016-12-01,136467854.0
2017-01-01,168185669.0
2017-02-01,155944087.0
2017-03-01,154906801.0
2017-04-01,154820107.0
2017-05-01,156226203.0
2017-06-01,155210057.0
2017-07-01,159867220.0
2017-08-01,162311456.0
2017-09-01,160521906.0
2017-10-01,171591392.0
2017-11-01,181468278.0
2017-12-01,179632344.0
2018-01-01,183505591.0
2018-02-01,181692238.0
2018-03-01,191209464.0
2018-04-01,192239556.0
2018-05-01,221839374.0
2018-06-01,220173283.0
2018-07-01,239324614.0
2018-08-01,360014378.0
2018-09-01,307806976.0
2018-10-01,270397563.0
2018-11-01,247554874.0
2018-12-01,250905587.0
2019-01-01,249322296.0
2019-02-01,251447117.0
2019-03-01,265789519.0
2019-04-01,281038288.0
2019-05-01,278821009.0
2019-06-01,274797421.0
2019-07-01,269238496.0
2019-08-01,277758596.0
2019-09-01,273201362.0
2019-10-01,277249736.0
2019-11-01,273168053.0
2019-12-01,281806990.0
2020-01-01,286233045.0
2020-02-01,294062618.0
2020-03-01,311180911.0
2020-04-01,319051457.0
2020-05-01,318712301.0
2020-06-01,319074493.0
2020-07-01,336145822.0
2020-08-01,347306056.0
2020-09-01,362013498.0
2020-10-01,381104979.0
2020-11-01,354547218.0
2020-12-01,337292109.0
2021-01-01,325671904.0
2021-02-01,332328362.0
2021-03-01,369658277.0
2021-04-01,362872647.0
2021-05-01,374593958.0
2021-06-01,377768760.0
2021-07-01,366285380.0
2021-08-01,355774957.0
2021-09-01,377806818.0
2021-10-01,392248792.0
2021-11-01,529821322.0
2021-12-01,538799587.0
2022-01-01,545543251.0
2022-02-01,564417152.0
2022-03-01,595382778.0
2022-04-01,595195069.0
2022-05-01,662762106.0
2022-06-01,684845153.0
2022-07-01,740783754.0
2022-08-01,765497747.0
2022-09-01,805840055.0
2022-10-01,818863334.0
2022-11-01,851916147.0
2022-12-01,859261740.0
2023-01-01,893236461.0
2023-02-01,886577095.0
2023-03-01,934481653.0
2023-04-01,937675351.0
2023-05-01,979212979.0
2023-06-01,1196437480.0
2023-07-01,1247748132.0
2023-08-01,1232386316.0
2023-09-01,1280271229.0
2023-10-01,1343073956.0
2023-11-01,1362585988.0
2023-12-01,1411095869.0
2024-01-01,1431778298.0
2024-02-01,1466406850.0
2024-03-01,1542318175.0
2024-04-01,1536284566.0
2024-05-01,1581559271.0
2024-06-01,1595857615.0
2024-07-01,1630949715.0
2024-08-01,1676867888.0
2024-09-01,1709957666.0
2024-10-01,1706296935.0
2024-11-01,1669743629.0
2024-12-01,1702125631.0
2025-01-01,1720244266.0
2025-02-01,1734030907.0
2025-03-01,1821079268.0
2025-04-01,1907296815.0
2025-05-01,1906032636.0
2025-06-01,2000753607.0
2025-07-01,1988771820.0
2025-08-01,2023476484.0
