Tarih,TP_DYVD_D08
2016-02-01,188161339.51
2016-03-01,181877907.22
2016-04-01,179305304.59
2016-05-01,188262737.78
2016-06-01,189256446.73
2016-07-01,196182909.16
2016-08-01,191344440.78
2016-09-01,191771180.57
2016-10-01,198406054.99
2016-11-01,215036301.3
2016-12-01,218799981.07
2017-01-01,236948751.0
2017-02-01,224201574.57
2017-03-01,224413854.09
2017-04-01,221905018.26
2017-05-01,221662697.31
2017-06-01,221391802.9
2017-07-01,221010715.35
2017-08-01,215602804.3
2017-09-01,222917687.79
2017-10-01,239868974.65
2017-11-01,250343324.2
2017-12-01,246222404.9
2018-01-01,248964212.49
2018-02-01,251970614.55
2018-03-01,257526745.85
2018-04-01,268253953.36
2018-05-01,294336387.45
2018-06-01,294473075.96
2018-07-01,313237060.93
2018-08-01,406455054.66
2018-09-01,352513341.1
2018-10-01,318369876.48
2018-11-01,292087954.71
2018-12-01,287919900.98
2019-01-01,277639037.38
2019-02-01,278565592.93
2019-03-01,288385443.9
2019-04-01,299015344.77
2019-05-01,287650320.16
2019-06-01,280146710.7
2019-07-01,260629647.76
2019-08-01,268256005.84
2019-09-01,254610922.42
2019-10-01,254152733.78
2019-11-01,258307683.1
2019-12-01,265602794.37
2020-01-01,258441971.26
2020-02-01,268933088.55
2020-03-01,281019098.97
2020-04-01,293079643.63
2020-05-01,286341735.05
2020-06-01,284880277.75
2020-07-01,296664419.6
2020-08-01,314618374.89
2020-09-01,332374715.97
2020-10-01,348859547.02
2020-11-01,327030416.31
2020-12-01,309604433.89
2021-01-01,306407209.3
2021-02-01,303831814.12
2021-03-01,340868063.27
2021-04-01,342400143.93
2021-05-01,351050629.0
2021-06-01,350082908.53
2021-07-01,343103947.75
2021-08-01,334842698.9
2021-09-01,349214729.97
2021-10-01,373242956.15
2021-11-01,503222405.3
2021-12-01,517651541.91
2022-01-01,522777866.36
2022-02-01,527060161.97
2022-03-01,549100807.31
2022-04-01,547837172.06
2022-05-01,601259521.49
2022-06-01,604502010.25
2022-07-01,634015689.16
2022-08-01,635326875.7
2022-09-01,642252230.91
2022-10-01,613107352.41
2022-11-01,601588984.16
2022-12-01,598363024.74
2023-01-01,593072242.1
2023-02-01,609526598.4
2023-03-01,625885417.18
2023-04-01,638833513.2
2023-05-01,675839770.44
2023-06-01,852955799.49
2023-07-01,879317656.46
2023-08-01,883296939.08
2023-09-01,904930081.41
2023-10-01,944413898.28
2023-11-01,1006414845.28
2023-12-01,1038720561.67
2024-01-01,1080450727.12
2024-02-01,1123140985.3
2024-03-01,1203401660.77
2024-04-01,1219499422.79
2024-05-01,1257245499.62
2024-06-01,1372708246.4
2024-07-01,1443776169.96
2024-08-01,1491571093.14
2024-09-01,1518052410.94
2024-10-01,1558424425.74
2024-11-01,1599110752.8
2024-12-01,1625808207.0
2025-01-01,1799089194.24
2025-02-01,1837572410.6
2025-03-01,2031224794.83
2025-04-01,2214418630.04
2025-05-01,2322838665.0
2025-06-01,2426361614.52
2025-07-01,2498126539.05
2025-08-01,2652322582.89
