Tarih,TP_TUFE1YI_T9
2000-01-01,27.7343808517
2000-02-01,28.5503122033
2000-03-01,29.9174828906
2000-04-01,31.1863047096
2000-05-01,33.2176338036
2000-06-01,33.6389554985
2000-07-01,34.5556640855
2000-08-01,35.7953454991
2000-09-01,36.6622725601
2000-10-01,37.7307540919
2000-11-01,37.6141924703
2000-12-01,37.6773300153
2001-01-01,37.4830606459
2001-02-01,43.2297914301
2001-03-01,49.643108988
2001-04-01,60.212576868
2001-05-01,58.3026661299
2001-06-01,65.4372087218
2001-07-01,69.3954471238
2001-08-01,72.0654367697
2001-09-01,80.825771147
2001-10-01,85.7796400672
2001-11-01,83.2929921386
2001-12-01,80.9824008261
2002-01-01,78.5503911577
2002-02-01,76.8833171313
2002-03-01,78.824796642
2002-04-01,76.8359639725
2002-05-01,83.1096504212
2002-06-01,89.9200060029
2002-07-01,97.9627578969
2002-08-01,97.2306052109
2002-09-01,99.0870918724
2002-10-01,99.5509099919
2002-11-01,98.4678582574
2002-12-01,97.8935494341
2003-01-01,101.2507669743
2003-02-01,98.8845605795
2003-03-01,104.1461175165
2003-04-01,100.1270217036
2003-05-01,97.206034936
2003-06-01,94.2603472404
2003-07-01,95.0989546383
2003-08-01,98.6556894735
2003-09-01,102.4132934857
2003-10-01,100.0598071097
2003-11-01,103.013738243
2003-12-01,104.8836680989
2004-01-01,110.3221552711
2004-02-01,111.5706400251
2004-03-01,119.8339219547
2004-04-01,127.4209903651
2004-05-01,130.2082086737
2004-06-01,131.5460279158
2004-07-01,131.4072335151
2004-08-01,136.1473893365
2004-09-01,140.323902594
2004-10-01,140.142701465
2004-11-01,143.3370846035
2004-12-01,138.1242620881
2005-01-01,138.74
2005-02-01,138.14
2005-03-01,126.89
2005-04-01,132.85
2005-05-01,135.63
2005-06-01,143.08
2005-07-01,142.69
2005-08-01,157.35
2005-09-01,159.81
2005-10-01,161.24
2005-11-01,162.89
2005-12-01,167.35
2006-01-01,167.52
2006-02-01,161.58
2006-03-01,161.61
2006-04-01,160.42
2006-05-01,177.0
2006-06-01,195.07
2006-07-01,191.18
2006-08-01,183.47
2006-09-01,182.84
2006-10-01,184.17
2006-11-01,182.86
2006-12-01,180.95
2007-01-01,179.94
2007-02-01,177.35
2007-03-01,178.78
2007-04-01,176.6
2007-05-01,186.32
2007-06-01,192.98
2007-07-01,202.42
2007-08-01,208.19
2007-09-01,201.66
2007-10-01,195.07
2007-11-01,194.17
2007-12-01,193.62
2008-01-01,216.18
2008-02-01,219.99
2008-03-01,226.29
2008-04-01,270.19
2008-05-01,264.49
2008-06-01,264.15
2008-07-01,319.32
2008-08-01,306.89
2008-09-01,319.07
2008-10-01,363.82
2008-11-01,383.51
2008-12-01,253.78
2009-01-01,260.51
2009-02-01,273.16
2009-03-01,294.74
2009-04-01,284.97
2009-05-01,279.97
2009-06-01,282.11
2009-07-01,278.59
2009-08-01,299.35
2009-09-01,305.5
2009-10-01,305.27
2009-11-01,307.85
2009-12-01,317.02
2010-01-01,325.22
2010-02-01,324.75
