Tarih,TP_TUFE1YI_T78
2000-01-01,28.3914259331
2000-02-01,27.1053947644
2000-03-01,27.2282179659
2000-04-01,27.3931863836
2000-05-01,29.7846263659
2000-06-01,27.2619341388
2000-07-01,31.8557627051
2000-08-01,32.0399975073
2000-09-01,32.1616165598
2000-10-01,37.1889387784
2000-11-01,38.5532396344
2000-12-01,40.9290256793
2001-01-01,42.5040526163
2001-02-01,42.7653529568
2001-03-01,45.5240583946
2001-04-01,50.5032146518
2001-05-01,51.210050135
2001-06-01,52.1842067039
2001-07-01,59.1140843968
2001-08-01,62.6314037263
2001-09-01,63.4538375168
2001-10-01,64.2931293938
2001-11-01,65.105929992
2001-12-01,68.6172285763
2002-01-01,69.3698217228
2002-02-01,69.5022781166
2002-03-01,73.6866960112
2002-04-01,74.729489075
2002-05-01,75.290622525
2002-06-01,76.7343972173
2002-07-01,78.1360266933
2002-08-01,81.8640721038
2002-09-01,83.1681655081
2002-10-01,85.1453782226
2002-11-01,86.4410425836
2002-12-01,87.9931906889
2003-01-01,88.7180884076
2003-02-01,90.0406731486
2003-03-01,91.2012793294
2003-04-01,92.0934281947
2003-05-01,101.0082553546
2003-06-01,101.8577845991
2003-07-01,100.3916639778
2003-08-01,98.5955311107
2003-09-01,107.8094808989
2003-10-01,108.4220111932
2003-11-01,110.2423708726
2003-12-01,109.6194329121
2004-01-01,120.2473146017
2004-02-01,125.1216578499
2004-03-01,124.117582829
2004-04-01,126.666869101
2004-05-01,135.4040007601
2004-06-01,134.8814281262
2004-07-01,133.1044382468
2004-08-01,137.5277975698
2004-09-01,134.8532552539
2004-10-01,135.8335968463
2004-11-01,139.5555315067
2004-12-01,142.2011465298
2005-01-01,138.99
2005-02-01,137.9
2005-03-01,137.49
2005-04-01,138.49
2005-05-01,139.11
2005-06-01,137.57
2005-07-01,138.92
2005-08-01,136.04
2005-09-01,135.92
2005-10-01,135.77
2005-11-01,134.34
2005-12-01,135.77
2006-01-01,135.75
2006-02-01,134.19
2006-03-01,135.25
2006-04-01,137.71
2006-05-01,145.27
2006-06-01,152.28
2006-07-01,153.96
2006-08-01,156.88
2006-09-01,157.3
2006-10-01,157.41
2006-11-01,154.94
2006-12-01,157.2
2007-01-01,155.87
2007-02-01,153.52
2007-03-01,154.95
2007-04-01,156.63
2007-05-01,156.22
2007-06-01,156.65
2007-07-01,155.34
2007-08-01,158.26
2007-09-01,162.49
2007-10-01,156.46
2007-11-01,154.66
2007-12-01,154.82
2008-01-01,155.65
2008-02-01,161.65
2008-03-01,169.39
2008-04-01,180.26
2008-05-01,187.14
2008-06-01,197.94
2008-07-01,181.82
2008-08-01,200.33
2008-09-01,199.27
2008-10-01,212.96
2008-11-01,209.77
2008-12-01,191.18
2009-01-01,209.71
2009-02-01,204.84
2009-03-01,196.87
2009-04-01,193.81
2009-05-01,194.78
2009-06-01,196.47
2009-07-01,187.57
2009-08-01,193.21
2009-09-01,199.07
2009-10-01,199.3
2009-11-01,197.87
2009-12-01,196.8
2010-01-01,196.96
2010-02-01,201.52
2010-03-01,201.25
2010-04-01,205.11
2010-05-01,204.76
2010-06-01,205.16
2010-07-01,207.87
2010-08-01,208.97
2010-09-01,208.09
2010-10-01,207.29
2010-11-01,207.49
2010-12-01,210.08
2011-01-01,212.16
2011-02-01,217.44
2011-03-01,217.74
2011-04-01,221.36
2011-05-01,221.6
2011-06-01,224.26
2011-07-01,227.58
2011-08-01,233.98
2011-09-01,236.97
2011-10-01,235.0
2011-11-01,233.98
2011-12-01,235.54
2012-01-01,234.92
2012-02-01,234.29
2012-03-01,233.95
2012-04-01,235.55
2012-05-01,231.54
2012-06-01,231.62
2012-07-01,230.48
2012-08-01,228.51
2012-09-01,230.31
2012-10-01,231.2
2012-11-01,231.68
2012-12-01,233.17
2013-01-01,234.86
2013-02-01,232.72
2013-03-01,232.18
2013-04-01,233.34
2013-05-01,233.05
2013-06-01,238.23
2013-07-01,243.93
2013-08-01,246.82
2013-09-01,248.3
2013-10-01,251.45
2013-11-01,252.55
2013-12-01,255.26
2014-01-01,263.96
2014-02-01,267.64
2014-03-01,269.12
2014-04-01,267.86
2014-05-01,271.9
2014-06-01,267.16
2014-07-01,267.41
2014-08-01,269.98
2014-09-01,266.19
2014-10-01,269.15
2014-11-01,268.65
2014-12-01,267.61
2015-01-01,267.82
2015-02-01,270.77
2015-03-01,268.43
2015-04-01,271.05
2015-05-01,272.21
2015-06-01,276.35
2015-07-01,271.72
2015-08-01,283.61
2015-09-01,284.42
2015-10-01,285.42
2015-11-01,277.01
2015-12-01,277.02
2016-01-01,282.96
2016-02-01,280.25
2016-03-01,280.66
2016-04-01,283.49
2016-05-01,286.1
2016-06-01,285.17
2016-07-01,285.81
2016-08-01,288.93
2016-09-01,288.87
2016-10-01,291.71
2016-11-01,296.56
2016-12-01,303.09
2017-01-01,319.1
2017-02-01,339.96
2017-03-01,342.88
2017-04-01,346.58
2017-05-01,349.76
2017-06-01,351.29
2017-07-01,354.47
2017-08-01,372.62
2017-09-01,372.8
2017-10-01,377.25
2017-11-01,383.65
2017-12-01,400.48
2018-01-01,415.2
2018-02-01,417.81
2018-03-01,426.89
2018-04-01,438.41
2018-05-01,455.41
2018-06-01,471.65
2018-07-01,482.13
2018-08-01,520.09
2018-09-01,569.02
2018-10-01,575.85
2018-11-01,561.3
2018-12-01,548.15
2019-01-01,556.17
2019-02-01,550.18
2019-03-01,561.88
2019-04-01,576.54
2019-05-01,589.31
2019-06-01,584.38
2019-07-01,584.44
2019-08-01,582.45
2019-09-01,577.31
2019-10-01,581.64
