Tarih,TP_TUFE1YI_T100
2000-01-01,28.9516259783
2000-02-01,29.1699343063
2000-03-01,30.5525537174
2000-04-01,31.0619398162
2000-05-01,32.0807120137
2000-06-01,32.5309729404
2000-07-01,33.5406489576
2000-08-01,33.3708535914
2000-09-01,33.7104443239
2000-10-01,33.5300367472
2000-11-01,33.9226885317
2000-12-01,34.635222658
2001-01-01,35.7055398775
2001-02-01,35.5888055632
2001-03-01,42.5716400009
2001-04-01,49.3179737498
2001-05-01,50.3564543381
2001-06-01,55.2608115691
2001-07-01,56.6206905293
2001-08-01,60.5578205846
2001-09-01,63.468598292
2001-10-01,66.2444493244
2001-11-01,64.0355935329
2001-12-01,66.1080066194
2002-01-01,68.02123655
2002-02-01,66.7629316035
2002-03-01,69.296217827
2002-04-01,70.7697990414
2002-05-01,76.4412674807
2002-06-01,79.2322788137
2002-07-01,85.4404218927
2002-08-01,81.6715711737
2002-09-01,83.3558805658
2002-10-01,87.0549939023
2002-11-01,86.5986688555
2002-12-01,89.864197596
2003-01-01,96.1284337871
2003-02-01,96.3044282812
2003-03-01,101.4231020539
2003-04-01,101.3891714743
2003-05-01,101.1369400193
2003-06-01,102.4211404746
2003-07-01,106.8505382027
2003-08-01,101.4160928032
2003-09-01,98.007294427
2003-10-01,98.2240595193
2003-11-01,97.8817005741
2003-12-01,98.8170983826
2004-01-01,97.9437853295
2004-02-01,105.3422018548
2004-03-01,105.5909887582
2004-04-01,106.2677217248
2004-05-01,112.1088941705
2004-06-01,112.8361657981
2004-07-01,113.1604115112
2004-08-01,118.5339734476
2004-09-01,118.7398681002
2004-10-01,118.9247716207
2004-11-01,112.5907674977
2004-12-01,116.3546439525
2005-01-01,116.22
2005-02-01,116.62
2005-03-01,115.3
2005-04-01,115.68
2005-05-01,115.74
2005-06-01,115.54
2005-07-01,115.37
2005-08-01,115.56
2005-09-01,115.53
2005-10-01,122.66
2005-11-01,122.65
2005-12-01,122.19
2006-01-01,122.87
2006-02-01,123.38
2006-03-01,123.72
2006-04-01,116.55
2006-05-01,118.09
2006-06-01,128.57
2006-07-01,129.73
2006-08-01,129.88
2006-09-01,130.0
2006-10-01,134.55
2006-11-01,133.66
2006-12-01,134.11
2007-01-01,133.88
2007-02-01,134.54
2007-03-01,134.95
2007-04-01,134.44
2007-05-01,130.15
2007-06-01,126.96
2007-07-01,126.8
2007-08-01,127.24
2007-09-01,122.96
2007-10-01,122.02
2007-11-01,122.14
2007-12-01,123.02
2008-01-01,123.16
2008-02-01,130.43
2008-03-01,131.09
2008-04-01,136.11
2008-05-01,137.03
2008-06-01,136.77
2008-07-01,137.24
2008-08-01,136.65
2008-09-01,136.89
2008-10-01,137.71
2008-11-01,140.93
2008-12-01,144.6
2009-01-01,146.13
2009-02-01,142.46
2009-03-01,145.9
2009-04-01,143.25
2009-05-01,141.57
2009-06-01,143.44
2009-07-01,142.82
2009-08-01,141.77
2009-09-01,143.02
2009-10-01,143.34
2009-11-01,145.43
2009-12-01,147.91
2010-01-01,147.47
2010-02-01,146.24
2010-03-01,149.14
2010-04-01,148.59
2010-05-01,146.23
2010-06-01,146.21
2010-07-01,146.41
2010-08-01,147.19
2010-09-01,144.35
2010-10-01,142.27
2010-11-01,141.61
2010-12-01,141.42
2011-01-01,145.96
2011-02-01,148.89
2011-03-01,151.67
2011-04-01,142.83
