Tarih,TP_TUFE1YI_T114
2000-01-01,24.1308438392
2000-02-01,25.8508921081
2000-03-01,26.9450339236
2000-04-01,27.4921048313
2000-05-01,27.6903881734
2000-06-01,29.2479874392
2000-07-01,29.2503763951
2000-08-01,29.8201423842
2000-09-01,29.8906165841
2000-10-01,30.1545962142
2000-11-01,30.6550824814
2000-12-01,30.7076395118
2001-01-01,30.7231677253
2001-02-01,32.1649026285
2001-03-01,33.294878783
2001-04-01,36.0911516979
2001-05-01,39.4380789545
2001-06-01,41.3122148808
2001-07-01,42.3717168353
2001-08-01,44.032041206
2001-09-01,46.289604559
2001-10-01,49.3211896329
2001-11-01,50.3806915874
2001-12-01,53.8876788913
2002-01-01,56.6779794164
2002-02-01,60.4453629165
2002-03-01,62.7686225575
2002-04-01,64.9772123139
2002-05-01,67.7400398458
2002-06-01,74.1746926407
2002-07-01,75.4647288423
2002-08-01,78.6671242652
2002-09-01,82.3843396908
2002-10-01,86.9424676034
2002-11-01,91.6069040548
2002-12-01,97.4682074267
2003-01-01,104.8847211084
2003-02-01,102.5086930593
2003-03-01,99.7530199918
2003-04-01,100.0526994165
2003-05-01,99.0488270834
2003-06-01,97.3835528118
2003-07-01,99.0064103226
2003-08-01,99.6657215443
2003-09-01,99.4669483925
2003-10-01,99.3698535974
2003-11-01,99.5244950409
2003-12-01,99.3350576305
2004-01-01,103.9771870984
2004-02-01,102.5242121055
2004-03-01,102.3536716137
2004-04-01,103.1809690005
2004-05-01,105.1570513163
2004-06-01,105.3961468642
2004-07-01,105.7487855076
2004-08-01,107.7311476241
2004-09-01,108.4871398189
2004-10-01,106.1966068429
2004-11-01,107.5362366905
2004-12-01,105.1064730418
2005-01-01,105.53
2005-02-01,103.64
2005-03-01,99.32
2005-04-01,100.47
2005-05-01,100.03
2005-06-01,99.35
2005-07-01,100.42
2005-08-01,99.19
2005-09-01,97.58
2005-10-01,100.15
2005-11-01,98.31
2005-12-01,99.86
2006-01-01,100.46
2006-02-01,100.16
2006-03-01,99.5
2006-04-01,99.33
2006-05-01,100.63
2006-06-01,105.37
2006-07-01,105.12
2006-08-01,103.69
2006-09-01,104.38
2006-10-01,107.62
2006-11-01,107.83
2006-12-01,106.58
2007-01-01,107.43
2007-02-01,108.73
2007-03-01,107.32
2007-04-01,105.73
2007-05-01,105.31
2007-06-01,104.41
2007-07-01,102.45
2007-08-01,104.6
2007-09-01,105.25
