Tarih,TP_TUFE1YI_T6
2000-01-01,31.7695016484
2000-02-01,33.0341354822
2000-03-01,36.7544684467
2000-04-01,37.0524675828
2000-05-01,33.1635788569
2000-06-01,39.000636935
2000-07-01,41.6900791381
2000-08-01,41.1089808228
2000-09-01,42.0514030906
2000-10-01,47.8232738576
2000-11-01,46.6824959148
2000-12-01,46.968388836
2001-01-01,41.1797556176
2001-02-01,40.4468639923
2001-03-01,47.5085122702
2001-04-01,54.0784619735
2001-05-01,68.5221076006
2001-06-01,70.6611826493
2001-07-01,73.6104428492
2001-08-01,71.1444999981
2001-09-01,79.1308768452
2001-10-01,84.7388480874
2001-11-01,70.4320958134
2001-12-01,59.8521952351
2002-01-01,58.1685001163
2002-02-01,61.2742098626
2002-03-01,58.4022431886
2002-04-01,71.1454312454
2002-05-01,78.4678287674
2002-06-01,79.2882576389
2002-07-01,84.6885607332
2002-08-01,94.538363428
2002-09-01,99.8371605665
2002-10-01,109.6962757344
2002-11-01,105.173207597
2002-12-01,87.845489081
2003-01-01,100.7963452858
2003-02-01,116.148305659
2003-03-01,126.9830704686
2003-04-01,113.4964882624
2003-05-01,96.404490385
2003-06-01,86.2293875589
2003-07-01,87.4536916127
2003-08-01,93.1069115098
2003-09-01,95.7931919004
2003-10-01,86.938964629
2003-11-01,97.4179212705
2003-12-01,99.2312314573
2004-01-01,94.7291485125
2004-02-01,92.1254872599
2004-03-01,84.2135057182
2004-04-01,93.4034481772
2004-05-01,96.7309458226
2004-06-01,121.4842767524
2004-07-01,111.0585590743
2004-08-01,117.7486041929
2004-09-01,128.5732174223
2004-10-01,134.5363592555
2004-11-01,149.3218693429
2004-12-01,119.2901586627
2005-01-01,97.75
2005-02-01,112.04
2005-03-01,112.32
2005-04-01,132.82
2005-05-01,148.16
2005-06-01,129.13
2005-07-01,150.45
2005-08-01,153.15
2005-09-01,172.81
2005-10-01,171.09
2005-11-01,152.77
2005-12-01,145.68
2006-01-01,152.4
2006-02-01,173.64
2006-03-01,158.77
2006-04-01,171.85
2006-05-01,187.95
2006-06-01,197.49
2006-07-01,213.6
2006-08-01,226.1
2006-09-01,213.77
2006-10-01,181.58
2006-11-01,174.11
2006-12-01,171.97
2007-01-01,193.88
2007-02-01,174.6
2007-03-01,174.83
2007-04-01,190.04
2007-05-01,197.23
2007-06-01,195.69
2007-07-01,198.56
2007-08-01,210.97
2007-09-01,196.63
2007-10-01,211.4
2007-11-01,219.45
2007-12-01,240.85
2008-01-01,240.2
2008-02-01,234.76
2008-03-01,254.97
2008-04-01,280.78
2008-05-01,306.62
2008-06-01,335.62
2008-07-01,347.73
2008-08-01,346.7
2008-09-01,291.96
2008-10-01,268.43
2008-11-01,241.02
2008-12-01,202.55
2009-01-01,157.63
2009-02-01,170.16
2009-03-01,167.79
2009-04-01,201.5
2009-05-01,206.72
2009-06-01,214.98
2009-07-01,266.81
2009-08-01,224.88
2009-09-01,272.15
2009-10-01,248.46
2009-11-01,262.57
2009-12-01,289.53
2010-01-01,289.47
2010-02-01,285.79
2010-03-01,281.66
2010-04-01,302.85
2010-05-01,319.07
2010-06-01,293.73
2010-07-01,296.01
2010-08-01,295.6
2010-09-01,294.88
2010-10-01,290.28
2010-11-01,304.13
2010-12-01,311.8
2011-01-01,341.37
2011-02-01,382.86
2011-03-01,409.19
2011-04-01,442.23
2011-05-01,454.62
2011-06-01,429.02
2011-07-01,436.24
2011-08-01,464.42
2011-09-01,471.95
2011-10-01,486.12
2011-11-01,495.76
2011-12-01,496.96
2012-01-01,510.63
2012-02-01,519.75
2012-03-01,523.36
2012-04-01,546.31
2012-05-01,551.51
2012-06-01,503.91
2012-07-01,445.99
2012-08-01,480.48
2012-09-01,516.21
2012-10-01,523.34
2012-11-01,515.54
2012-12-01,505.71
2013-01-01,507.86
2013-02-01,515.36
2013-03-01,524.67
2013-04-01,511.41
2013-05-01,472.77
2013-06-01,488.1
2013-07-01,505.57
2013-08-01,536.68
2013-09-01,554.8
2013-10-01,579.83
2013-11-01,556.23
2013-12-01,555.62
2014-01-01,585.21
2014-02-01,596.46
2014-03-01,608.96
2014-04-01,605.96
2014-05-01,586.23
2014-06-01,585.73
2014-07-01,596.48
2014-08-01,578.0
2014-09-01,560.91
2014-10-01,548.01
2014-11-01,502.92
2014-12-01,459.43
2015-01-01,358.87
2015-02-01,263.08
2015-03-01,372.55
2015-04-01,379.48
2015-05-01,420.27
2015-06-01,456.48
2015-07-01,435.61
2015-08-01,386.46
2015-09-01,335.45
2015-10-01,356.35
2015-11-01,363.6
2015-12-01,335.49
2016-01-01,248.08
2016-02-01,245.47
2016-03-01,239.87
2016-04-01,263.37
2016-05-01,289.71
2016-06-01,340.05
2016-07-01,361.27
2016-08-01,327.66
2016-09-01,330.63
2016-10-01,340.12
2016-11-01,376.22
2016-12-01,353.6
2017-01-01,457.06
2017-02-01,501.3
2017-03-01,499.08
2017-04-01,490.1
2017-05-01,484.21
2017-06-01,419.15
2017-07-01,408.07
2017-08-01,422.87
2017-09-01,441.08
2017-10-01,485.85
2017-11-01,525.29
2017-12-01,605.75
2018-01-01,619.44
2018-02-01,666.33
2018-03-01,633.03
2018-04-01,659.22
2018-05-01,729.64
2018-06-01,839.75
2018-07-01,849.96
2018-08-01,871.73
2018-09-01,1019.5
2018-10-01,1231.38
2018-11-01,1216.64
2018-12-01,942.21
2019-01-01,832.01
2019-02-01,867.63
2019-03-01,896.12
2019-04-01,1049.52
2019-05-01,1123.86
2019-06-01,1173.81
2019-07-01,1024.42
2019-08-01,1019.84
2019-09-01,922.68
2019-10-01,1011.21
2019-11-01,962.17
2019-12-01,975.34
2020-01-01,1044.1
2020-02-01,1035.94
2020-03-01,882.71
2020-04-01,638.1
2020-05-01,431.92
2020-06-01,521.32
2020-07-01,728.4
2020-08-01,906.21
2020-09-01,957.8
2020-10-01,899.49
2020-11-01,929.72
2020-12-01,981.79
2021-01-01,1079.5
2021-02-01,1090.19
2021-03-01,1157.73
2021-04-01,1334.25
2021-05-01,1372.92
2021-06-01,1467.27
2021-07-01,1604.23
2021-08-01,1655.59
2021-09-01,1575.79
2021-10-01,1668.13
2021-11-01,2012.9
2021-12-01,2341.67
2022-01-01,2837.39
2022-02-01,3419.58
2022-03-01,3716.8
2022-04-01,4583.41
2022-05-01,4806.97
2022-06-01,5349.69
2022-07-01,5982.31
2022-08-01,5616.41
2022-09-01,5447.52
2022-10-01,5884.88
2022-11-01,6094.5
2022-12-01,5919.02
2023-01-01,5386.56
2023-02-01,5424.26
2023-03-01,5387.34
2023-04-01,5200.95
2023-05-01,5522.98
2023-06-01,5154.06
2023-07-01,5988.27
2023-08-01,7296.43
2023-09-01,7949.51
2023-10-01,8464.77
2023-11-01,8401.34
2023-12-01,8210.36
2024-01-01,8010.04
2024-02-01,8196.86
2024-03-01,8364.73
2024-04-01,8895.17
2024-05-01,9237.68
2024-06-01,9287.58
2024-07-01,9492.42
2024-08-01,9781.22
2024-09-01,9609.78
2024-10-01,8899.33
2024-11-01,9055.24
2024-12-01,9262.29
2025-01-01,9452.53
2025-02-01,10047.14
2025-03-01,9996.88
2025-04-01,10220.08
2025-05-01,10046.42
2025-06-01,9723.33
2025-07-01,10538.47
2025-08-01,10905.01
2025-09-01,10956.53
