Tarih,TP_TUFE1YI_T48
2000-01-01,35.2700982016
2000-02-01,36.1698456048
2000-03-01,39.6788604769
2000-04-01,37.660603557
2000-05-01,35.2224645156
2000-06-01,35.1395466177
2000-07-01,35.8222961177
2000-08-01,37.2442498567
2000-09-01,40.3986583993
2000-10-01,41.5383384433
2000-11-01,42.6868395402
2000-12-01,43.9500143257
2001-01-01,45.3560901694
2001-02-01,45.5148691229
2001-03-01,46.5892733748
2001-04-01,48.6939766139
2001-05-01,53.0956820467
2001-06-01,52.4623304433
2001-07-01,50.6522503735
2001-08-01,50.7933872211
2001-09-01,59.2016149136
2001-10-01,66.1931814989
2001-11-01,71.0659311605
2001-12-01,76.4838218956
2002-01-01,75.6405292315
2002-02-01,75.3811902742
2002-03-01,75.5840744925
2002-04-01,75.5382050171
2002-05-01,75.6052450196
2002-06-01,78.6679146114
2002-07-01,78.6326303995
2002-08-01,83.3959990042
2002-09-01,94.3199910042
2002-10-01,94.3199910042
2002-11-01,87.6953802225
2002-12-01,95.990698437
2003-01-01,96.0259826489
2003-02-01,96.0556654486
2003-03-01,97.4289002764
2003-04-01,100.1158252414
2003-05-01,100.1946663565
2003-06-01,99.9747607848
2003-07-01,99.9151955546
2003-08-01,100.8867212026
2003-09-01,101.6945683196
2003-10-01,101.4773865935
2003-11-01,103.0662740907
2003-12-01,103.1640534818
2004-01-01,104.5027188748
2004-02-01,109.0552319433
2004-03-01,109.0338408729
2004-04-01,111.0139787051
2004-05-01,111.0153183417
2004-06-01,112.7029025684
2004-07-01,113.5585680878
2004-08-01,113.5840271608
2004-09-01,114.0421924848
2004-10-01,114.2863518906
2004-11-01,114.4013961033
2004-12-01,114.5527754328
2005-01-01,117.93
2005-02-01,117.91
2005-03-01,117.65
2005-04-01,114.89
2005-05-01,114.53
2005-06-01,115.54
2005-07-01,113.73
2005-08-01,115.09
2005-09-01,113.78
2005-10-01,114.49
2005-11-01,118.47
2005-12-01,119.26
2006-01-01,117.88
2006-02-01,119.79
2006-03-01,119.12
2006-04-01,119.77
2006-05-01,120.61
2006-06-01,120.65
2006-07-01,121.96
2006-08-01,123.23
2006-09-01,124.81
2006-10-01,124.67
2006-11-01,124.67
2006-12-01,126.27
2007-01-01,125.76
2007-02-01,125.81
2007-03-01,126.98
2007-04-01,126.13
2007-05-01,127.88
2007-06-01,128.12
2007-07-01,127.9
2007-08-01,128.49
2007-09-01,128.79
2007-10-01,128.79
2007-11-01,130.45
2007-12-01,131.01
2008-01-01,131.59
2008-02-01,132.07
2008-03-01,132.03
2008-04-01,132.21
2008-05-01,132.24
2008-06-01,132.74
2008-07-01,135.0
2008-08-01,132.71
2008-09-01,132.36
2008-10-01,134.63
2008-11-01,135.89
2008-12-01,137.94
2009-01-01,139.38
2009-02-01,139.74
2009-03-01,139.81
2009-04-01,147.73
2009-05-01,148.69
2009-06-01,148.68
2009-07-01,149.69
2009-08-01,149.69
2009-09-01,150.37
2009-10-01,150.37
2009-11-01,151.56
2009-12-01,152.55
2010-01-01,151.96
2010-02-01,151.87
2010-03-01,151.87
2010-04-01,151.87
2010-05-01,151.87
2010-06-01,151.74
2010-07-01,151.65
2010-08-01,151.62
2010-09-01,151.62
2010-10-01,151.64
2010-11-01,153.06
2010-12-01,152.98
2011-01-01,147.65
2011-02-01,147.32
2011-03-01,147.27
2011-04-01,149.94
2011-05-01,151.53
2011-06-01,151.21
2011-07-01,151.83
2011-08-01,152.2
2011-09-01,152.01
2011-10-01,152.29
2011-11-01,153.5
2011-12-01,153.44
2012-01-01,154.88
2012-02-01,155.71
2012-03-01,155.32
2012-04-01,155.43
2012-05-01,153.13
2012-06-01,152.97
2012-07-01,153.16
2012-08-01,154.9
2012-09-01,152.03
2012-10-01,152.03
2012-11-01,156.87
2012-12-01,158.31
2013-01-01,158.99
2013-02-01,154.14
2013-03-01,163.32
2013-04-01,160.72
2013-05-01,161.39
2013-06-01,166.35
2013-07-01,165.09
2013-08-01,166.8
2013-09-01,164.98
2013-10-01,160.89
2013-11-01,165.12
2013-12-01,164.72
2014-01-01,166.62
2014-02-01,167.58
2014-03-01,168.93
2014-04-01,169.57
2014-05-01,177.42
2014-06-01,171.58
2014-07-01,167.98
2014-08-01,170.05
2014-09-01,170.98
2014-10-01,168.66
2014-11-01,169.09
2014-12-01,170.3
2015-01-01,171.64
2015-02-01,170.08
2015-03-01,171.22
2015-04-01,171.64
2015-05-01,172.14
2015-06-01,172.82
2015-07-01,172.04
2015-08-01,179.07
2015-09-01,177.39
2015-10-01,178.84
2015-11-01,178.4
2015-12-01,179.1
2016-01-01,185.58
2016-02-01,190.06
2016-03-01,190.13
2016-04-01,189.26
2016-05-01,190.41
2016-06-01,189.95
2016-07-01,191.84
2016-08-01,192.04
2016-09-01,192.49
2016-10-01,192.48
2016-11-01,193.49
2016-12-01,194.35
2017-01-01,201.87
2017-02-01,205.12
2017-03-01,212.32
2017-04-01,215.32
2017-05-01,217.14
2017-06-01,218.08
2017-07-01,220.55
2017-08-01,220.05
2017-09-01,209.9
2017-10-01,210.45
2017-11-01,214.02
2017-12-01,215.87
2018-01-01,218.76
2018-02-01,220.32
