Tarih,TP_TUFE1YI_T3
2000-01-01,23.6839079775
2000-02-01,24.6134928216
2000-03-01,25.1083600475
2000-04-01,25.6018602368
2000-05-01,25.8670653247
2000-06-01,26.360565514
2000-07-01,27.0987652432
2000-08-01,27.6715535515
2000-09-01,28.6817935513
2000-10-01,29.6373520896
2000-11-01,30.5915435914
2000-12-01,31.6209221026
2001-01-01,34.0022997474
2001-02-01,33.9325808841
2001-03-01,36.8115598279
2001-04-01,40.2537578243
2001-05-01,41.3268815047
2001-06-01,43.4143462944
2001-07-01,46.1853293518
2001-08-01,48.8442154134
2001-09-01,52.9220853988
2001-10-01,56.2986656415
2001-11-01,59.6820810668
2001-12-01,63.6902321889
2002-01-01,65.8105058555
2002-02-01,67.9116410105
2002-03-01,70.4515948935
2002-04-01,72.6415874234
2002-05-01,73.2936638508
2002-06-01,75.4740871249
2002-07-01,77.4152790053
2002-08-01,79.8527051481
2002-09-01,82.5758419268
2002-10-01,84.2477276098
2002-11-01,86.7193296659
2002-12-01,88.0617595438
2003-01-01,94.7110252525
2003-02-01,95.6631659488
2003-03-01,96.009518676
2003-04-01,96.1175540919
2003-05-01,97.7853195508
2003-06-01,99.9617819521
2003-07-01,100.0663472547
2003-08-01,100.9830273726
2003-09-01,101.6458790928
2003-10-01,102.5676592879
2003-11-01,107.5124229636
2003-12-01,106.9762985558
2004-01-01,106.8104221727
2004-02-01,109.1995223558
2004-03-01,108.9657652197
2004-04-01,112.7822886849
2004-05-01,113.5917246967
2004-06-01,113.883510467
2004-07-01,114.0166729507
2004-08-01,117.572491358
2004-09-01,121.1278521916
2004-10-01,122.6902506164
2004-11-01,122.8048147733
2004-12-01,122.2984266094
2005-01-01,125.69
2005-02-01,125.63
2005-03-01,124.34
2005-04-01,125.53
2005-05-01,127.37
2005-06-01,129.42
2005-07-01,128.62
2005-08-01,130.57
2005-09-01,130.17
2005-10-01,130.58
2005-11-01,131.07
2005-12-01,131.15
2006-01-01,134.03
2006-02-01,135.61
2006-03-01,135.35
2006-04-01,134.7
2006-05-01,135.13
2006-06-01,138.36
2006-07-01,145.65
2006-08-01,146.06
2006-09-01,146.19
2006-10-01,147.34
2006-11-01,152.55
2006-12-01,153.26
2007-01-01,155.8
2007-02-01,155.96
2007-03-01,156.01
2007-04-01,154.28
2007-05-01,154.28
2007-06-01,155.15
2007-07-01,154.99
2007-08-01,161.58
2007-09-01,162.08
2007-10-01,172.96
2007-11-01,173.41
2007-12-01,175.41
2008-01-01,176.39
2008-02-01,177.21
2008-03-01,180.54
2008-04-01,181.09
2008-05-01,182.11
2008-06-01,183.94
2008-07-01,203.59
2008-08-01,208.46
2008-09-01,210.7
2008-10-01,217.29
2008-11-01,221.54
2008-12-01,232.52
2009-01-01,231.14
2009-02-01,230.43
2009-03-01,231.45
2009-04-01,228.55
2009-05-01,228.53
2009-06-01,227.4
2009-07-01,227.17
2009-08-01,226.75
2009-09-01,227.12
2009-10-01,226.74
2009-11-01,227.33
2009-12-01,226.65
2010-01-01,224.69
2010-02-01,228.28
2010-03-01,226.97
2010-04-01,227.87
2010-05-01,229.31
2010-06-01,228.84
2010-07-01,237.98
2010-08-01,237.23
2010-09-01,239.81
2010-10-01,240.32
2010-11-01,239.99
2010-12-01,241.25
2011-01-01,250.8
2011-02-01,254.54
2011-03-01,253.85
2011-04-01,253.05
2011-05-01,252.79
2011-06-01,253.82
2011-07-01,254.25
2011-08-01,255.41
2011-09-01,256.2
2011-10-01,263.21
2011-11-01,268.89
2011-12-01,268.57
2012-01-01,281.42
2012-02-01,280.2
2012-03-01,280.51
2012-04-01,290.04
2012-05-01,289.89
2012-06-01,290.07
2012-07-01,290.81
2012-08-01,294.71
2012-09-01,298.39
2012-10-01,299.02
2012-11-01,299.12
2012-12-01,298.83
2013-01-01,315.66
2013-02-01,314.66
2013-03-01,315.1
2013-04-01,314.36
2013-05-01,314.01
2013-06-01,314.89
2013-07-01,315.66
2013-08-01,315.48
2013-09-01,317.05
2013-10-01,316.93
2013-11-01,317.11
2013-12-01,318.06
2014-01-01,320.56
2014-02-01,327.65
2014-03-01,327.8
2014-04-01,326.69
2014-05-01,326.28
2014-06-01,326.47
2014-07-01,326.59
