Tarih,TP_TUFE1YI_T81
2000-01-01,33.2059127259
2000-02-01,33.7099513463
2000-03-01,33.6076277166
2000-04-01,34.9435195491
2000-05-01,36.7815551199
2000-06-01,36.6432287316
2000-07-01,38.215980818
2000-08-01,38.570323758
2000-09-01,39.0762572605
2000-10-01,40.6149014704
2000-11-01,40.6414298188
2000-12-01,41.429700744
2001-01-01,42.3506134115
2001-02-01,43.512176097
2001-03-01,51.0860195783
2001-04-01,58.4211079235
2001-05-01,63.0465149632
2001-06-01,64.7083265052
2001-07-01,64.2421855253
2001-08-01,65.0171922764
2001-09-01,68.030054707
2001-10-01,72.2006900591
2001-11-01,73.6768031619
2001-12-01,74.0046177534
2002-01-01,83.1133156804
2002-02-01,83.0185715788
2002-03-01,82.7494983303
2002-04-01,83.1606877312
2002-05-01,84.4776307433
2002-06-01,87.1172014137
2002-07-01,87.4488057692
2002-08-01,91.6800773463
2002-09-01,93.0330231171
2002-10-01,94.3196480167
2002-11-01,98.5698684141
2002-12-01,100.0384019888
2003-01-01,99.1080149111
2003-02-01,99.894399993
2003-03-01,101.2510036915
2003-04-01,101.1068747888
2003-05-01,100.1879046717
2003-06-01,101.0511336066
2003-07-01,99.8355004938
2003-08-01,99.4838941315
2003-09-01,98.8151131361
2003-10-01,99.4535592422
2003-11-01,100.006843381
2003-12-01,99.805757952
2004-01-01,93.9267296649
2004-02-01,93.6005164579
2004-03-01,94.047092016
2004-04-01,94.8766540592
2004-05-01,99.1346056297
2004-06-01,100.7598745021
2004-07-01,100.2518358119
2004-08-01,100.773366131
2004-09-01,100.7481410262
2004-10-01,99.3197582429
2004-11-01,101.2405564899
2004-12-01,107.8994408495
2005-01-01,103.06
2005-02-01,101.99
2005-03-01,101.51
2005-04-01,101.41
2005-05-01,102.81
2005-06-01,101.02
2005-07-01,101.16
2005-08-01,101.11
2005-09-01,101.87
2005-10-01,101.2
2005-11-01,101.35
2005-12-01,102.26
2006-01-01,101.91
2006-02-01,100.87
2006-03-01,100.53
2006-04-01,101.19
2006-05-01,102.13
2006-06-01,111.48
2006-07-01,112.51
2006-08-01,111.2
2006-09-01,111.97
2006-10-01,111.69
2006-11-01,111.7
2006-12-01,109.54
2007-01-01,110.73
2007-02-01,110.53
2007-03-01,110.52
2007-04-01,109.5
2007-05-01,112.37
2007-06-01,111.42
2007-07-01,113.52
2007-08-01,115.63
2007-09-01,116.01
2007-10-01,115.45
2007-11-01,115.99
2007-12-01,116.18
2008-01-01,116.01
2008-02-01,116.68
2008-03-01,118.94
2008-04-01,121.91
2008-05-01,123.42
2008-06-01,128.33
2008-07-01,130.17
2008-08-01,132.46
2008-09-01,134.79
2008-10-01,134.76
2008-11-01,134.35
2008-12-01,132.93
2009-01-01,134.08
2009-02-01,132.63
2009-03-01,132.77
2009-04-01,129.74
2009-05-01,129.67
2009-06-01,129.76
2009-07-01,128.15
2009-08-01,129.43
2009-09-01,130.76
2009-10-01,132.22
2009-11-01,131.91
2009-12-01,132.22
2010-01-01,128.6
2010-02-01,127.11
2010-03-01,130.05
2010-04-01,129.78
2010-05-01,129.83
2010-06-01,130.57
2010-07-01,130.25
2010-08-01,130.31
2010-09-01,130.04
2010-10-01,129.95
2010-11-01,130.07
2010-12-01,130.09
2011-01-01,132.26
2011-02-01,135.95
2011-03-01,137.42
2011-04-01,137.0
2011-05-01,138.36
2011-06-01,138.93
2011-07-01,141.36
2011-08-01,144.34
2011-09-01,144.48
2011-10-01,146.84
2011-11-01,147.35
2011-12-01,149.58
2012-01-01,141.85
2012-02-01,140.84
2012-03-01,141.31
2012-04-01,142.47
2012-05-01,141.22
2012-06-01,141.69
2012-07-01,142.49
2012-08-01,141.77
2012-09-01,142.09
2012-10-01,142.75
2012-11-01,142.38
2012-12-01,143.1
2013-01-01,144.19
2013-02-01,145.83
2013-03-01,145.74
2013-04-01,146.2
2013-05-01,146.35
2013-06-01,147.85
2013-07-01,148.94
2013-08-01,150.05
2013-09-01,153.61
2013-10-01,153.48
2013-11-01,153.84
2013-12-01,155.09
2014-01-01,156.89
2014-02-01,160.47
2014-03-01,160.21
2014-04-01,159.3
2014-05-01,158.05
2014-06-01,158.07
2014-07-01,157.55
2014-08-01,157.08
2014-09-01,157.8
2014-10-01,157.77
2014-11-01,158.85
2014-12-01,159.4
2015-01-01,158.85
2015-02-01,160.72
2015-03-01,160.48
2015-04-01,161.11
2015-05-01,163.68
2015-06-01,164.21
2015-07-01,163.57
2015-08-01,166.16
2015-09-01,170.03
2015-10-01,171.5
2015-11-01,170.44
2015-12-01,172.05
2016-01-01,173.31
2016-02-01,174.33
2016-03-01,173.56
2016-04-01,176.3
2016-05-01,175.36
2016-06-01,175.78
2016-07-01,175.01
2016-08-01,176.07
2016-09-01,174.9
2016-10-01,176.28
2016-11-01,179.68
2016-12-01,183.27
2017-01-01,192.65
2017-02-01,196.95
2017-03-01,197.26
2017-04-01,199.24
2017-05-01,199.15
2017-06-01,199.96
2017-07-01,209.2
2017-08-01,209.06
2017-09-01,209.66
2017-10-01,211.14
2017-11-01,219.03
2017-12-01,221.47
2018-01-01,230.55
2018-02-01,233.21
2018-03-01,234.05
2018-04-01,243.16
2018-05-01,255.22
2018-06-01,266.39
2018-07-01,267.33
2018-08-01,294.91
2018-09-01,330.26
2018-10-01,343.7
2018-11-01,337.46
2018-12-01,333.13
2019-01-01,331.44
2019-02-01,329.27
2019-03-01,334.3
2019-04-01,335.81
2019-05-01,341.09
2019-06-01,342.92
2019-07-01,341.05
2019-08-01,341.92
2019-09-01,339.16
2019-10-01,340.41
2019-11-01,337.8
2019-12-01,338.24
2020-01-01,339.71
2020-02-01,336.05
2020-03-01,341.76
2020-04-01,347.9
2020-05-01,357.4
2020-06-01,358.51
2020-07-01,360.28
2020-08-01,370.97
2020-09-01,378.69
2020-10-01,391.04
2020-11-01,407.49
2020-12-01,420.43
2021-01-01,433.07
2021-02-01,442.86
2021-03-01,456.13
2021-04-01,470.83
2021-05-01,494.25
2021-06-01,513.28
2021-07-01,525.62
2021-08-01,531.78
2021-09-01,568.14
2021-10-01,585.82
2021-11-01,635.95
2021-12-01,744.93
2022-01-01,826.43
2022-02-01,892.7
2022-03-01,951.04
2022-04-01,991.37
2022-05-01,1046.31
2022-06-01,1080.68
2022-07-01,1119.59
2022-08-01,1155.48
2022-09-01,1174.74
2022-10-01,1251.65
2022-11-01,1281.06
2022-12-01,1301.32
2023-01-01,1334.64
2023-02-01,1359.48
2023-03-01,1399.25
2023-04-01,1436.96
2023-05-01,1458.93
2023-06-01,1547.06
2023-07-01,1734.09
2023-08-01,1859.38
2023-09-01,1885.04
2023-10-01,1977.51
2023-11-01,2029.92
2023-12-01,2068.43
2024-01-01,2146.91
2024-02-01,2241.11
2024-03-01,2318.31
2024-04-01,2378.77
2024-05-01,2433.33
2024-06-01,2479.67
2024-07-01,2518.88
2024-08-01,2583.64
2024-09-01,2615.92
2024-10-01,2627.9
2024-11-01,2643.02
2024-12-01,2652.33
2025-01-01,2749.86
2025-02-01,2830.89
2025-03-01,2896.19
2025-04-01,2960.6
2025-05-01,3029.45
2025-06-01,3070.49
2025-07-01,3125.52
2025-08-01,3163.35
2025-09-01,3250.23
