Tarih,TP_TUFE1YI_T19
2000-01-01,29.4489980933
2000-02-01,30.4844718656
2000-03-01,31.1029659302
2000-04-01,31.8888719221
2000-05-01,32.126038819
2000-06-01,32.437611017
2000-07-01,33.0607554129
2000-08-01,33.4110803718
2000-09-01,36.9918354826
2000-10-01,39.0906850151
2000-11-01,40.0734550325
2000-12-01,40.1060073517
2001-01-01,40.3369738069
2001-02-01,39.2162439605
2001-03-01,40.7012497598
2001-04-01,44.5129713258
2001-05-01,48.5897617766
2001-06-01,48.8005767962
2001-07-01,50.0267141523
2001-08-01,52.0217062855
2001-09-01,53.9763955473
2001-10-01,60.6790730794
2001-11-01,64.6969593336
2001-12-01,66.1230609362
2002-01-01,68.0901510815
2002-02-01,68.9024089508
2002-03-01,69.7828716794
2002-04-01,72.9357963094
2002-05-01,73.8736131242
2002-06-01,74.2068868683
2002-07-01,74.0208736157
2002-08-01,78.7115077999
2002-09-01,80.9204151735
2002-10-01,83.6811618628
2002-11-01,86.5457659515
2002-12-01,88.5903616187
2003-01-01,91.1263422946
2003-02-01,91.8017002847
2003-03-01,90.5749198058
2003-04-01,89.293753416
2003-05-01,91.4439966702
2003-06-01,88.7785381779
2003-07-01,92.2821004577
2003-08-01,100.0766214797
2003-09-01,113.1264070469
2003-10-01,114.2649720417
2003-11-01,118.0466855805
2003-12-01,119.1839627437
2004-01-01,127.8634115737
2004-02-01,126.9226491536
2004-03-01,125.6917687399
2004-04-01,130.0150594022
2004-05-01,152.7364399173
2004-06-01,166.7171036892
2004-07-01,164.5612281067
2004-08-01,177.1115119649
2004-09-01,179.3783893182
2004-10-01,175.60125438
2004-11-01,177.668869722
2004-12-01,178.5211045829
2005-01-01,177.47
2005-02-01,210.46
2005-03-01,209.77
2005-04-01,207.61
2005-05-01,212.4
2005-06-01,211.47
2005-07-01,208.2
2005-08-01,204.61
2005-09-01,200.28
2005-10-01,197.45
2005-11-01,196.18
2005-12-01,191.0
2006-01-01,192.57
2006-02-01,186.67
2006-03-01,181.75
2006-04-01,177.06
2006-05-01,171.99
2006-06-01,165.15
2006-07-01,159.39
2006-08-01,146.44
2006-09-01,142.58
2006-10-01,140.67
2006-11-01,138.44
2006-12-01,143.65
2007-01-01,147.44
2007-02-01,142.34
2007-03-01,144.08
2007-04-01,141.62
2007-05-01,151.89
2007-06-01,155.12
2007-07-01,154.92
2007-08-01,155.84
2007-09-01,168.63
2007-10-01,177.42
2007-11-01,185.99
2007-12-01,185.12
2008-01-01,186.77
2008-02-01,187.09
2008-03-01,188.66
2008-04-01,212.88
2008-05-01,201.1
2008-06-01,186.64
2008-07-01,184.69
2008-08-01,172.23
2008-09-01,164.56
2008-10-01,165.12
2008-11-01,164.82
2008-12-01,166.21
2009-01-01,175.51
2009-02-01,176.19
2009-03-01,178.01
2009-04-01,181.18
2009-05-01,190.85
2009-06-01,192.27
2009-07-01,188.88
2009-08-01,183.37
2009-09-01,196.15
2009-10-01,208.49
2009-11-01,204.64
2009-12-01,211.85
2010-01-01,213.89
2010-02-01,214.87
2010-03-01,219.04
2010-04-01,219.84
2010-05-01,219.59
2010-06-01,222.56
2010-07-01,223.7
2010-08-01,207.75
2010-09-01,207.52
2010-10-01,208.38
2010-11-01,211.73
2010-12-01,216.87
2011-01-01,228.6
2011-02-01,237.25
2011-03-01,243.12
2011-04-01,241.47
2011-05-01,243.47
2011-06-01,246.73
2011-07-01,246.66
2011-08-01,250.11
2011-09-01,275.23
2011-10-01,295.0
2011-11-01,300.51
2011-12-01,310.8
2012-01-01,308.46
2012-02-01,297.65
2012-03-01,293.54
2012-04-01,286.49
2012-05-01,288.89
2012-06-01,270.32
2012-07-01,254.52
2012-08-01,245.02
2012-09-01,241.81
2012-10-01,239.21
2012-11-01,245.58
2012-12-01,246.24
2013-01-01,245.93
2013-02-01,245.53
2013-03-01,243.89
2013-04-01,241.18
2013-05-01,247.42
2013-06-01,268.52
2013-07-01,277.57
2013-08-01,284.1
2013-09-01,291.71
2013-10-01,310.64
2013-11-01,313.89
2013-12-01,309.38
2014-01-01,312.02
2014-02-01,311.85
2014-03-01,307.6
2014-04-01,360.39
2014-05-01,375.75
2014-06-01,365.67
2014-07-01,365.11
2014-08-01,393.94
2014-09-01,451.23
2014-10-01,486.05
2014-11-01,492.43
2014-12-01,503.3
2015-01-01,517.97
2015-02-01,536.14
2015-03-01,539.64
2015-04-01,567.06
2015-05-01,595.02
2015-06-01,588.97
2015-07-01,581.18
2015-08-01,549.89
2015-09-01,505.07
2015-10-01,511.56
2015-11-01,510.49
2015-12-01,514.14
2016-01-01,501.04
2016-02-01,489.36
2016-03-01,469.12
2016-04-01,451.48
2016-05-01,459.24
2016-06-01,458.93
2016-07-01,452.12
2016-08-01,486.67
2016-09-01,532.05
2016-10-01,525.34
2016-11-01,500.57
2016-12-01,510.21
2017-01-01,516.98
2017-02-01,515.51
2017-03-01,507.41
2017-04-01,502.91
2017-05-01,512.88
2017-06-01,501.63
2017-07-01,486.03
2017-08-01,491.42
2017-09-01,478.01
2017-10-01,483.77
2017-11-01,492.75
2017-12-01,502.6
2018-01-01,510.05
2018-02-01,519.06
2018-03-01,525.38
2018-04-01,530.39
2018-05-01,541.15
2018-06-01,543.02
2018-07-01,548.06
2018-08-01,575.23
2018-09-01,627.35
2018-10-01,635.95
2018-11-01,646.66
2018-12-01,652.0
2019-01-01,661.68
2019-02-01,693.56
2019-03-01,714.72
2019-04-01,722.1
2019-05-01,734.15
2019-06-01,753.75
2019-07-01,765.82
2019-08-01,768.87
2019-09-01,759.42
2019-10-01,758.62
2019-11-01,770.0
2019-12-01,772.7
2020-01-01,793.91
2020-02-01,812.02
2020-03-01,820.68
2020-04-01,838.07
2020-05-01,867.7
2020-06-01,861.86
2020-07-01,843.29
2020-08-01,856.64
2020-09-01,884.22
2020-10-01,911.78
2020-11-01,918.47
2020-12-01,919.78
2021-01-01,933.0
2021-02-01,944.42
2021-03-01,952.28
2021-04-01,955.01
2021-05-01,949.74
2021-06-01,960.12
2021-07-01,975.48
2021-08-01,1002.17
2021-09-01,1019.46
2021-10-01,1036.37
2021-11-01,1079.71
2021-12-01,1215.67
2022-01-01,1351.52
2022-02-01,1379.39
2022-03-01,1467.33
2022-04-01,1557.11
2022-05-01,1623.06
2022-06-01,1739.04
2022-07-01,1839.41
2022-08-01,2004.51
2022-09-01,2162.43
