Tarih,TP_TUFE1YI_T67
2000-01-01,27.6219508573
2000-02-01,29.9040770539
2000-03-01,30.3075610774
2000-04-01,30.3820899735
2000-05-01,30.7521644919
2000-06-01,31.1170990864
2000-07-01,35.6479419745
2000-08-01,35.8895183962
2000-09-01,36.0771256173
2000-10-01,36.3392617345
2000-11-01,36.6065377756
2000-12-01,36.8378343495
2001-01-01,38.4003712049
2001-02-01,38.6702172079
2001-03-01,40.2507437968
2001-04-01,53.8381325372
2001-05-01,57.8781126961
2001-06-01,59.8364236892
2001-07-01,65.1279753095
2001-08-01,65.6342578104
2001-09-01,65.9503631281
2001-10-01,66.5748638779
2001-11-01,69.0034779047
2001-12-01,68.9315189706
2002-01-01,70.0597322592
2002-02-01,70.26018929
2002-03-01,70.3475679957
2002-04-01,71.8818352698
2002-05-01,74.0303234459
2002-06-01,76.3535690335
2002-07-01,81.4395236991
2002-08-01,82.0717343347
2002-09-01,82.8452928766
2002-10-01,83.0020605545
2002-11-01,83.672820619
2002-12-01,84.3230209881
2003-01-01,84.5466076763
2003-02-01,87.1073909122
2003-03-01,86.3832406569
2003-04-01,85.9242656757
2003-05-01,105.424293358
2003-06-01,106.1513108195
2003-07-01,106.5840881096
2003-08-01,106.6456147413
2003-09-01,106.9152032638
2003-10-01,107.3367747299
2003-11-01,108.3765878605
2003-12-01,108.6046221957
2004-01-01,112.8856841996
2004-02-01,113.0319548428
2004-03-01,113.0491272455
2004-04-01,116.5807865012
2004-05-01,117.1971898105
2004-06-01,118.7974038075
2004-07-01,127.3700052572
2004-08-01,128.0721717238
2004-09-01,128.0507303835
2004-10-01,128.1860774599
2004-11-01,128.4060904246
2004-12-01,128.4633837067
2005-01-01,130.51
2005-02-01,140.91
2005-03-01,140.59
2005-04-01,140.57
2005-05-01,142.96
2005-06-01,143.07
2005-07-01,141.92
2005-08-01,142.44
2005-09-01,141.78
2005-10-01,143.99
2005-11-01,144.0
2005-12-01,143.94
2006-01-01,146.01
2006-02-01,144.86
2006-03-01,145.85
2006-04-01,146.12
2006-05-01,146.37
2006-06-01,146.53
2006-07-01,149.24
2006-08-01,149.37
2006-09-01,155.83
2006-10-01,156.32
2006-11-01,160.64
2006-12-01,160.86
2007-01-01,161.22
2007-02-01,161.95
2007-03-01,161.84
2007-04-01,162.34
2007-05-01,162.45
2007-06-01,162.45
2007-07-01,163.04
2007-08-01,171.99
2007-09-01,171.32
2007-10-01,171.35
2007-11-01,170.97
2007-12-01,171.12
2008-01-01,170.59
2008-02-01,170.98
2008-03-01,171.8
2008-04-01,176.6
2008-05-01,177.25
2008-06-01,179.57
2008-07-01,179.96
2008-08-01,180.19
2008-09-01,180.19
2008-10-01,189.44
2008-11-01,190.1
2008-12-01,192.32
2009-01-01,191.71
2009-02-01,191.7
2009-03-01,191.91
2009-04-01,192.2
2009-05-01,192.37
2009-06-01,226.47
2009-07-01,219.4
2009-08-01,219.98
2009-09-01,219.79
2009-10-01,220.54
2009-11-01,220.91
2009-12-01,220.68
2010-01-01,221.47
2010-02-01,221.6
2010-03-01,221.94
2010-04-01,221.92
2010-05-01,229.0
2010-06-01,229.35
2010-07-01,230.14
2010-08-01,231.74
2010-09-01,230.27
2010-10-01,231.14
2010-11-01,231.48
2010-12-01,234.84
2011-01-01,230.72
2011-02-01,229.24
2011-03-01,241.15
2011-04-01,244.14
2011-05-01,244.21
2011-06-01,243.95
2011-07-01,244.52
2011-08-01,245.09
2011-09-01,246.41
2011-10-01,246.83
2011-11-01,248.58
2011-12-01,249.13
2012-01-01,250.47
2012-02-01,250.9
2012-03-01,252.52
2012-04-01,255.17
2012-05-01,255.67
2012-06-01,256.05
2012-07-01,255.84
2012-08-01,258.08
2012-09-01,258.44
2012-10-01,259.06
2012-11-01,260.82
2012-12-01,261.79
2013-01-01,263.06
2013-02-01,264.21
2013-03-01,265.99
2013-04-01,268.08
2013-05-01,269.72
2013-06-01,269.36
2013-07-01,271.63
2013-08-01,273.18
2013-09-01,275.62
2013-10-01,276.09
2013-11-01,276.69
2013-12-01,277.56
2014-01-01,279.73
2014-02-01,281.32
2014-03-01,282.31
2014-04-01,282.24
2014-05-01,284.51
2014-06-01,286.57
2014-07-01,287.39
2014-08-01,285.93
2014-09-01,284.23
2014-10-01,285.09
2014-11-01,286.7
2014-12-01,287.63
2015-01-01,294.39
2015-02-01,295.73
2015-03-01,295.27
2015-04-01,299.59
2015-05-01,304.73
2015-06-01,308.78
2015-07-01,310.95
2015-08-01,312.71
2015-09-01,314.3
2015-10-01,316.4
2015-11-01,320.53
2015-12-01,320.28
2016-01-01,322.94
2016-02-01,323.27
2016-03-01,325.41
2016-04-01,335.95
2016-05-01,335.88
2016-06-01,339.73
2016-07-01,344.61
2016-08-01,346.5
2016-09-01,345.65
2016-10-01,338.27
2016-11-01,338.14
2016-12-01,340.61
2017-01-01,340.14
2017-02-01,341.31
2017-03-01,346.93
2017-04-01,354.16
2017-05-01,353.79
2017-06-01,355.89
2017-07-01,352.89
2017-08-01,357.17
2017-09-01,362.41
2017-10-01,361.4
2017-11-01,358.78
2017-12-01,361.13
2018-01-01,366.87
