Tarih,TP_TUFE1YI_T50
2000-01-01,32.1649750995
2000-02-01,32.5479472966
2000-03-01,32.9027827608
2000-04-01,34.4690608893
2000-05-01,36.2494908178
2000-06-01,37.8798581711
2000-07-01,38.2925302528
2000-08-01,38.8474491507
2000-09-01,40.0323182339
2000-10-01,42.3973669448
2000-11-01,44.5670216777
2000-12-01,44.5341954894
2001-01-01,44.5123113638
2001-02-01,45.4439498514
2001-03-01,58.1601899464
2001-04-01,70.7904566911
2001-05-01,71.9972098998
2001-06-01,73.6963559334
2001-07-01,76.4537557524
2001-08-01,82.1342494839
2001-09-01,86.1187234854
2001-10-01,90.2579495175
2001-11-01,92.4150990358
2001-12-01,92.064953027
2002-01-01,91.5881917204
2002-02-01,91.386545135
2002-03-01,93.9704351015
2002-04-01,85.1636377204
2002-05-01,86.3860224474
2002-06-01,91.7241859292
2002-07-01,95.6570759205
2002-08-01,94.7942161132
2002-09-01,104.7702510593
2002-10-01,104.7858825775
2002-11-01,103.3290250768
2002-12-01,110.8430958987
2003-01-01,116.7799465294
2003-02-01,109.7584349477
2003-03-01,107.911486248
2003-04-01,107.679610625
2003-05-01,100.1806156516
2003-06-01,90.1709879114
2003-07-01,86.8739548205
2003-08-01,89.4979204305
2003-09-01,85.6242130645
2003-10-01,93.2703815559
2003-11-01,99.7868767684
2003-12-01,112.4655714466
2004-01-01,141.0470054197
2004-02-01,120.2042005123
2004-03-01,122.796916466
2004-04-01,124.4223918892
2004-05-01,129.3820302991
2004-06-01,148.9526918395
2004-07-01,145.9517301578
2004-08-01,146.6450860995
2004-09-01,150.9512053867
2004-10-01,189.4996153388
2004-11-01,167.1446606459
2004-12-01,163.8749142746
2005-01-01,160.76
2005-02-01,156.42
2005-03-01,151.16
2005-04-01,162.62
2005-05-01,157.58
2005-06-01,152.83
2005-07-01,149.19
2005-08-01,150.13
2005-09-01,149.33
2005-10-01,152.34
2005-11-01,150.72
2005-12-01,151.47
2006-01-01,151.09
2006-02-01,147.86
2006-03-01,148.24
2006-04-01,150.8
2006-05-01,151.0
2006-06-01,174.86
2006-07-01,176.5
2006-08-01,165.51
2006-09-01,169.97
2006-10-01,176.04
2006-11-01,171.59
2006-12-01,181.38
2007-01-01,181.82
2007-02-01,183.89
2007-03-01,186.15
2007-04-01,182.47
2007-05-01,178.5
2007-06-01,175.81
2007-07-01,171.26
2007-08-01,181.59
2007-09-01,177.48
2007-10-01,184.16
2007-11-01,196.5
2007-12-01,208.85
2008-01-01,228.24
2008-02-01,287.8
2008-03-01,316.99
2008-04-01,345.71
2008-05-01,341.41
2008-06-01,340.05
2008-07-01,394.79
2008-08-01,381.94
2008-09-01,399.26
2008-10-01,460.47
2008-11-01,507.15
2008-12-01,379.01
2009-01-01,390.26
2009-02-01,400.84
2009-03-01,373.15
2009-04-01,355.09
2009-05-01,342.31
2009-06-01,341.64
2009-07-01,271.72
2009-08-01,264.92
2009-09-01,264.68
2009-10-01,269.5
2009-11-01,266.62
2009-12-01,268.5
2010-01-01,263.32
2010-02-01,274.68
2010-03-01,278.13
2010-04-01,286.1
2010-05-01,293.97
2010-06-01,298.72
2010-07-01,298.84
2010-08-01,299.74
2010-09-01,292.9
2010-10-01,292.32
2010-11-01,297.34
2010-12-01,302.71
2011-01-01,304.69
2011-02-01,302.4
2011-03-01,317.89
2011-04-01,306.0
2011-05-01,339.95
2011-06-01,344.28
2011-07-01,350.46
2011-08-01,373.68
2011-09-01,373.97
2011-10-01,390.81
2011-11-01,382.76
2011-12-01,397.67
2012-01-01,398.51
2012-02-01,385.26
2012-03-01,393.81
2012-04-01,390.39
2012-05-01,392.25
2012-06-01,400.21
2012-07-01,393.36
2012-08-01,392.44
2012-09-01,397.35
2012-10-01,398.9
2012-11-01,357.1
2012-12-01,345.37
2013-01-01,338.46
2013-02-01,340.6
2013-03-01,394.66
2013-04-01,395.42
2013-05-01,361.8
2013-06-01,373.62
2013-07-01,383.1
2013-08-01,384.67
2013-09-01,444.06
2013-10-01,429.17
2013-11-01,429.39
2013-12-01,435.94
2014-01-01,453.65
