Tarih,TP_KM_K04
2000-01-01,8834986.0
2000-02-01,9149341.0
2000-03-01,8861491.0
2000-04-01,9427486.0
2000-05-01,9549826.0
2000-06-01,10084217.0
2000-07-01,9424365.0
2000-08-01,10075210.0
2000-09-01,9894307.0
2000-10-01,9733948.0
2000-11-01,9508726.0
2000-12-01,12803762.0
2001-01-01,17713942.0
2001-02-01,16767013.0
2001-03-01,19933612.0
2001-04-01,28066914.0
2001-05-01,39594453.0
2001-06-01,42425277.0
2001-07-01,43341333.0
2001-08-01,46258188.0
2001-09-01,50583987.0
2001-10-01,54008243.0
2001-11-01,52513386.0
2001-12-01,50831705.0
2002-01-01,51343166.0
2002-02-01,58547393.0
2002-03-01,60003023.0
2002-04-01,59832763.0
2002-05-01,60880577.0
2002-06-01,64169378.0
2002-07-01,68236186.0
2002-08-01,69767423.0
2002-09-01,70740248.0
2002-10-01,72191232.0
2002-11-01,69994000.0
2002-12-01,73346293.0
2003-01-01,78052506.0
2003-02-01,78605583.0
2003-03-01,80386542.0
2003-04-01,78731718.0
2003-05-01,79985416.0
2003-06-01,81232761.0
2003-07-01,82436416.0
2003-08-01,83298523.0
2003-09-01,83179434.0
2003-10-01,89238847.0
2003-11-01,91552259.0
2003-12-01,94496860.0
2004-01-01,101091666.0
2004-02-01,100792856.0
2004-03-01,101002226.0
2004-04-01,102742837.0
2004-05-01,104665093.0
2004-06-01,101237904.0
2004-07-01,100677585.0
2004-08-01,103393435.0
2004-09-01,106064289.0
2004-10-01,110685996.0
2004-11-01,111122475.0
2004-12-01,108390036.0
2005-01-01,109499369.0
2005-02-01,110557740.0
2005-03-01,114602972.0
2005-04-01,117678173.0
2005-05-01,116796723.0
2005-06-01,116519325.0
2005-07-01,116758420.0
2005-08-01,122758458.0
2005-09-01,125898925.0
2005-10-01,126321937.0
2005-11-01,126837614.0
2005-12-01,125683127.0
2006-01-01,125748553.0
2006-02-01,127546562.0
2006-03-01,129518895.0
2006-04-01,131981461.0
2006-05-01,141836157.0
2006-06-01,140192882.0
2006-07-01,137432632.0
2006-08-01,136449345.0
2006-09-01,138199392.0
2006-10-01,136403108.0
2006-11-01,139508805.0
2006-12-01,137272086.0
2007-01-01,140481289.0
2007-02-01,144284186.0
2007-03-01,147676859.0
2007-04-01,143874917.0
2007-05-01,142632616.0
2007-06-01,146040154.0
2007-07-01,144575025.0
2007-08-01,149449669.0
2007-09-01,147776477.0
2007-10-01,146123347.0
2007-11-01,147640232.0
2007-12-01,145864294.0
2008-01-01,147613277.0
2008-02-01,148724391.0
2008-03-01,155876185.0
2008-04-01,157566753.0
2008-05-01,149645474.0
2008-06-01,150067585.0
2008-07-01,150288391.0
2008-08-01,150252702.0
2008-09-01,154260262.0
2008-10-01,163497676.0
2008-11-01,168357478.0
2008-12-01,168796323.0
2009-01-01,173915954.0
2009-02-01,183838710.0
2009-03-01,185050243.0
2009-04-01,187706303.0
2009-05-01,193969988.0
2009-06-01,196141922.0
2009-07-01,199385311.0
2009-08-01,202784931.0
2009-09-01,207956129.0
2009-10-01,217864929.0
2009-11-01,222101542.0
2009-12-01,226900858.0
2010-01-01,229587400.0
2010-02-01,234869539.0
2010-03-01,234221397.0
2010-04-01,231419827.0
2010-05-01,233554012.0
2010-06-01,235724378.0
2010-07-01,236065469.0
2010-08-01,234381091.0
2010-09-01,235141838.0
2010-10-01,233659470.0
