Tarih,TP_KM_K59
2000-01-01,528.0
2000-02-01,124.0
2000-03-01,168.0
2000-04-01,173.0
2000-05-01,172.0
2000-06-01,174.0
2000-07-01,19.0
2000-08-01,18.0
2000-09-01,17.0
2000-10-01,16.0
2000-11-01,16.0
2000-12-01,16.0
2001-01-01,16.0
2001-02-01,15.0
2001-03-01,25.0
2001-04-01,25.0
2001-05-01,24.0
2001-06-01,24.0
2001-07-01,24.0
2001-08-01,23.0
2001-09-01,23.0
2001-10-01,23.0
2001-11-01,23.0
2001-12-01,23.0
2002-01-01,23.0
2002-02-01,93.0
2002-03-01,95.0
2002-04-01,5115.0
2002-05-01,76.0
2002-06-01,86.0
2002-07-01,75.0
2002-08-01,157.0
2002-09-01,83.0
2002-10-01,23.0
2002-11-01,36.0
2002-12-01,0.0
2003-01-01,0.0
2003-02-01,0.0
2003-03-01,14.0
2003-04-01,17.0
2003-05-01,16.0
2003-06-01,16.0
2003-07-01,16.0
2003-08-01,15.0
2003-09-01,18.0
2003-10-01,20.0
2003-11-01,21.0
2003-12-01,17.0
2004-01-01,17.0
2004-02-01,96.0
2004-03-01,16.0
2004-04-01,17.0
2004-05-01,18.0
2004-06-01,18.0
2004-07-01,17.0
2004-08-01,18.0
2004-09-01,18.0
2004-10-01,18.0
2004-11-01,18.0
2004-12-01,18.0
2005-01-01,17.0
2005-02-01,17.0
2005-03-01,17.0
2005-04-01,17.0
2005-05-01,17.0
2005-06-01,16.0
2005-07-01,16.0
2005-08-01,16.0
2005-09-01,16.0
2005-10-01,16.0
2005-11-01,16.0
2005-12-01,15.0
2006-01-01,16.0
2006-02-01,15.0
2006-03-01,16.0
2006-04-01,16.0
2006-05-01,0.0
2006-06-01,0.0
2006-07-01,0.0
2006-08-01,0.0
2006-09-01,0.0
2006-10-01,0.0
2006-11-01,0.0
2006-12-01,0.0
2007-01-01,92505.0
2007-02-01,28356.0
2007-03-01,1389.0
2007-04-01,128.0
2007-05-01,128.0
2007-06-01,0.0
2007-07-01,0.0
2007-08-01,0.0
2007-09-01,1.0
2007-10-01,0.0
2007-11-01,0.0
2007-12-01,0.0
2008-01-01,0.0
2008-02-01,0.0
2008-03-01,0.0
2008-04-01,0.0
2008-05-01,0.0
2008-06-01,0.0
2008-07-01,0.0
2008-08-01,0.0
2008-09-01,0.0
2008-10-01,0.0
2008-11-01,0.0
2008-12-01,0.0
2009-01-01,0.0
2009-02-01,0.0
2009-03-01,0.0
2009-04-01,0.0
2009-05-01,37611.0
2009-06-01,5154.0
2009-07-01,56362.0
2009-08-01,95763.0
2009-09-01,156659.0
2009-10-01,163646.0
2009-11-01,192769.0
2009-12-01,190396.0
2010-01-01,503.0
2010-02-01,3424.0
2010-03-01,530.0
2010-04-01,608.0
2010-05-01,1100.0
2010-06-01,1242.0
2010-07-01,1177.0
2010-08-01,1270.0
2010-09-01,1499.0
2010-10-01,12706.0
2010-11-01,4602.0
2010-12-01,10632.0
2011-01-01,14726.0
2011-02-01,22559.0
2011-03-01,19541.0
2011-04-01,23862.0
2011-05-01,24793.0
2011-06-01,26606.0
2011-07-01,29706.0
2011-08-01,29243.0
2011-09-01,27106.0
2011-10-01,21556.0
2011-11-01,19960.0
2011-12-01,18090.0
2012-01-01,13373.0
2012-02-01,14930.0
2012-03-01,15010.0
2012-04-01,18019.0
2012-05-01,15324.0
2012-06-01,15614.0
2012-07-01,16849.0
2012-08-01,16500.0
2012-09-01,16836.0
2012-10-01,16177.0
2012-11-01,434426.0
2012-12-01,477744.0
2013-01-01,462005.0
2013-02-01,475566.0
2013-03-01,497511.0
2013-04-01,599786.0
2013-05-01,774882.0
2013-06-01,813157.0
2013-07-01,801702.0
2013-08-01,825523.0
2013-09-01,832675.0
2013-10-01,759133.0
2013-11-01,791100.0
2013-12-01,814456.0
2014-01-01,865716.0
2014-02-01,847695.0
2014-03-01,826599.0
2014-04-01,810901.0
2014-05-01,474374.0
2014-06-01,476865.0
2014-07-01,522380.0
2014-08-01,519990.0
2014-09-01,612121.0
2014-10-01,432116.0
2014-11-01,430496.0
2014-12-01,64639.0
2015-01-01,90459.0
2015-02-01,65321.0
2015-03-01,58183.0
2015-04-01,54426.0
2015-05-01,54747.0
2015-06-01,64604.0
2015-07-01,61516.0
2015-08-01,55417.0
2015-09-01,52775.0
2015-10-01,58612.0
2015-11-01,109965.0
2015-12-01,147245.0
2016-01-01,127610.0
2016-02-01,111101.0
2016-03-01,106657.0
2016-04-01,168191.0
2016-05-01,85401.0
2016-06-01,85010.0
2016-07-01,266866.0
2016-08-01,159009.0
2016-09-01,225938.0
2016-10-01,224349.0
2016-11-01,373092.0
2016-12-01,168787.0
2017-01-01,180725.0
2017-02-01,229173.0
2017-03-01,424273.0
2017-04-01,593382.0
2017-05-01,597175.0
2017-06-01,846897.0
2017-07-01,852119.0
2017-08-01,1142606.0
2017-09-01,1059325.0
2017-10-01,1460621.0
2017-11-01,1497414.0
2017-12-01,1376485.0
2018-01-01,1414088.0
2018-02-01,1416581.0
2018-03-01,1458866.0
2018-04-01,1558470.0
2018-05-01,1421000.0
2018-06-01,1634938.0
2018-07-01,948311.0
2018-08-01,578530.0
2018-09-01,413539.0
2018-10-01,52179.0
2018-11-01,477202.0
2018-12-01,949566.0
2019-01-01,1251523.0
2019-02-01,1290301.0
2019-03-01,2903503.0
2019-04-01,3535437.0
2019-05-01,3967521.0
2019-06-01,4373162.0
2019-07-01,3789008.0
2019-08-01,4067049.0
2019-09-01,3763931.0
2019-10-01,4012170.0
2019-11-01,3858674.0
2019-12-01,3969309.0
2020-01-01,3248171.0
2020-02-01,2495249.0
2020-03-01,2857327.0
2020-04-01,3030408.0
2020-05-01,3075093.0
2020-06-01,2417218.0
2020-07-01,3506313.0
2020-08-01,3687328.0
2020-09-01,3986245.0
2020-10-01,4190966.0
2020-11-01,3883996.0
2020-12-01,3905222.0
2021-01-01,3836230.0
2021-02-01,4257473.0
2021-03-01,4648794.0
2021-04-01,3252824.0
2021-05-01,3393634.0
2021-06-01,3287507.0
2021-07-01,3173326.0
2021-08-01,3149997.0
2021-09-01,4502427.0
2021-10-01,4760583.0
2021-11-01,6462526.0
2021-12-01,3825792.0
2022-01-01,4226936.0
2022-02-01,4609035.0
2022-03-01,4713512.0
2022-04-01,3634589.0
2022-05-01,4137790.0
2022-06-01,6868846.0
2022-07-01,7212761.0
2022-08-01,4383465.0
2022-09-01,6617331.0
2022-10-01,7224953.0
2022-11-01,6716267.0
2022-12-01,7844476.0
2023-01-01,9326684.0
2023-02-01,6889731.0
2023-03-01,8500584.0
2023-04-01,7328318.0
2023-05-01,8713491.0
2023-06-01,8651861.0
2023-07-01,8079702.0
2023-08-01,8215099.0
2023-09-01,7694865.0
2023-10-01,9363110.0
2023-11-01,10729938.0
2023-12-01,11926900.0
2024-01-01,11937357.0
2024-02-01,9232070.0
2024-03-01,11501628.0
2024-04-01,11309457.0
2024-05-01,6091847.0
2024-06-01,9672559.0
2024-07-01,6291876.0
2024-08-01,6348247.0
2024-09-01,8199391.0
2024-10-01,8078251.0
2024-11-01,8016436.0
2024-12-01,7194827.0
2025-01-01,8621863.0
2025-02-01,8603459.0
2025-03-01,40175735.0
2025-04-01,30075492.0
2025-05-01,7573559.0
2025-06-01,6857238.0
2025-07-01,10780130.0
2025-08-01,12131924.0
