Tarih,TP_KM_K03
2000-01-01,1069104.0
2000-02-01,1317310.0
2000-03-01,1346887.0
2000-04-01,1772646.0
2000-05-01,1398093.0
2000-06-01,786476.0
2000-07-01,738197.0
2000-08-01,851216.0
2000-09-01,1008174.0
2000-10-01,956738.0
2000-11-01,949729.0
2000-12-01,1760003.0
2001-01-01,2734008.0
2001-02-01,2463874.0
2001-03-01,2287048.0
2001-04-01,3517860.0
2001-05-01,4343003.0
2001-06-01,3579448.0
2001-07-01,2949787.0
2001-08-01,3883342.0
2001-09-01,3838263.0
2001-10-01,3392829.0
2001-11-01,3053481.0
2001-12-01,4938747.0
2002-01-01,4549836.0
2002-02-01,5685122.0
2002-03-01,4672209.0
2002-04-01,6193456.0
2002-05-01,6440675.0
2002-06-01,7540376.0
2002-07-01,5073414.0
2002-08-01,5101805.0
2002-09-01,5028355.0
2002-10-01,6208232.0
2002-11-01,6302708.0
2002-12-01,6742654.0
2003-01-01,4546159.0
2003-02-01,4193412.0
2003-03-01,2853943.0
2003-04-01,4671380.0
2003-05-01,3369817.0
2003-06-01,4647446.0
2003-07-01,4763901.0
2003-08-01,3853882.0
2003-09-01,5503627.0
2003-10-01,3480151.0
2003-11-01,3959524.0
2003-12-01,3359114.0
2004-01-01,3197331.0
2004-02-01,2878606.0
2004-03-01,2028052.0
2004-04-01,2128215.0
2004-05-01,1903170.0
2004-06-01,1409533.0
2004-07-01,1139658.0
2004-08-01,1667198.0
2004-09-01,1406278.0
2004-10-01,2886243.0
2004-11-01,4074850.0
2004-12-01,3422930.0
2005-01-01,3400590.0
2005-02-01,2998654.0
2005-03-01,2225942.0
2005-04-01,2882670.0
2005-05-01,2647284.0
2005-06-01,2836477.0
2005-07-01,2728754.0
2005-08-01,2458373.0
2005-09-01,2522445.0
2005-10-01,2133306.0
2005-11-01,3174326.0
2005-12-01,2867514.0
2006-01-01,2571527.0
2006-02-01,4010495.0
2006-03-01,3515214.0
2006-04-01,2953353.0
2006-05-01,2217184.0
2006-06-01,1788272.0
2006-07-01,1919408.0
2006-08-01,1741629.0
2006-09-01,2039886.0
2006-10-01,1680710.0
2006-11-01,1237175.0
2006-12-01,527140.0
2007-01-01,734287.0
2007-02-01,1171042.0
2007-03-01,857209.0
2007-04-01,506655.0
2007-05-01,241076.0
2007-06-01,167315.0
2007-07-01,242463.0
2007-08-01,134233.0
2007-09-01,204191.0
2007-10-01,121643.0
2007-11-01,169880.0
2007-12-01,71961.0
2008-01-01,93121.0
2008-02-01,308283.0
2008-03-01,526734.0
2008-04-01,619346.0
2008-05-01,652263.0
2008-06-01,611323.0
2008-07-01,1023962.0
2008-08-01,1379086.0
2008-09-01,942899.0
2008-10-01,813711.0
2008-11-01,1635547.0
2008-12-01,1207707.0
2009-01-01,1222143.0
2009-02-01,1638054.0
2009-03-01,1619183.0
2009-04-01,1281651.0
2009-05-01,1015069.0
2009-06-01,648731.0
2009-07-01,1176688.0
2009-08-01,6996657.0
2009-09-01,6953423.0
2009-10-01,6275950.0
2009-11-01,6097136.0
2009-12-01,6569954.0
2010-01-01,8088392.0
2010-02-01,8541567.0
2010-03-01,9439465.0
2010-04-01,8959687.0
2010-05-01,8315208.0
2010-06-01,7821169.0
2010-07-01,4777568.0
2010-08-01,4990567.0
2010-09-01,6006058.0
2010-10-01,5661102.0
2010-11-01,5542206.0
2010-12-01,5417953.0
2011-01-01,4796495.0
2011-02-01,3849229.0
2011-03-01,3273232.0
2011-04-01,3073180.0
2011-05-01,2979774.0
2011-06-01,2927054.0
2011-07-01,347083.0
2011-08-01,352093.0
2011-09-01,0.0
2011-10-01,0.0
2011-11-01,0.0
2011-12-01,0.0
2012-01-01,0.0
2012-02-01,0.0
2012-03-01,0.0
2012-04-01,0.0
2012-05-01,0.0
2012-06-01,0.0
2012-07-01,0.0
2012-08-01,0.0
2012-09-01,0.0
2012-10-01,0.0
2012-11-01,0.0
2012-12-01,0.0
2013-01-01,0.0
2013-02-01,0.0
2013-03-01,0.0
2013-04-01,0.0
2013-05-01,0.0
2013-06-01,0.0
2013-07-01,0.0
2013-08-01,0.0
2013-09-01,0.0
2013-10-01,0.0
2013-11-01,0.0
2013-12-01,0.0
2014-01-01,0.0
2014-02-01,0.0
2014-03-01,0.0
2014-04-01,0.0
2014-05-01,0.0
2014-06-01,0.0
2014-07-01,0.0
2014-08-01,0.0
2014-09-01,0.0
2014-10-01,0.0
2014-11-01,0.0
2014-12-01,0.0
2015-01-01,0.0
2015-02-01,0.0
2015-03-01,0.0
2015-04-01,0.0
2015-05-01,0.0
2015-06-01,0.0
2015-07-01,0.0
2015-08-01,0.0
2015-09-01,0.0
2015-10-01,23319.0
2015-11-01,23287.0
2015-12-01,23345.0
2016-01-01,23687.0
2016-02-01,71004.0
2016-03-01,85669.0
2016-04-01,0.0
2016-05-01,1.0
2016-06-01,0.0
2016-07-01,0.0
2016-08-01,0.0
2016-09-01,20252.0
2016-10-01,15950.0
2016-11-01,7643.0
2016-12-01,5259.0
2017-01-01,569392.0
2017-02-01,374155.0
2017-03-01,335934.0
2017-04-01,307707.0
2017-05-01,562604.0
2017-06-01,433800.0
2017-07-01,213851.0
2017-08-01,353037.0
2017-09-01,254761.0
2017-10-01,214796.0
2017-11-01,84490.0
2017-12-01,1069.0
2018-01-01,173468.0
2018-02-01,574217.0
2018-03-01,440331.0
2018-04-01,315927.0
2018-05-01,967102.0
2018-06-01,419391.0
2018-07-01,423661.0
2018-08-01,987244.0
2018-09-01,1769490.0
2018-10-01,1683229.0
2018-11-01,1412364.0
2018-12-01,0.0
2019-01-01,0.0
2019-02-01,0.0
2019-03-01,332544.0
2019-04-01,378329.0
2019-05-01,436291.0
2019-06-01,432393.0
2019-07-01,673913.0
