Tarih,TP_KM_K11
2000-01-01,159556.0
2000-02-01,165395.0
2000-03-01,153875.0
2000-04-01,197381.0
2000-05-01,225889.0
2000-06-01,354705.0
2000-07-01,457098.0
2000-08-01,429380.0
2000-09-01,404890.0
2000-10-01,423419.0
2000-11-01,395046.0
2000-12-01,324752.0
2001-01-01,418829.0
2001-02-01,247099.0
2001-03-01,245134.0
2001-04-01,270261.0
2001-05-01,287976.0
2001-06-01,334248.0
2001-07-01,302200.0
2001-08-01,246085.0
2001-09-01,243391.0
2001-10-01,583038.0
2001-11-01,441533.0
2001-12-01,337118.0
2002-01-01,278598.0
2002-02-01,267517.0
2002-03-01,267240.0
2002-04-01,336529.0
2002-05-01,368570.0
2002-06-01,437370.0
2002-07-01,588045.0
2002-08-01,691917.0
2002-09-01,498769.0
2002-10-01,662582.0
2002-11-01,701703.0
2002-12-01,730711.0
2003-01-01,688387.0
2003-02-01,708460.0
2003-03-01,693465.0
2003-04-01,681007.0
2003-05-01,699705.0
2003-06-01,794019.0
2003-07-01,648748.0
2003-08-01,685503.0
2003-09-01,669488.0
2003-10-01,732097.0
2003-11-01,710539.0
2003-12-01,695113.0
2004-01-01,664090.0
2004-02-01,815497.0
2004-03-01,841200.0
2004-04-01,832599.0
2004-05-01,845814.0
2004-06-01,881943.0
2004-07-01,888379.0
2004-08-01,919548.0
2004-09-01,945929.0
2004-10-01,974449.0
2004-11-01,994333.0
2004-12-01,986280.0
2005-01-01,937519.0
2005-02-01,970049.0
2005-03-01,1085680.0
2005-04-01,1043265.0
2005-05-01,1049821.0
2005-06-01,1031985.0
2005-07-01,1027748.0
2005-08-01,848401.0
2005-09-01,2261889.0
2005-10-01,2247869.0
2005-11-01,632412.0
2005-12-01,533978.0
2006-01-01,528337.0
2006-02-01,533730.0
2006-03-01,561187.0
2006-04-01,553845.0
2006-05-01,603210.0
2006-06-01,401286.0
2006-07-01,386219.0
2006-08-01,162554.0
2006-09-01,118804.0
2006-10-01,120057.0
2006-11-01,106606.0
2006-12-01,108606.0
2007-01-01,186692.0
2007-02-01,184636.0
2007-03-01,173977.0
2007-04-01,162685.0
2007-05-01,164741.0
2007-06-01,157957.0
2007-07-01,147907.0
2007-08-01,157474.0
2007-09-01,141593.0
2007-10-01,137485.0
2007-11-01,151818.0
2007-12-01,146912.0
2008-01-01,265608.0
2008-02-01,148412.0
2008-03-01,159242.0
2008-04-01,151121.0
2008-05-01,146876.0
2008-06-01,154925.0
2008-07-01,140100.0
2008-08-01,130040.0
2008-09-01,139782.0
2008-10-01,168116.0
2008-11-01,175377.0
2008-12-01,50027.0
2009-01-01,50171.0
2009-02-01,53615.0
2009-03-01,99843.0
2009-04-01,49766.0
2009-05-01,43244.0
2009-06-01,43365.0
2009-07-01,43758.0
2009-08-01,44459.0
2009-09-01,42837.0
2009-10-01,52537.0
2009-11-01,52863.0
2009-12-01,62511.0
2010-01-01,48339.0
2010-02-01,48890.0
2010-03-01,48859.0
2010-04-01,49099.0
2010-05-01,85306.0
2010-06-01,88373.0
2010-07-01,88062.0
2010-08-01,88050.0
2010-09-01,90086.0
2010-10-01,97975.0
2010-11-01,99189.0
2010-12-01,98438.0
2011-01-01,101451.0
2011-02-01,103333.0
2011-03-01,108223.0
2011-04-01,104197.0
2011-05-01,115465.0
2011-06-01,109409.0
2011-07-01,76901.0
2011-08-01,82389.0
2011-09-01,80934.0
2011-10-01,93279.0
2011-11-01,81223.0
2011-12-01,91249.0
2012-01-01,92866.0
2012-02-01,115944.0
2012-03-01,100460.0
2012-04-01,110434.0
2012-05-01,122991.0
2012-06-01,110129.0
2012-07-01,101499.0
2012-08-01,110777.0
2012-09-01,121805.0
2012-10-01,115092.0
2012-11-01,136692.0
2012-12-01,113417.0
2013-01-01,136666.0
2013-02-01,155742.0
2013-03-01,135743.0
2013-04-01,145546.0
2013-05-01,173622.0
2013-06-01,124702.0
2013-07-01,109046.0
2013-08-01,116914.0
2013-09-01,92074.0
2013-10-01,117164.0
2013-11-01,139429.0
2013-12-01,114459.0
2014-01-01,110633.0
2014-02-01,165891.0
2014-03-01,136528.0
2014-04-01,160307.0
2014-05-01,145222.0
2014-06-01,170047.0
2014-07-01,123802.0
2014-08-01,120860.0
2014-09-01,100329.0
2014-10-01,81692.0
2014-11-01,92301.0
2014-12-01,96560.0
2015-01-01,102812.0
2015-02-01,101399.0
2015-03-01,102236.0
2015-04-01,320325.0
2015-05-01,316457.0
2015-06-01,319256.0
2015-07-01,320944.0
2015-08-01,297172.0
2015-09-01,283160.0
2015-10-01,303066.0
2015-11-01,533473.0
2015-12-01,779710.0
2016-01-01,1083378.0
2016-02-01,1068609.0
2016-03-01,1099352.0
2016-04-01,980013.0
2016-05-01,752408.0
2016-06-01,505581.0
2016-07-01,547982.0
2016-08-01,706354.0
2016-09-01,756385.0
2016-10-01,586064.0
2016-11-01,512829.0
2016-12-01,575393.0
2017-01-01,630112.0
2017-02-01,639833.0
2017-03-01,673928.0
2017-04-01,640190.0
2017-05-01,654896.0
2017-06-01,651253.0
2017-07-01,319277.0
2017-08-01,672684.0
2017-09-01,539536.0
2017-10-01,407935.0
2017-11-01,424748.0
2017-12-01,427379.0
2018-01-01,495982.0
2018-02-01,488513.0
2018-03-01,489475.0
2018-04-01,467604.0
2018-05-01,438702.0
2018-06-01,551128.0
2018-07-01,599950.0
2018-08-01,474982.0
2018-09-01,827249.0
2018-10-01,417157.0
2018-11-01,434782.0
2018-12-01,630417.0
2019-01-01,684835.0
2019-02-01,762126.0
2019-03-01,1779575.0
2019-04-01,1952742.0
2019-05-01,1748146.0
2019-06-01,1787543.0
2019-07-01,1741306.0
2019-08-01,2485890.0
2019-09-01,2747841.0
2019-10-01,2156538.0
2019-11-01,2199211.0
2019-12-01,2468347.0
2020-01-01,2513900.0
2020-02-01,2496157.0
2020-03-01,2476250.0
2020-04-01,2805122.0
2020-05-01,3417921.0
2020-06-01,2014704.0
2020-07-01,2355821.0
2020-08-01,2533262.0
2020-09-01,2516378.0
2020-10-01,2532706.0
2020-11-01,2536187.0
2020-12-01,2046644.0
2021-01-01,1960325.0
2021-02-01,1929536.0
2021-03-01,1978467.0
2021-04-01,2122358.0
2021-05-01,2193250.0
2021-06-01,2061722.0
2021-07-01,2336857.0
2021-08-01,2302715.0
2021-09-01,2160622.0
2021-10-01,1841944.0
2021-11-01,1601040.0
2021-12-01,1332206.0
2022-01-01,1518370.0
2022-02-01,1620400.0
2022-03-01,1119345.0
2022-04-01,1050994.0
2022-05-01,663490.0
2022-06-01,918214.0
2022-07-01,904643.0
2022-08-01,865783.0
2022-09-01,1008373.0
2022-10-01,3458175.0
2022-11-01,6263734.0
2022-12-01,11560498.0
2023-01-01,17304384.0
2023-02-01,19106687.0
2023-03-01,23550574.0
2023-04-01,24230656.0
2023-05-01,25086549.0
2023-06-01,27953672.0
2023-07-01,31587676.0
2023-08-01,33009049.0
2023-09-01,35319310.0
2023-10-01,41094255.0
2023-11-01,40686607.0
2023-12-01,37865604.0
2024-01-01,37382223.0
2024-02-01,39581262.0
2024-03-01,38081086.0
2024-04-01,37804306.0
2024-05-01,38475146.0
2024-06-01,38185864.0
2024-07-01,45471656.0
2024-08-01,50747982.0
2024-09-01,43099316.0
2024-10-01,44005146.0
2024-11-01,44167481.0
2024-12-01,44759461.0
2025-01-01,44262594.0
2025-02-01,44725122.0
2025-03-01,40380004.0
2025-04-01,37165416.0
2025-05-01,37400723.0
2025-06-01,37931891.0
2025-07-01,33910945.0
2025-08-01,35262074.0
