Tarih,TP_KM_K53
2000-01-01,38308.0
2000-02-01,47371.0
2000-03-01,35377.0
2000-04-01,33335.0
2000-05-01,36680.0
2000-06-01,29090.0
2000-07-01,22933.0
2000-08-01,24259.0
2000-09-01,25452.0
2000-10-01,25033.0
2000-11-01,21449.0
2000-12-01,22359.0
2001-01-01,21027.0
2001-02-01,20410.0
2001-03-01,25112.0
2001-04-01,18390.0
2001-05-01,12722.0
2001-06-01,15232.0
2001-07-01,14534.0
2001-08-01,15716.0
2001-09-01,15973.0
2001-10-01,24002.0
2001-11-01,18487.0
2001-12-01,22244.0
2002-01-01,20215.0
2002-02-01,17811.0
2002-03-01,14994.0
2002-04-01,17380.0
2002-05-01,17902.0
2002-06-01,24459.0
2002-07-01,25439.0
2002-08-01,23445.0
2002-09-01,36936.0
2002-10-01,52685.0
2002-11-01,35436.0
2002-12-01,33774.0
2003-01-01,23896.0
2003-02-01,18872.0
2003-03-01,29836.0
2003-04-01,23874.0
2003-05-01,16468.0
2003-06-01,33331.0
2003-07-01,21580.0
2003-08-01,17799.0
2003-09-01,27545.0
2003-10-01,30318.0
2003-11-01,53452.0
2003-12-01,37057.0
2004-01-01,18169.0
2004-02-01,29088.0
2004-03-01,40267.0
2004-04-01,9836.0
2004-05-01,37587.0
2004-06-01,89006.0
2004-07-01,34808.0
2004-08-01,55901.0
2004-09-01,46072.0
2004-10-01,58485.0
2004-11-01,33259.0
2004-12-01,59930.0
2005-01-01,76253.0
2005-02-01,79214.0
2005-03-01,52103.0
2005-04-01,42688.0
2005-05-01,62094.0
2005-06-01,59947.0
2005-07-01,32076.0
2005-08-01,50012.0
2005-09-01,49852.0
2005-10-01,83677.0
2005-11-01,40439.0
2005-12-01,74159.0
2006-01-01,41848.0
2006-02-01,52849.0
2006-03-01,47809.0
2006-04-01,32624.0
2006-05-01,49780.0
2006-06-01,70399.0
2006-07-01,99932.0
2006-08-01,54990.0
2006-09-01,62904.0
2006-10-01,68461.0
2006-11-01,96651.0
2006-12-01,59042.0
2007-01-01,52451.0
2007-02-01,57122.0
2007-03-01,61375.0
2007-04-01,66562.0
2007-05-01,34932.0
2007-06-01,45150.0
2007-07-01,47915.0
2007-08-01,60747.0
2007-09-01,60351.0
2007-10-01,58453.0
2007-11-01,63674.0
2007-12-01,49410.0
2008-01-01,36317.0
2008-02-01,39830.0
2008-03-01,98380.0
2008-04-01,63531.0
2008-05-01,50526.0
2008-06-01,87842.0
2008-07-01,54491.0
2008-08-01,47692.0
2008-09-01,57549.0
2008-10-01,61469.0
2008-11-01,72954.0
2008-12-01,62418.0
2009-01-01,199176.0
2009-02-01,184915.0
2009-03-01,190078.0
2009-04-01,228623.0
2009-05-01,131482.0
2009-06-01,130774.0
2009-07-01,120915.0
2009-08-01,133716.0
2009-09-01,148814.0
2009-10-01,141529.0
2009-11-01,168392.0
2009-12-01,129555.0
2010-01-01,160093.0
2010-02-01,187418.0
2010-03-01,186795.0
2010-04-01,180324.0
2010-05-01,210440.0
2010-06-01,208957.0
2010-07-01,188349.0
2010-08-01,230209.0
2010-09-01,224789.0
2010-10-01,236211.0
2010-11-01,196434.0
2010-12-01,196989.0
2011-01-01,323528.0
2011-02-01,255070.0
2011-03-01,203394.0
2011-04-01,202516.0
2011-05-01,238024.0
2011-06-01,243188.0
2011-07-01,232602.0
2011-08-01,248554.0
2011-09-01,211456.0
2011-10-01,244793.0
2011-11-01,247031.0
2011-12-01,254385.0
2012-01-01,237834.0
2012-02-01,248575.0
2012-03-01,259351.0
2012-04-01,300377.0
2012-05-01,249715.0
2012-06-01,263985.0
2012-07-01,278022.0
2012-08-01,337890.0
2012-09-01,359458.0
2012-10-01,324673.0
2012-11-01,459090.0
2012-12-01,320423.0
2013-01-01,325564.0
2013-02-01,331666.0
2013-03-01,368242.0
2013-04-01,196708.0
2013-05-01,176791.0
2013-06-01,215783.0
2013-07-01,300762.0
2013-08-01,348296.0
2013-09-01,478165.0
2013-10-01,311399.0
2013-11-01,252696.0
2013-12-01,251580.0
2014-01-01,303986.0
2014-02-01,295409.0
2014-03-01,343770.0
2014-04-01,234340.0
2014-05-01,200174.0
2014-06-01,231291.0
2014-07-01,234113.0
2014-08-01,197536.0
2014-09-01,191227.0
2014-10-01,53537.0
2014-11-01,72831.0
2014-12-01,63627.0
2015-01-01,77036.0
2015-02-01,57008.0
2015-03-01,73899.0
2015-04-01,80037.0
2015-05-01,64976.0
2015-06-01,63552.0
2015-07-01,72692.0
2015-08-01,71739.0
2015-09-01,60907.0
2015-10-01,34803.0
2015-11-01,51817.0
2015-12-01,31127.0
2016-01-01,40475.0
2016-02-01,43926.0
2016-03-01,52361.0
2016-04-01,46490.0
2016-05-01,77948.0
2016-06-01,85036.0
2016-07-01,63508.0
2016-08-01,67167.0
2016-09-01,93868.0
2016-10-01,88123.0
2016-11-01,85527.0
2016-12-01,89304.0
2017-01-01,90817.0
2017-02-01,89409.0
2017-03-01,93311.0
2017-04-01,98696.0
2017-05-01,103208.0
2017-06-01,104558.0
2017-07-01,86589.0
2017-08-01,83607.0
2017-09-01,83085.0
2017-10-01,93127.0
2017-11-01,92075.0
2017-12-01,81196.0
2018-01-01,85275.0
2018-02-01,78674.0
2018-03-01,94146.0
2018-04-01,69996.0
2018-05-01,45113.0
2018-06-01,40384.0
2018-07-01,44748.0
2018-08-01,66515.0
2018-09-01,65089.0
2018-10-01,42798.0
2018-11-01,42711.0
2018-12-01,37515.0
2019-01-01,28881.0
2019-02-01,31466.0
2019-03-01,1070697.0
2019-04-01,1088736.0
2019-05-01,1101345.0
2019-06-01,1150579.0
2019-07-01,1087923.0
2019-08-01,1072978.0
2019-09-01,1074696.0
2019-10-01,1074452.0
2019-11-01,1074967.0
2019-12-01,1099072.0
2020-01-01,1087222.0
2020-02-01,1084599.0
2020-03-01,1091535.0
2020-04-01,1082653.0
2020-05-01,1088791.0
2020-06-01,1170615.0
2020-07-01,1217845.0
2020-08-01,1307431.0
2020-09-01,1257247.0
2020-10-01,1187306.0
2020-11-01,1190945.0
2020-12-01,2348926.0
2021-01-01,2326463.0
2021-02-01,2326696.0
2021-03-01,2378130.0
2021-04-01,2376772.0
2021-05-01,2919164.0
2021-06-01,3648697.0
2021-07-01,3670062.0
2021-08-01,3750971.0
2021-09-01,4075141.0
2021-10-01,4169196.0
2021-11-01,4414643.0
2021-12-01,4758017.0
2022-01-01,4608502.0
2022-02-01,4891874.0
2022-03-01,5163161.0
2022-04-01,5377087.0
2022-05-01,6326772.0
2022-06-01,6485364.0
2022-07-01,6687313.0
2022-08-01,7098974.0
2022-09-01,8881759.0
2022-10-01,9222749.0
2022-11-01,10146914.0
2022-12-01,11930274.0
2023-01-01,11392140.0
2023-02-01,16044210.0
2023-03-01,24950734.0
2023-04-01,23242301.0
2023-05-01,26153200.0
2023-06-01,28698105.0
2023-07-01,32403916.0
2023-08-01,27998649.0
2023-09-01,28664999.0
2023-10-01,30906513.0
2023-11-01,26111853.0
2023-12-01,29276693.0
2024-01-01,30199426.0
2024-02-01,28141419.0
2024-03-01,28885733.0
2024-04-01,32275399.0
2024-05-01,30740166.0
2024-06-01,32451594.0
2024-07-01,29071699.0
2024-08-01,28430366.0
2024-09-01,28787573.0
2024-10-01,30049715.0
2024-11-01,31898086.0
2024-12-01,36936596.0
2025-01-01,37963712.0
2025-02-01,41098542.0
2025-03-01,49113298.0
2025-04-01,57592343.0
2025-05-01,61987977.0
2025-06-01,64737231.0
2025-07-01,69339713.0
2025-08-01,70846243.0
