Tarih,TP_KM_K60
2000-01-01,1995412.0
2000-02-01,2014454.0
2000-03-01,1844857.0
2000-04-01,1912428.0
2000-05-01,1808556.0
2000-06-01,2057568.0
2000-07-01,2060622.0
2000-08-01,2052746.0
2000-09-01,2170684.0
2000-10-01,2046790.0
2000-11-01,1824603.0
2000-12-01,1381426.0
2001-01-01,1302175.0
2001-02-01,1032011.0
2001-03-01,1141974.0
2001-04-01,1119563.0
2001-05-01,1142542.0
2001-06-01,1104842.0
2001-07-01,1142153.0
2001-08-01,1221111.0
2001-09-01,1234285.0
2001-10-01,1197164.0
2001-11-01,1243969.0
2001-12-01,1318002.0
2002-01-01,1776342.0
2002-02-01,1685991.0
2002-03-01,1601142.0
2002-04-01,780593.0
2002-05-01,848765.0
2002-06-01,1061307.0
2002-07-01,1215336.0
2002-08-01,1046089.0
2002-09-01,803817.0
2002-10-01,550766.0
2002-11-01,834956.0
2002-12-01,1038918.0
2003-01-01,861166.0
2003-02-01,1079013.0
2003-03-01,1052905.0
2003-04-01,917637.0
2003-05-01,893473.0
2003-06-01,903516.0
2003-07-01,864366.0
2003-08-01,881591.0
2003-09-01,881157.0
2003-10-01,944038.0
2003-11-01,921507.0
2003-12-01,981260.0
2004-01-01,1002925.0
2004-02-01,1022809.0
2004-03-01,1044150.0
2004-04-01,1066898.0
2004-05-01,1088226.0
2004-06-01,1098126.0
2004-07-01,1240787.0
2004-08-01,1168679.0
2004-09-01,1187705.0
2004-10-01,1113840.0
2004-11-01,1153673.0
2004-12-01,767162.0
2005-01-01,781149.0
2005-02-01,797625.0
2005-03-01,834500.0
2005-04-01,816255.0
2005-05-01,785611.0
2005-06-01,725343.0
2005-07-01,768243.0
2005-08-01,786155.0
2005-09-01,827786.0
2005-10-01,784370.0
2005-11-01,841576.0
2005-12-01,773099.0
2006-01-01,729973.0
2006-02-01,716007.0
2006-03-01,727388.0
2006-04-01,696466.0
2006-05-01,556976.0
2006-06-01,613247.0
2006-07-01,585519.0
2006-08-01,567802.0
2006-09-01,1157403.0
2006-10-01,485459.0
2006-11-01,478124.0
2006-12-01,3540528.0
2007-01-01,1301528.0
2007-02-01,379006.0
2007-03-01,355547.0
2007-04-01,595353.0
2007-05-01,933427.0
2007-06-01,1083331.0
2007-07-01,1145102.0
2007-08-01,1451872.0
2007-09-01,1632637.0
2007-10-01,1491573.0
2007-11-01,1515714.0
2007-12-01,1648055.0
